agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q016,q023,q031,q047,q048,q053,q055,q056,q061,q070,q071,q072,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
5,50000066399,,,,,12.1052631578947,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068253,,,,,15.3846153846154,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068359,,,,,16.1064425770308,-31.1475409836066,,,,,,,,,,,,,,,,,,,,,,,
5,50000068517,,,,,11.1408199643494,,,,,,,,,,,,,,,,,,,,,,,,
5,551-0415301,,,,,15.3272576636288,,,,,,,,,,,,,,,,,,,,610.0,1207.0,50.5385252692626,,
7,704-6597930,,,,,8.93854748603352,,,,,,,,,,,,,,,,,,,,,,,,
7,71196500008,,,,,0.341296928327645,,,,,91.1262798634812,,,,,,,,,,,,,,,,,,,
7,71252000009,,,,,8.31108144192256,136.277602523659,,,,,,,,,,,,,,,,99.7489959839357,,,,,,,
7,71821100000,,,,,1.92848533547609,,,,,,,,,,,,,,,,,88.1159420289855,,,,,,,
7,720-0304793,,,,,19.2458336533292,,,,,,,,,,,,,,,,,,,,,,,,
7,720-1389558,,,,,7.98403193612774,,,,,89.0219560878243,,,,,,82.6347305389222,,,,,,,,,,,,,
7,72137100009,,,,,17.6646706586826,101.204819277108,,,,,,,,,,,,,,,,,,,,,,,24.105461393597
7,726-2049351,,,,,4.49656940718407,909.127934834691,,,,,,,,,,,,,,,,,,60.9061241149902,,,,,
7,727-0191461,,,,,16.5171288743883,50.0611995104039,,,,,,,,,,,,,,,,,,,,,,,
7,73606909993,,,,,1.27253446447508,-25.3365003958828,,,,57.4761399787911,,,,,,,,,,,,,,,,,,,
7,738-2799035,,,,,6.59879336349925,,,,,,,,,,,,,,,,,,,,,,,,
7,73931809996,,,,,7.11222301644031,87.9744709439033,,,,,,,,,,,,,,,,,,,,,,,
7,742-1739728,,,,,0.911540636747729,4098.1843575419,,,,,,,,,,,,,,,,,,,,,,,
7,763-1052225,,,,,18.9434364994664,,,,,52.4012806830309,,,,,,,,,,,,,,,,,,,
9,90000675332,,,,,15.035348468233,36.7942293575054,,,,,,,,,,,,,,,,,,,,,,,
9,90003938186,,,,,17.0183798502383,22.7234753550543,,,,,,,,,,,,,,,,,,,,,,,
9,913-3222578,,,,,0.00529585497504838,,,,,,,,,,,,,,-51.5113649217745,,,62.5935628742515,,,,,,,
9,923-1694840,,,,,0.62586733277824,-73.4453595710574,,,,,,,,,,,,,,,,80.8515175207904,,,,,,,
9,927-4318010,,,,,11.4600107353731,-59.6316359696641,,,,37.1443907675792,,,,,,,91.5690866510539,,,,,,,,,,,,
9,927-4397485,,,,,5.75221238938053,,,,,49.5575221238938,,,,,,,92.3076923076923,,,,,,,,,,,,
9,934-1812174,,,,,4.89095574085953,30.6340238543628,,,,,,,,,,,,,,,,,,,,,,,
9,938-3830253,,,,,1.12359550561798,,,,,,,,,,,,100.0,,,,,,,,,,,,
9,952-7005081,,,,,2.8169014084507,,55.3990610328638,82.6875546956189,,,,,,,,,,,,,,,,,,,,,
9,980-0671537,,,,,7.59493670886076,-59.4871794871795,,,,38.6075949367089,,,,,,,94.4444444444444,,,,,,,,,,,,
1,10000000047,,,,,,23.9661016949153,,,,33.4974022422751,,,,,,,,,,,,,,,,,,,
1,10000000325,,,,,,37.2586872586873,,,,82.7004219409283,,,,,,,,,,,,,,,,,,,
1,10000000644,,,,,,53.9928486293206,,,,44.5046439628483,,,,,,,,,,,,,,,,,,,
1,10000001027,,,,,,33.5403726708075,,,,33.3953488372093,,,,,,,,,,,,,,,,,,,
1,10000001090,,,,,,49.8199279711885,,,,,,,,,,,,,,,,,,,,,,,
1,10000001195,,,,,,39.5196506550218,,,,93.7402190923318,,,,,,,,,,,,,,,,,,,
1,10000001253,,,,,,102.523659305994,,,,,,,,,,,,,,,,,,,,,,,
1,10000001354,,,,,,33.5145823035096,,,,54.3502406516105,,,,,,,,,,,,,,,,,,,
1,10000001368,,,,,,33.195020746888,,,,92.2118380062305,,,,,,,,,,,,,,,,,,,
1,10000001467,,,,,,46.885617214043,,,,46.183500385505,,,,,,,,,,,,,,,,,,,
1,10000001493,,,,,,30.6603773584906,1.08303249097473,29.1921769831929,,86.0409145607701,,,,,,,,,,,,,,,,,,,
1,10000001770,,,,,,28.4641638225256,,,,,,,,,,,,,,,,,,,,,,,
1,10000001997,,,,,,47.9166666666667,,,,44.4444444444444,,,,,,,,,,,,,,,,,,,
1,10000002036,,,,,,32.9113924050633,,,,68.7074829931973,,,,,,,,,,,,,,,,,,,
1,10000002068,,,,,,27.1698113207547,,,,52.8189910979229,,,,,,,,,,,,,,,,,,,
1,10000002137,,,,,,28.2083862770013,,,,,,,,,,,,,,,,,,,,,,,
1,10000002234,,,,,,27.1526303373437,,,,33.6549165120594,,,,,,,,,,,,,,,,,,,
1,10000002311,,,,,,36.7756315007429,,,,80.9342748506247,,,,,,,,,,,,,,,,,,,
1,10000002360,,,,,,58.8957055214724,2.05920205920206,10.3311278634607,,,,,,,,,,,,,,,,,,,,,
1,10000002449,,,,,,50.0927643784787,,,,61.68108776267,,,,,,,,,,,,,,,,,,,
1,10000002725,,,,,,35.3477765108324,,,,,,,,,,,,,,,,,,,,,,,
1,10000002747,,,,,,22.3552894211577,,,,,,,,,,,,,,,,,,,,,,,
1,10000003124,,,,,,21.1981566820277,,,,,,,,,,,,,,,,,,,,,,,
1,10000003175,,,,,,83.28173374613,,,,35.472972972973,,,,,,,,,,,,,,,,,,,
1,10000003393,,,,,,25.9938837920489,,,,,,,,,,,,,,,,,,,,,,,
1,10000003654,,,,,,58.3333333333333,,,,,,,,,,,,,,,,,,,,,,,
1,10000003656,,,,,,366.355140186916,,,,,,,,,,,,,,,,,,,,,,,
1,10000003724,,,,,,85.6763925729443,2.57142857142857,10.4155233562951,,,,,,,,,,,,,,,,,,,,,
1,10000004166,,,,,,23.36860670194,,,,,,,,,,,,,,,,,,,,,,,
1,10000004620,,,,,,78.3505154639175,,,,60.2601156069364,,,,,,,,,,,,,,,,,,,
1,10000004742,,,,,,22.9333333333333,,,,65.29284164859,,,,,,,,,,,,,,,,,,,
1,10000005263,,,,,,26.8518518518519,,,,73.3576642335766,,,,,,,,,,,,,,,,,,,
1,10000005347,,,,,,55.4782608695652,1.34228187919463,21.223415598767,,47.6510067114094,,,,,,,,,,,,,,,,,,,
1,10000005481,,,,,,38.474025974026,,,,72.9191090269637,,,,,,,,,,,,,,,,,,,
1,10000005552,,,,,,49.7797356828194,,,,44.7478991596639,,,,,,,,,,,,,,,,,,,
1,10000005629,,,,,,43.6450839328537,,,,30.0500834724541,,,,,,,,,,,,,,,,,,,
1,10000005737,,,,,,104.784688995215,,,,,,,,,,,,,,,,,,,,,,,
1,10000005750,,,,,,37.5965665236052,,,,,,,,,,,,,,,,,,,,,,,
1,10000005753,,,,,,30.0751879699248,,,,,,,,,,,,,,,,,,,,,,,
1,10000006635,,,,,,136.567164179104,,,,47.2555205047319,,,,,,,,,,,,,,,,,,,
1,10000006776,,,,,,40.0932400932401,,,,77.5374376039933,,,,,,,,,,,,,,,,,,,
1,10000007087,,,,,,68.9024390243902,,,,,,,,,,,,,,,,,,,,,,,
1,10000007685,,,,,,68.9082969432314,,,,,,,,,,,,,,,,92.1783010933558,,,,,,,
1,10000007699,,,,,,21.5158924205379,,,,32.3943661971831,,,,,,,,,,,,,,,,,,,
1,10000008531,,,,,,33.2354237039213,,,,68.9594356261023,,,,,,,,,,,,,,,,,,,
1,10000008673,,,,,,47.7806788511749,,,,,,,,,,,,,,,,,,,,,,,
1,10000008709,,,,,,219.037656903766,,,,,,,,,,,,,,,,,,,,,,,
1,10000008796,,,,,,29.7362110311751,,,,,,,,,,,,,,,,,,,,,,,
1,10000008953,,,,,,361.981566820276,,,,33.7655860349127,,,,,,,,,,,,,,,,,,,
1,10000009179,,,,,,44.7106109324759,,,,40.4843906232641,,,,,,,,,,,,,,,,,,,
1,10000009343,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,,
1,10000009408,,,,,,21.655437921078,,,,82.3575949367088,,,,,,,,,,,,,,,,,,,
1,10000009788,,,,,,44.4636678200692,,,,,,,,,,,,,,,,,,,,,,,
1,10000009859,,,,,,35.4988399071926,,,,,,,,,,,,,,,,,,,,,,,
1,10000009868,,,,,,31.5589353612167,,,,,,,,,,,,,,,,,,,,,,,
1,10000010045,,,,,,27.3572377158034,1.45985401459854,11.2480759254692,,63.1908237747654,,,,,,,,,,,,,,,,,,,
1,10000010128,,,,,,40.2912621359223,,,,79.9307958477509,,,,,,,,,,,,,,,,,,,
1,10000010180,,,,,,59.1337099811676,,,,,,,,,,,,,,,,,,,,,,,
1,10000010254,,,,,,30.0,,,,87.2420262664165,,,,,,,,,,,,,,,,,,,
1,10000010360,,,,,,38.348623853211,,,,,,,,,,,,,,,,,,,,,,,
1,10000010523,,,,,,32.0654837761004,,,,,,,,,,,,,,,,95.8715596330275,,,,,,,
1,10000011412,,,,,,85.8461538461539,,,,,,,,,,,,,,,,,,,,,,,
1,10000011443,,,,,,66.9926650366748,1.3909224011713,20.6046905905623,,,,,,,,,,,,,,,,,,,,,
1,10000011573,,,,,,50.6634499396864,,,,56.2850280224179,,,,,,,,,,,,,,,,,,,
1,10000011700,,,,,,54.7945205479452,,,,,,,,,,,,,,,,,,,,,,,
1,10000011818,,,,,,32.5783972125435,,,,,,,,,,,,,,,,,,,,,,,
1,10000012072,,,,,,60.2905569007264,,,,32.2759315206445,,,,,,,,,,,,,,,,,,,
1,10000012333,,,,,,42.6165803108808,,,,,,,,,,,,,,,,,,,,,,,
1,10000012591,,,,,,20.0814111261872,,,,83.3898305084746,,,,,,,,,,,,,,,,,,,
1,10000013023,,,,,,-24.0213523131673,,,,80.327868852459,,,,,,,,,,,,,,,,,,,
1,10000013295,,,,,,188.671328671329,,,,,,,,,,,,,,,,,,,,,,,
1,10000013684,,,,,,53.0017152658662,,,,,,,,,,,,,,,,,,,,,,,
1,10000013742,,,,,,43.1980906921241,,,,64.0,,,,,,,,,,,,,,,,,,,
1,10000013790,,,,,,66.369710467706,,,,,,,,,,,,,,,,,,,,,,,
1,10000013872,,,,,,68.9922480620155,,,,,,,,,,,,,,,,,,,,,,,
1,10000013879,,,,,,52.6022304832714,,,,,,,,,,,,,,,,,,,,,,,
1,10000014062,,,,,,286.486486486487,0.786713286713287,10.0712726540729,,39.9475524475524,,,,,,,,,,,,,,,,,,,
1,10000014109,,,,,,41.5966386554622,2.9673590504451,20.1137890713625,,,,,,,,,,,,,,,,,,,,,
1,10000014124,,,,,,-34.2396777442095,1.53139356814701,11.1582181857078,,,,,,,,,,,,,,,,,,,,,
1,10000014203,,,,,,27.3399014778325,,,,,,,,,,,,,,,,,,,,,,,
1,10000014206,,,,,,33.3899951432734,,,,34.9899872565083,,,,,,,,,,,,,,,,,,,
1,10000014290,,,,,,38.3587786259542,4.27586206896552,38.3740214939631,,,,,,,,,,,,,,,,,,,,,
1,10000014310,,,,,,33.3690987124464,,,,,,,,,,,,,,,,,,,,,,,
1,10000014369,,,,,,59.2449177153921,,,,46.4437689969605,,,,,,,,,,,,,,,,,,,
1,10000014397,,,,,,28.3662477558348,,,,86.5034965034965,,,,,,,,,,,,,,,,,,,
1,10000014488,,,,,,30.7917228969861,,,,58.5554600171969,,,,,,,,,,,,,,,,,,,
1,10000014510,,,,,,53.2091097308489,,,,49.4594594594595,,,,,,,,,,,,,,,,,,,
1,10000014564,,,,,,58.2664526484751,,,,89.0466531440162,,,,,,,,,,,,,,,,,,,
1,10000014617,,,,,,-96.7933491686461,,,,,,,,,,,,,,,,,,,,,,,
1,10000014838,,,,,,31.0641110376735,,,,,,,,,,,,,,,,,,,,,,,
1,10000015108,,,,,,40.6283856988082,,,,46.3405238828968,,,,,,,,,,,,,,,,,,,
1,10000015292,,,,,,109.398496240601,,,,,,,,,,,,,,,,,,,,,,,21.903052064632
1,10000015302,,,,,,29.2207792207792,,,,,,,,,,,,,,,,,,,,,,,
1,10000015429,,,,,,105.519480519481,,,,,,,,,,,,,,,,,,,,,,,
1,10000015435,,,,,,31.6086235489221,,,,,,,,,,,,,,,,99.6190476190476,,,,,,,
1,10000015576,,,,,,156.393442622951,3.70843989769821,42.1691273532219,,,,,,,,,,,,,,,,,,,,,
1,10000015738,,,,,,38.6679000925069,,,,,,,,,,,,,,,,,,,,,,,
1,10000015836,,,,,,95.9619952494062,,,,,,,,,,,,,,,,,,,,,,,
1,10000016617,,,,,,54.6052631578947,,,,,,,,,,,,,,,,,,,,,,,
1,10000016941,,,,,,-23.2830820770519,,,,,,,,,,,,,,,,,,,,,,,
1,10000017043,,,,,,21.1038961038961,,,,,,,,,,,,,,,,,,,,,,,
1,10000017464,,,,,,64.505424377792,,,,,,,,,,,,,,,,,,,,,,,
1,10000017548,,,,,,46.9135802469136,,,,,,,,,,,,,,,,,,,,,,,
1,10000018054,,,,,,21.1965811965812,,,,,,,,,,,,,,,,,,,,,,,
1,10000018484,,,,,,50.5311077389985,,,,36.7943548387097,,,,,,,2.08728652751423,,,,,,,,,,,,
1,10000018601,,,,,,37.3096446700508,,,,56.8699938385706,,,,,,,,,,,,,,,,,,,
1,10000018606,,,,,,110.139416983523,,,,,,,,,,,,,,,,,,,,,,,
1,10000018763,,,,,,29.5805739514349,,,,,,,,,,,,,,,,,,,,,,,
1,10000020078,,,,,,52.7217741935484,,,,,,,,,,,,,,,,,,,,,,,
1,10000020184,,,,,,29.6992481203008,,,,,,,,,,,1.83333333333333,,,,,,,,,,,,
1,10000020214,,,,,,29.9721333470946,,,,95.298975621377,,,,,,,,,,,,89.0219560878243,,,,,,,
1,10000021389,,,,,,26.4232008592911,,,,87.8504672897196,,,,,,,,,,,,,,,,,,,
1,10000021717,,,,,,30521.0526315789,,,,,,,,,,,,,,,,97.3164956590371,,,,,,,
1,10000022311,,,,,,37.7570093457944,,,,,,,,,,,,,,,,,,,,,,,
1,10000023038,,,,,,34.1939546599496,,,,,,,,,,,,,,,,,,,,,,,
1,10000023204,,,,,,26.2607040913416,2.5621703089676,15.5318526519499,,62.6978146194423,,,,,,,,,,,,,,,,,,,
1,10000023216,,,,,,49.5213228894691,,,,,,,,,,,,31.961169545325,,,,85.8736059479554,,,,,,,
1,10000023295,,,,,,45.5635491606715,0.823723228995058,14.2093596336263,,,,,,,,,,,,,,,,,,,,,
1,10000023298,,,,,,35.8288770053476,,,,80.4461942257218,,,,,,,,,,,,,,,,,,,
1,10000023300,,,,,,23.9713774597496,,,,74.4588744588745,,,,,,,,,,,,,,,,,,,
1,10000023748,,,,,,40.9103840682788,,,,,,,,,,,,,,,,96.6540104413859,,,,,,,
1,10000023850,,,,,,168.318584070796,,,,,,,,,,,,,,,,,,,,,,,
1,10000023880,,,,,,112.656154003686,,,,,,,,,,,,,,,,99.3525179856115,,,,,,,
1,10000023922,,,,,,29.5034432765495,,,,,,,,,,,,,,,,97.5026014568158,,,,,,,
1,10000024107,,,,,,59.536354056902,,,,,,,,,,,,,,,,,,,,,,,
1,10000024131,,,,,,90.3277561311025,,,,,,,,,,,,,,,,,,,,,,,
1,10000024169,,,,,,36.9304556354916,,,,,,,,,,,,,,,,,,,,,,,
1,10000024224,,,,,,44.2832764505119,,,,,,,,,,,,,,,,99.9367088607595,,,,,,,
1,10000024263,,,,,,-99.5626822157434,22.2222222222222,75.8611187655001,,,,,,,,,,,,,,,,,,,,,44.4444444444444
1,10000024319,,,,,,31.6831683168317,6.61654135338346,25.5562901911059,,,,,,,,,,,,,,,,,,,,,
1,10000024349,,,,,,48.0067854113656,,,,69.3409742120344,,,,,,,,,,,,,,,,,,,
1,10000024425,,,,,,-28.7179487179487,,,,33.2374100719424,,,,,,,,,,,,,,,,,,,
1,10000024430,,,,,,-24.7684252919855,,,,,,,,,,,,,,,,,,,,,,,
1,10000024497,,,,,,266.165413533835,,,,37.1663244353183,,,,,,,,,,,,,,,,,,,
1,10000024555,,,,,,55.5900621118012,,,,,,,,,,,,,,,,,,,,,,,
1,10000024612,,,,,,-30.6495882891125,,,,,,,,,,,,,,,,,,,,,,,
1,10000024671,,,,,,161.253561253561,,,,,,,,,,,,,,,,,,,,,,,
1,10000024685,,,,,,66.9354838709677,,,,,,,,,,,,,,,,,,,,,,,
1,10000024754,,,,,,362.54295532646,,,,,,,,,,,,,,,,,,,,,,,
1,10000024891,,,,,,29.0273747950044,,,,,,,,,,,,,,,,,,,,,,,
1,10000024976,,,,,,69.9065420560748,,,,,,,,,,,,,,,,,,,,,,,
1,10000024994,,,,,,74.0406320541761,,,,,,,,,,,,,,,,,,,,,,,
1,10000700041,,,,,,76.9230769230769,,,,,,,,,,,,,,,,,,,,,,,
1,10000700057,,,,,,59.0219224283305,,,,,,,,,,,,,,,,,,,,,,,
1,10000700210,,,,,,31.8300996329313,,,,44.7891805887033,,,,,,,,,,,,,,,,,,,
1,10000700709,,,,,,58.5811897106109,,,,,,,,,,,,37.7129978030374,,,,,,,,,,,
1,10000700887,,,,,,50.4411001556824,,,,43.187305967575,,,,,,,,,,,,,,,,,,,
1,10000701158,,,,,,493.693693693694,,,,,,,,,,,,,,,,,,,,,,,
1,10000701195,,,,,,65.9351145038168,,,,,,,,,,,,,,,,,,,,,,,
1,10000701283,,,,,,39.8907103825137,,,,73.046875,,,,,,,,,,,,,,,,,,,
1,10000701437,,,,,,45.9665144596651,,,,,,,,,,,,,,,,,,,,,,,
1,10000701638,,,,,,634.285714285714,,,,,,,,,,,,,,,,,,,,,,,
1,10000702130,,,,,,38.3705650459921,4.08357075023742,26.7417241371973,,,,,,,,,,,,,,,,,,,,,
1,10000702165,,,,,,33.4006734006734,,,,,,,,,,,,,,,,87.0550161812298,,,,,,,
1,10000702402,,,,,,-57.8758949880668,22.6628895184136,58.5772817645573,,,,,,,,,,,,,,,,,,,,,
1,10000702502,,,,,,52.4590163934426,,,,43.7275985663082,,,,,,,,,,,,,,,,,,,
1,10000702578,,,,,,51.8324607329843,,,,60.1724137931035,,,,,,,,,,,,,,,,,,,
1,10000702610,,,,,,58.3850931677019,,,,79.6078431372549,,,,,,,,,,,,,,,,,,,
1,10000702620,,,,,,78.5834738617201,1.79414542020774,12.8965876398643,,58.5457979225685,,,,,,,,,,,,,,,,,,,20.1133144475921
1,10000702808,,,,,,86.9022869022869,,,,,,,,,,,,,,,,,,,,,,,
1,10000702818,,,,,,21.5785054575987,,,,47.3066298342541,,,,,,,,,,,,,,,,,,,
1,10000702825,,,,,,61.6385911179173,,,,,,,,,,,,,,,,,,,,,,,
1,10000702887,,,,,,62.3762376237624,,,,70.1219512195122,,,,,,,,,,,,,,,,,,,
1,10000702889,,,,,,97.4811083123426,,,,44.7704081632653,,,,,,,,,,,,,,,,,,,
1,10000702983,,,,,,36.87374749499,2.0497803806735,13.3519764469179,,49.194729136164,,,,,,,,,,,,,,,,,,,
1,10000703069,,,,,,66.6156202143951,,,,,,,,,,,,,,,,,,,,,,,
1,10000703235,,,,,,166.887417218543,,,,51.2406947890819,,,,,,,,,,,,,,,,,,,
1,10000703344,,,,,,100.284090909091,5.1063829787234,15.8370516828315,,,,,,,,,,,,,,,,,,,,,
1,10000703536,,,,,,81.6801292407108,,,,,,,,,,,,,,,,,,,,,,,
1,10000703767,,,,,,39.4736842105263,,,,,,,,,,,,,,,,,,,,,,,
1,10000703835,,,,,,37.2443487621098,,,,,,,,,,,,,,,,,,,,,,,
1,10000703870,,,,,,23.0228471001757,2.0,14.7450725266252,,42.0,,,,,,,,,,,,,,,,,,,
1,10000703879,,,,,,37.2663551401869,,,,,,,,,,,,,,,,,,,,,,,
1,10000703896,,,,,,32.2191780821918,,,,,,,,,,,,,,,,,,,,,,,
1,10000703927,,,,,,35.5902266705917,,,,,,,,,,,,,,,,99.7568389057751,,,,,,,
1,10000704081,,,,,,47.7272727272727,,,,,,,,,,,,,,,,,,,,,,,
1,10000704091,,,,,,52.6932084309134,,,,68.558282208589,,,,,,,,,,,,,,,,,,,
1,10000704167,,,,,,38.996138996139,,,,,,,,,,,,,,,,,,,,,,,
1,10000704175,,,,,,66.6666666666667,,,,80.2564102564103,,,,,,,,,,,,,,,,,,,
1,10000704192,,,,,,46.2259615384615,,,,70.2778234423804,,,,,,,,,,,,,,,,,,,
1,10000704194,,,,,,98.8235294117647,,,,,,,,,,,,,,,,,,,,,,,
1,10000704474,,,,,,27.2953178132357,,,,,,,,,,,,,,,,,,,,,,,
1,10000704612,,,,,,21.9591836734694,,,,,,,,,,,,,,,,,,,,,,,
1,10000705091,,,,,,22.3194748358862,,,,,,,,,,,,,,,,,,,,,,,
1,10000705138,,,,,,-55.3370786516854,18.8679245283019,31.1749588403004,,,,,,,,,,,,,,,,,,,,,29.559748427673
1,10000705174,,,,,,53.2091097308489,,,,,,,,,,,,,,,,,,,,,,,
1,10000705190,,,,,,94.2660550458716,6.25737898465171,49.5751431959829,,,,,,,,,,,,,,,,,,,,,
1,10000705339,,,,,,40.7172995780591,,,,,,,,,,,,,,,,,,,,,,,
1,10000705608,,,,,,27.7777777777778,,,,,,,,,,,,,,,,,,,,,,,
1,10000705798,,,,,,63.0890052356021,,,,56.5008025682183,,,,,,,,,,,,,,,,,,,
1,10000705964,,,,,,-54.9632352941177,1.22448979591837,17.0107934161701,,,,,,,,,,,,,,,,,,,,,22.0408163265306
1,10000705991,,,,,,36.7983367983368,,,,,,,,,,,,,,,,,,,,,,,
1,10000706033,,,,,,-26.7045454545455,,,,,,,,,8.66141732283465,,2.36220472440945,,,,,,,,,,,,
1,10000706051,,,,,,70.5670103092784,,,,,,,,,,,,,,,,62.416604892513,,,,,,,
1,10000706069,,,,,,-66.1575841721624,,,,,,,,,,,,,,,,,,,,,,,
1,10000706278,,,,,,67.0854271356784,,,,68.7218045112782,,,,,,,,,,,,,,,,,,,
1,10000706707,,,,,,294.301470588235,,,,,,,,,,,,,,,,,,,,,,,
1,10000706809,,,,,,69.7606382978723,,,,,,,,,,,,,,,,78.4227129337539,,,,,,,
1,10000706859,,,,,,-85.7410881801126,,,,,,,,,,,,,,,,,,,,,,,
1,10000706947,,,,,,36.283185840708,,,,52.4891774891775,,,,,,,,,,,,,,,,,,,
1,10000707101,,,,,,29.0438768827767,,,,54.8337985282923,,,,,,,,,,,,,,,,,,,
1,10000707547,,,,,,-22.7973568281938,,,,49.358059914408,,,,,,,,,,,,,,,,,,,
1,10000707635,,,,,,33.0890734408077,,,,,,,,,,,,,,,,,,,,,,,
1,10000707644,,,,,,53.601213040182,,,,82.1816386969398,,,,,,,,,,,,,,,,,,,
1,10000707794,,,,,,98.9130434782609,2.36794171220401,11.6995803402331,,,,,,,,,,,,,,,,,,,,,
1,10000707960,,,,,,138.090010976948,32.8722913785154,51.9193222364581,,,713.0,,,,,,,,,,,,,,,,,,
1,10000708007,,,,,,32.3943661971831,,,,,,,,,,,,,,,,,,,,,,,
1,10000708028,,,,,,115.868263473054,,,,,,,,,,,,,,,,,,,,,,,
1,10000708043,,,,,,21.1506546192145,,,,,,,,,,,,,,,,,,,,,,,
1,10000708050,,,,,,57.9055441478439,,,,,,,,,,,,,,,,,,,,,,,
1,10000708146,,,,,,31.2238805970149,,,,,,,,,,,,,,,,,,,,,,,
1,10000708186,,,,,,28.5659435592244,,,,,,,,,,,,,,,,89.1691394658754,,,,,,,
1,10000708384,,,,,,122.361427486712,,,,30.5958681919071,,,,,,,,,,,,,,,,,,,
1,10000708527,,,,,,42.1412300683371,19.7916666666667,67.259428957014,,,494.0,,,,,,,,,,,,,,,,,,
1,10000708876,,,,,,37.3700567999143,,,,,,,,,,,,,,,,,,,,,,,
1,10000711882,,,,,,44.3620178041543,,,,,,,,,,,,,,,,,,,,,,,
1,10000712002,,,,,,41.3680781758958,,,,,,,,,,,,,,,,,,,,,,,
1,10000712202,,,,,,32.8846153846154,,,,,,,,,,,,,,,,,,,,,,,
1,10000712423,,,,,,25.7995735607676,,,,,,,,,,,,,,,,,,,,,,,
1,10000712504,,,,,,258.757961783439,,,,,,,,,,,,,,,,,,,,,,,
1,10000714752,,,,,,42.2756645126907,,,,,,,,,,,,,,,,96.0,,,,,,,
1,10000715263,,,,,,24.8764415156507,,,,,,,,,,,,,,,,,,,,,,,
1,10000715717,,,,,,-83.5374149659864,0.826446280991736,19.1578947368421,,,,,,,,,,,,,,,,,,,,,
1,10000715953,,,,,,9303.53982300885,,,,,,,,,,,,,,,,96.9055374592834,,,,,,,
1,10000715954,,,,,,228.301886792453,11.8390804597701,21.2305938445037,,,,,,,,,,,,,,,,,,,,,
1,10000716195,,,,,,1431.59509202454,,,,,,,,,,,,,,,,85.3896103896104,,,,,,,
1,10000716456,,,,,,54.2595419847328,10.1543942992874,20.6646516249964,,,513.0,,,,,,,,,,,,,,,,,,
1,10000716697,,,,,,70.1570680628272,1.07692307692308,10.0903108036701,,,,,,,,,,,,,,,,,,,,,
1,10000717022,,,,,,-67.0578373847443,,,,,,,,,,,1.98019801980198,,,,,,,,,,,,
1,10000717079,,,,,,45.1476793248945,1.30813953488372,16.9807734984017,,,,,,,,,,,,,,,,,,,,,
1,10000717868,,,,,,71.8085106382979,,,,,,,,,,,,,,,,,,,,,,,
1,10000717893,,,,,,38.9352818371608,,,,,,,,,,,,,,,,,,,,,,,
1,10000717936,,,,,,52.3862375138735,,,,,,,,,,,,,,,,89.6984924623116,,,,,,,
1,10000717954,,,,,,49.7948016415869,,,,,,,,,,,,,,,,,,,,,,,
1,10000717967,,,,,,23.019801980198,1.60965794768612,12.3397776757828,,,,,,,,,,,,,,,,,,,,,
1,10000717972,,,,,,36.3636363636364,,,,,,,,,,,,,,,,,,,,,,,
1,10000717974,,,,,,74.8129675810474,,,,,,,,,,,,,,,,,,,,,,,
1,10000718028,,,,,,53.6269430051813,,,,85.3288364249578,,,,,,,,,,,,,,,,,,,
1,10000718063,,,,,,70.7070707070707,21.4990138067061,70.9347823607029,,,,,,,,,,,,,,,,,,,,,
1,116-1237621,,,,,,48.641975308642,,,,,,,,,,,,,,,,,44.7090832853531,,,,,,
1,127-2819596,,,,,,130.868167202572,,,,,,,,,,,,,,,,,,,,,,,
1,137-1400739,,,,,,35.5524079320113,,,,30.3030303030303,,,,,,,,,,,,,,,,,,,
1,139-1856165,,,,,,-24.2323796231682,,,,,,,,,,,,,,,,,,,,,,,
1,152-1991437,,,,,,24.1500586166471,,,,,,,,,,,,,,,,,,,,,,,
1,175-2985537,,,,,,24.6887966804979,,,,79.2013311148087,,,,,,,2.03252032520325,,,,,,,,,,,,
1,185-0253247,,,,,,-37.3626373626374,,,,53.1328320802005,,,,,,,,,,,,,,,,,,,
2,20000012946,,,,,,25.2006420545746,,,,78.4615384615385,,,,,,,,,,,,,,,,,,,
2,20000027614,,,,,,35.1089588377724,,,,91.7562724014337,,,,,,,,,,,,,,,,,,,
2,20000048374,,,,,,27.5,,,,32.1948134092347,,,,,,,,,,,,,,,,,,,
2,20000058243,,,,,,33.6528629856851,,,,,,,,,,,,,,,,,,,,,,,
2,20000068840,,,,,,20.9090909090909,,,,,,,,,,,,,,,,,,,,,,,
2,20000074140,,,,,,24.7410115783059,,,,89.7899364924279,,,,,,,,,,,,,,,,,,,
2,20000101671,,,,,,69.488188976378,,,,,,,,,,,,,,,,,,,,,,,
2,20000126553,,,,,,27.1264367816092,,,,,,,,,,,,,,,,,,,,,,,
2,20000139843,,,,,,44.8497854077253,,,,51.4814814814815,,,,,,,,,,,,,,,,,,,
2,20000140018,,,,,,37.9821958456973,,,,,,,,,,,,,,,,,,,,,,,
2,20000150035,,,,,,86.1581920903955,,,,81.9423368740516,,,,,,,,,,,,,,,,,,,
2,20000169653,,,,,,41.8867924528302,,,,,,,,,,,,,,,,,,,,,,,
