agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q016,q023,q031,q047,q048,q053,q054,q055,q056,q061,q062,q065,q070,q071,q072,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
1,10000024533,99.3548387096774,,,,,-54.6805349182764,,,,49.1803278688525,,,,,,,,,,,,,,,,,,,,,,
1,102-0638429,98.2758620689655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,102-0647942,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,104-3721145,97.2222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120-0315363,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120-0749218,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120-0940438,96.2962962962963,,,,,,,,,66.6666666666667,,,,,,,,,,,,,,,,,,,,,,
1,131-1406492,96.0167714884696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,133-0697309,97.1428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,152-1996388,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,154-1943828,97.4045801526718,,,,,-22.5854383358098,,,,,,,,,,,,6.6402378592666,,,,,,,,,,,,,,
1,158-2539277,96.4912280701754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,172-1459489,98.1481481481482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,173-1574511,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,180-0066627,95.2380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,180-0066631,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000037743,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0
2,20000209139,97.6190476190476,,,,,,6.77966101694915,14.2651699756322,,,,,,,,,,,,,,,,,,,,,,,,
2,20000390925,100.0,,,,,,,,,,,,,,,,,4.05405405405405,,,,,,,,,,,,,,
2,20000412135,98.0,,,,,-32.967032967033,8.19672131147541,20.6565076579657,,,,,,,,,,,,,,,,,,,,,,,,
2,20000464536,95.4198473282443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000516855,98.6206896551724,,,,,,3.9647577092511,19.4551324576534,,,,,,,,,,,,,,,,,,,,,,,,46.2555066079295
2,20000539340,95.4545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000662350,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000701736,100.0,,,,,,,,,,,,,,,,,3.2520325203252,,,,,,,,,,,,,,
2,20000713926,95.2830188679245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000763556,98.5507246376812,,,,,,6.875,14.0832975525977,,,,,,,,,,,,,,,,,,,,,,,,
2,20000821120,99.4535519125683,,,,,,7.16981132075472,23.6589466079442,,,,,,,,,,1.16731517509728,,,,,,,,,,,,,,41.8867924528302
2,20000995076,99.438202247191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20001213777,99.5833333333333,,,,,,4.19354838709677,24.5347406848935,,,,,,,,,,,,,,,,,,,,247.0,310.0,79.6774193548387,79.6774193548387,79.6774193548387
2,20001917301,98.1012658227848,,,,,-20.7364341085271,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002239288,95.6140350877193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002333298,100.0,,,,,,6.52173913043478,27.2794907828387,,,,,,,,,,,,,,,,,,,,,,,,
2,20002360904,97.4358974358974,,,,,,8.9171974522293,16.4964749770794,,,,,,,,,,,,,,,,,,,,,,,,
2,20002471239,95.4198473282443,,,,,,,,,,,,,,,,,4.95495495495495,,,,,,,,,,,,,,
2,20002577739,95.7894736842105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002581905,100.0,,,,,,,,,,,,,,,,,1.79775280898876,,,,,,,,,,,,,,
2,20002742153,95.3271028037383,,,,,,6.74846625766871,19.3278600475715,,,,,,,,,,,,,,,,,,,,84.0,163.0,51.5337423312883,51.5337423312883,51.5337423312883
2,20002747279,96.551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002753177,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002868802,96.078431372549,,,,,,82.1428571428571,96.3676466747549,,,,,,,,,,,,,,,,,,,,,,,,
2,20002888592,100.0,,,,,-24.5714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20003033858,96.1038961038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20003101775,100.0,,,,,,,,,,,,,,,,,5.26315789473684,,,,,,,,,,,,,,
2,20003180396,95.3051643192488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20003311387,96.2192816635161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000000077,99.1935483870968,,,,,,,,,30.8900523560209,,,,,,,,2.63157894736842,,,,,,,,,,,,,,
3,30000000193,96.4912280701754,,,,,,,,,,,,,,,,,10.8108108108108,,,,,,,,,,,,,,
3,30000000267,95.4545454545455,,,,,,,,,,,,,,,,,1.86335403726708,,,,,,,,,,,,,,
3,30000000306,95.5555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000000402,97.1428571428571,,,,,,9.23076923076923,43.0003207184092,,,,,,,,,,,,,,,,,,,,,,,,
3,30000000873,95.4022988505747,,,,,,2.91666666666667,16.4207738867272,,,,,,,,,,1.44927536231884,,,,,,,,,,,,,,
3,30000000877,97.029702970297,,,,,,,,,65.7692307692308,,,,,,,,6.25,,,,,,,,,,,,,,
3,30000000893,98.3539094650206,,,,,,,,,52.555910543131,,,,,,,,1.61812297734628,,,,,,,,,,,,,,
3,30000001439,97.5,,,,,,5.88235294117647,10.097910273272,,,,,,,,,,,,,,,,,,,,,,,,27.0588235294118
3,30000001730,100.0,,,,,,,,,,,,,,,,,7.79220779220779,,,,,,,,,,,,,,
3,30000001884,100.0,,,,,,,,,,,,,,,,,18.2203389830508,,,,,,,,,,,,,,
3,30000002469,100.0,,,,,,,,,81.7647058823529,,,,,,,,,,,,,,,,,,,,,,
3,30000002477,97.8723404255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000003326,98.0769230769231,,,,,,4.65116279069767,39.8363305718327,,,,,,,,,,,,,,,,,,,,,,,,
3,30000004049,100.0,,,,,,,,,,,,,,,,,3.44827586206897,,,,,,,,,,,,,,31.6239316239316
3,30000004516,98.0,,,,,,4.54545454545455,20.562874251497,,,,,,,,,,,,,,,,,,,,,,,,
3,30000004626,96.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.5859872611465
3,30000005599,97.9591836734694,,,,,,,,,,,,,,,,,5.73476702508961,,,,,,,,,,,,,,
3,30000005713,100.0,,,,,,,,,,,,,,,,,1.25,,,,,,,,,,,,,,
3,30000005749,98.3333333333333,,,,,,1.37931034482759,34.9438793405822,,62.7586206896552,,,,,,,,,,,,,,,,,,,,,,
3,30000005810,98.4615384615385,,,,,,6.93069306930693,25.0394166338195,,,,,,,,,,,,,,,,,,,,,,,,31.6831683168317
3,30000005885,95.5357142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000006091,95.4022988505747,,,,,,,,,,,,,,,,,3.00546448087432,,,,,,,,,,,,,,
3,30000007614,98.804780876494,,,,,-23.6046511627907,,,,84.0182648401826,,,,,,,,,,,,,,,,,,,,,,
3,30000008083,96.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000008250,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000008537,96.969696969697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.9380530973451
3,30000009066,98.2758620689655,,,,,,2.36220472440945,31.4378554021121,,,,,,,,,,4.83870967741935,,,,,,,,,,,,,,
3,30000009521,95.8333333333333,,,,,,,,,73.8095238095238,,,,,,,,1.85185185185185,,,,,,,,,,,,,,39.2857142857143
3,30000009533,97.0588235294118,,,,,,,,,50.7692307692308,,,,,,,,4.76190476190476,,,,,,,,,,,,,,
3,30000009658,100.0,,,,,,,,,,,,,,,,,7.14285714285714,,,,,,,,,,,,,,
3,30000010073,96.6292134831461,,,,,,5.58659217877095,51.8270775522126,,,,,,,,,,1.21951219512195,,,,,,,,,,,,,,21.7877094972067
3,30000010163,100.0,,,,,,,,,,,,,,,,,1.36986301369863,,,,,,,,,,,,,,
3,30000010198,96.2962962962963,,,,,,,,,33.3333333333333,,,,,,,,,,,,,,,,,,,,,,
3,30000010363,100.0,,,,,,,,,,,,,,,,,1.87667560321716,,,,,,,,,,,,,,
3,30000010888,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011225,98.1481481481482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011256,97.0588235294118,,,,,,,,,,,,,,,,,5.12820512820513,,,,,,,,,,,,,,
3,30000011290,98.3870967741936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011306,96.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011338,97.9274611398964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011507,96.0674157303371,,,,,,,,,57.7319587628866,,,,,,,,5.43478260869565,,,,,,,,,,,,,,
3,30000011674,95.3488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011734,97.1751412429379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011772,96.5909090909091,,,,,,,,,91.8367346938776,,,,,,,,,,,,,,,,,,,,,,
3,30000012267,96.0526315789474,,,,,,,,,,,,,,,,,5.69395017793594,,,,,,,,,,,,,,
3,30000012291,97.9166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000012554,95.1219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000012706,96.551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000013028,100.0,,,,,,4.71698113207547,11.0077826144308,,,,,,,,,,,,,,,,,,,,,,,,29.2452830188679
3,30000013202,99.2700729927007,,,,,,,,,,,,,,,,,3.6144578313253,,,,,,,,,,,,,,
3,30000013264,97.8021978021978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000014382,96.078431372549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000014580,97.4522292993631,,,,,-23.7951807228916,,,,50.7905138339921,,,,,,,,6.02409638554217,,,,,,,,,,,,,,21.9367588932806
3,30000014769,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000015046,96.6666666666667,,,,,,,,,31.6037735849057,,,,,,,,1.46341463414634,,,,,,,,,,,,,,
3,30000015111,100.0,,,,,,,,,80.5825242718447,,,,,,,,8.7378640776699,,,,,,,,,,,,,,
3,30000015804,96.969696969697,,,,,,,,,,,,,,,,,4.42477876106195,,,,,,,,,,,,,,
3,30000015934,100.0,,,,,,,,,81.25,,,,,,,,9.83606557377049,,,,,,,,,,,,,,
3,30000016288,95.8333333333333,,,,,,3.16455696202532,17.1000340638129,,,,,,,,,,6.41025641025641,,,,,,,,,,,,,,
3,30000016539,98.0769230769231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000016743,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000016825,97.9591836734694,,,,,,,,,73.5849056603774,,,,,,,,26.7515923566879,,,,,,,,,,,,,,
3,30000017142,96.2962962962963,,,,,,3.7037037037037,24.3315000948227,,40.7407407407407,,,,,,,,,,,,,,,,,,,,,,
3,30000017327,96.3636363636364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000017676,95.1807228915663,,,,,,2.06896551724138,18.0495163723489,,,,,,,,,,5.92592592592593,,,,,,,,,,,,,,
3,30000017711,98.4848484848485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8041237113402
3,30000017917,100.0,,,,,,5.08474576271187,30.5876827335173,,,,,,,,,,,,,,,,,,,,,,,,
3,30000017937,96.1904761904762,,,,,,1.3840830449827,15.2559739451824,,78.5467128027682,,,,,,,,1.06382978723404,,,,,,,,,,,,,,
3,30000018143,97.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000018171,95.7746478873239,,,,,,,,,,,,,,,,,1.51515151515152,,,,,,,,,,,,,,
3,30000018592,96.1538461538462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0
3,30000018609,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.4623655913978
3,30000018869,100.0,,,,,,,,,,,,,,,,,1.00502512562814,,,,,,,,,,,,,,47.2906403940887
3,30000018900,96.9387755102041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.3233532934132
3,30000018958,97.0588235294118,,,,,,5.06329113924051,19.6939935904063,,,,,,,,,,1.33333333333333,,,,,,,,,,,,,,
3,30000019252,97.0149253731343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.7448559670782
3,30000019681,98.9690721649485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000019762,95.1060358890702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000019850,98.5294117647059,,,,,,17.1779141104294,33.7596686765333,,,,,,,,,,,,,,,,,,,,,,,,
3,30000020161,95.0199203187251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000020827,97.4358974358974,,,,,,,,,,,,,,,,,2.94117647058824,,,,,,,,,,,,,,
3,30000021220,100.0,,,,,,,,,,,,,,,,,70.8333333333333,,,,,,,,,,30.0,48.0,62.5,62.5,62.5
3,30000021468,100.0,,,,,,45.4545454545455,79.5047539442065,,,,,,,,,,,,,,,,,,,,,,,,40.0
3,30000021495,97.5903614457831,,,,,,4.18410041841004,19.0482056335715,,,,,,,,,,1.71673819742489,,,,,,,,,,,,,,
3,30000021704,97.2727272727273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000022015,96.7032967032967,,,,,,2.99145299145299,22.2742759795571,,55.982905982906,,,,,,,,,,,,,,,,,,,,,,
3,30000022089,95.3488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000022257,98.3606557377049,,,,,,1.38888888888889,19.8167396061269,,82.4074074074074,,,,,,,,10.7476635514019,,,,,,,,,,,,,,
3,30000022728,100.0,,,,,,1.38888888888889,11.5085788280997,,,,,,,,,,,,,,,,,,,,37.0,72.0,51.3888888888889,,50.0
3,30000023556,95.6521739130435,,,,,,87.3417721518987,99.0684846313484,,,,,,,,,,,,,,,,,,,,,,,,
3,30000024920,100.0,,,,,,21.1538461538462,26.8027318932656,,,,,,,,,,,,,,,,,,,,,,,,
3,30000025267,95.8333333333333,,,,,,1.41843971631206,10.4584649534705,,,,,,,,,,2.96296296296296,,,,,,,,,,,,,,
3,30000025645,97.4358974358974,,,,,,,,,,,,,,,,,2.35294117647059,,,,,,,,,,,,,,22.9885057471264
3,30000025795,97.0149253731343,,,,,,,,,,,,,,,,,1.51515151515152,,,,,,,,,,,,,,21.1822660098522
3,30000025796,97.2602739726027,,,,,,,,,,,,,,,,,1.02389078498294,,,,,,,,,,,,,,
3,30000025804,98.876404494382,,,,,,2.24358974358974,12.0984182776801,,,,,,,,,,1.96078431372549,,,,,,,,,,,,,,23.3974358974359
3,30000026283,100.0,,,,,,2.85714285714286,25.5669610885653,,,,,,,,,,,,,,,,,,,,46.0,70.0,65.7142857142857,65.7142857142857,65.7142857142857
3,30000026359,98.5507246376812,,,,,,10.1449275362319,39.1904369743705,,,,,,,,,,5.14705882352941,,,,,,,,,,,,,,30.4347826086957
3,30000026516,96.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000026651,96.969696969697,,,,,,,,,,,,,,,,,1.8348623853211,,,,,,,,,,,,,,23.6363636363636
3,30000026955,96.3636363636364,,,,,-62.5212947189097,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027119,95.1612903225807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027163,97.9591836734694,,,,,,,,,,,,,,,,,3.30578512396694,,,,,,,,,,,,,,37.007874015748
3,30000027205,95.4545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027209,98.4375,,,,,,2.56410256410256,13.2506145382184,,,,,,,,,,,,,,,,,,,,113.0,195.0,57.948717948718,57.948717948718,57.948717948718
3,30000027293,95.6140350877193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027367,98.5074626865672,,,,,,,,,,,,,,,,,1.53846153846154,,,,,,,,,,,,,,29.1044776119403
3,30000027381,95.2702702702703,,,,,,,,,,,,,,,,,3.63036303630363,,,,,,,,,,,,,,
3,30000027385,96.4285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027574,97.1023824855119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000028038,95.8095238095238,,,,,22.4468085106383,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000028531,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000028612,96.4285714285714,,,,,-26.5654648956357,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000028938,97.2222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000029816,96.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000029952,100.0,,,,,,14.0,38.8109614491407,,,,,,,,,,,,,,,,,,,,,,,,
3,30000030219,96.4912280701754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000032092,98.5294117647059,,,,,,,,,68.0,,,,,,,,2.09424083769634,,,,,,,,,,,,,,
3,30000033219,95.8677685950413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000033306,99.3788819875776,,,,,,13.6942675159236,32.9735646653166,,,,,,,,,,,,,,,,,,,,,,,,
3,30000033405,97.4358974358974,,,,,,21.875,38.4230030194894,,,,,,,,,,,,,,,,,,,,,,,,34.375
3,30000033492,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,38.0,60.5263157894737,60.5263157894737,60.5263157894737
3,30000034038,97.1428571428571,,,,,,21.9512195121951,38.4671223761418,,,,,,,,,,,,,,,,,,,,,,,,36.5853658536585
3,30000034119,100.0,,,,,,5.30973451327434,28.3070172728115,,,,,,,,,,,,,,,,,,,,,,,,29.2035398230088
3,30000034138,97.0588235294118,,,,,,,,,,,,,,,,,1.15606936416185,,,,,,,,,,,,,,
3,30000034172,100.0,,,,,,20.3703703703704,30.6003683241252,,,,,,,,,,,,,,,,,,,,,,,,22.2222222222222
3,30000034192,95.4545454545455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034222,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,78.0,53.8461538461538,53.8461538461538,53.8461538461538
3,30000034229,96.7741935483871,,,,,,,,,,,,,,,,,3.19148936170213,,,,,,,,,,,,,,
3,30000034391,96.551724137931,,,,,,8.49056603773585,39.5899803136243,,,,,,,,,,,,,,,,,,,,,,,,26.4150943396226
3,30000034445,95.4838709677419,,,,,,,,,,,,,,,,,3.02013422818792,,,,,,,,,,,,,,
3,30000034639,97.2972972972973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.2962962962963
3,30000034812,100.0,,,,,,4.0,13.4787787599524,,,,,,,,,,1.36986301369863,,,,,,,,,,,,,,24.0
3,30000034881,95.3846153846154,,,,,,0.75187969924812,14.3707657565182,,,,,,,,,,2.5,,,,,,,,,,,,,,
3,30000034934,100.0,,,,,,5.17241379310345,10.5769230769231,,43.1034482758621,,,,,,,,,,,,,,,,,,,,,,
3,30000034946,96.6101694915254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034983,95.3125,,,,,,4.83870967741935,15.3517355031414,,48.3870967741936,,,,,,,,,,,,,,,,,,,,,,
3,30000034986,100.0,,,,,,5.71428571428571,31.5323485191991,,,,,,,,,,,,,,,,,,,,156.0,175.0,89.1428571428571,83.4285714285714,83.4285714285714
3,30000034997,100.0,,,,,,8.19672131147541,19.5116610095259,,,,,,,,,,3.33333333333333,,,,,,,,,,,,,,22.9508196721311
3,30000035031,100.0,,,,,,6.0,33.3627927529828,,,,,,,,,,,,,,,,,,,,36.0,50.0,72.0,72.0,72.0
3,30000035036,100.0,,,,,,,,,,,,,,,,,1.03092783505155,,,,,,,,,,56.0,99.0,56.5656565656566,56.5656565656566,56.5656565656566
3,30000035077,100.0,,,,,-91.0557184750733,,,,,,,,,,,,,,,,,,,,,,,,,,36.0655737704918
3,30000035139,96.8962172647915,,,,,-33.1011880376895,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035236,100.0,,,,,,6.0,26.2201715809963,,,,,,,,,,,,,,,,,,,,75.0,100.0,75.0,75.0,75.0
3,30000035251,100.0,,,,,,1.21951219512195,14.9375339489408,,,,,,,,,,,,,,,,,,,,,,,,31.7073170731707
3,30000035258,96.875,,,,,,,,,,,,,,,,,7.14285714285714,,,,,,,,,,,,,,
3,30000035259,97.7777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035465,97.0588235294118,,,,,,,,,64.3939393939394,,,,,,,,3.87596899224806,,,,,,,,,,,,,,
3,30000035497,98.4848484848485,,,,,,10.752688172043,20.3859744495787,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035545,96.4285714285714,,,,,,5.45454545454545,20.2985074626866,,,,,,,,,,3.77358490566038,,,,,,,,,,,,,,
3,30000035561,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035586,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,37.0,64.8648648648649,64.8648648648649,64.8648648648649
3,30000050028,95.2941176470588,,,,,,,,,,,,,,,,,1.13636363636364,,,,,,,,,,,,,,
