agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q023,q031,q047,q048,q053,q055,q056,q061,q063,q065,q070,q071,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
1,10000016560,99.7226074895978,,,,,,,,,,,,,,,93.1849791376912,,,,,,,,,,,,,
7,72083200001,98.4126984126984,,,,,,,,,,,,,,,11.6279069767442,,,,,,,,,,,,,
1,10000024332,98.5507246376812,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.632183908046
1,175-3011794,97.8260869565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034986,100.0,,,,,,15.8730158730159,56.899526857779,,,,,,,,,,,,,,,,,47.0,63.0,74.6031746031746,74.6031746031746,74.6031746031746
5,50000008169,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002333298,100.0,,,,,,11.1111111111111,30.4851867754401,,,,,,,,,,,,,,,,,,,,,
2,20000499453,95.8333333333333,,,,,,,,44.4444444444444,,,,,,,1.19760479041916,,,,,,,,,,,,,
1,10000004166,98.8023952095808,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000016993,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000018195,97.6190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000018609,98.0,,,,,,1.5,26.7629135229251,,,,,,,,2.04081632653061,,,,,,,,,118.0,199.0,59.2964824120603,58.2914572864322,57.7889447236181
3,30000030219,95.9183673469388,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,70043018676,95.2380952380952,,,,,,,,,,,,,,,1.73697270471464,,,,,,,,,,,,,
2,20003369016,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,73444109999,97.1576227390181,,,,,-28.6118980169972,,,,,,,,,,,,,,,,,,,,,,,
3,30000030744,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000030121,95.6521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,759-3200377,98.4227129337539,,,,,,,,,,,,,8.64553314121038,,80.4034582132565,,,,,,,,,,,,,
1,10000014301,95.2380952380952,,,,,,,,65.6488549618321,,,,,,,,,,,,,,,,,,,,
3,30000035445,97.2972972972973,,,,,,12.1212121212121,44.2570151777447,,,,,,,,,,,,,,,,,41.0,66.0,62.1212121212121,62.1212121212121,62.1212121212121
3,30000057057,100.0,,,,,,3.125,35.1357466063348,,,,,,,,,,,,,,,,,71.0,96.0,73.9583333333333,73.9583333333333,73.9583333333333
5,50000024673,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000025796,96.4705882352941,,,,,,,,,,,,,,,1.06007067137809,,,,,,,,,,,,,
3,30000005702,95.4225352112676,,,,,,,,61.5296147211041,,,,,,,7.63313609467456,,,,,,,,,,,,,
7,720-5609181,97.1428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000006527,100.0,,,,,,,,,,,,,,,3.18471337579618,,,,,,,,,,,,,
1,10000011583,96.1038961038961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058014,96.7741935483871,,,,,,10.5263157894737,29.002541296061,,,,,,,,2.77777777777778,,,,,,,,,,,,,42.1052631578947
3,30000027209,99.0654205607477,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.2954545454545
5,50000067508,98.6111111111111,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000024468,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000057162,98.7951807228916,,,,,,,,,,,,,,,2.7027027027027,,,,,,,,,,,,,
3,30000058175,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,70660598781,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000022358,100.0,,,,,,,,,,,,,,,1.04166666666667,,,,,,,,,,,,,
2,20002471239,99.4318181818182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000015895,97.2222222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007064,98.1132075471698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000008023,100.0,,,,,,1.31578947368421,20.6208053691275,48.3552631578947,,,,,,,6.02006688963211,,,,,,,,,,,,,
7,72439300004,96.6126656848306,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7965653896962
7,71382500001,100.0,,,,,-37.6602564102564,,,,,,,,,,,,,,,,,,,,,,,
7,723-2711801,100.0,,,,,,,,,,,,,,,2.08333333333333,,,,,,,,,,,,,
3,30000032348,95.7446808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000020161,98.9733059548255,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058208,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,120-0315363,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000018427,100.0,,,,,,2.56410256410256,16.08125,,,,,,,,,,,,,,,,,61.0,117.0,52.1367521367521,52.1367521367521,52.1367521367521
1,10000023681,98.9690721649485,,,,,27.7246653919694,,,,,,,,,,,,,,,,,,,,,,,
3,30000034578,96.0,,,,,,1.76991150442478,23.244588581341,,,,,,,,,,,,,,,,,62.0,113.0,54.8672566371681,54.8672566371681,54.8672566371681
5,50000067696,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035036,97.8723404255319,,,,,,2.7027027027027,26.5516785036834,,,,,,,,2.80373831775701,,,,,,,,,62.0,111.0,55.8558558558559,54.954954954955,54.954954954955
3,30000009055,96.4705882352941,,,,,,3.125,30.6955496610669,,,,,,,,4.16666666666667,,,,,,,,,,,,,46.09375
3,30000011306,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77516400009,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000021455,95.1219512195122,,,,,,,,,,,,,,,4.41176470588235,,,,,,,,,,,,,
3,30000015608,96.7213114754098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034601,95.3846153846154,,,,,,1.38888888888889,14.9727078007324,,,,,,,,3.57142857142857,,,,,,,,,,,,,
5,50000060125,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058121,95.6521739130435,,,,,,,,,,,,,,,,,,,,,,,,75.0,89.0,84.2696629213483,84.2696629213483,84.2696629213483
5,50000067465,100.0,,,,,,,,,,,,3.4965034965035,,,5.07246376811594,,,,,,,,,,,,,
3,30000032974,95.5882352941177,,,,,57.9365079365079,,,,,,,,,,2.37467018469657,,,,,,,,,,,,,
5,50000005724,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000025679,96.1165048543689,,,,,,5.42635658914729,33.7952210368854,,,,,,,,1.61290322580645,,,,,,,,,,,,,
1,10000022236,97.2222222222222,,,,,,12.9032258064516,32.8719563003426,,,,,,,,,,,,,,,,,33.0,62.0,53.2258064516129,,48.3870967741936
5,50000002073,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000003953,96.7741935483871,,,,,,,,,,,,,,,6.12244897959184,,,,,,,,,,,,,
1,10000016567,100.0,,,,,,,,,,,,,,,1.5748031496063,,,,,,,,,,,,,
3,30000013028,97.1428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000001067,98.0392156862745,,,,,,,,,,,,,,,1.38888888888889,,,,,,,,,,,,,28.7671232876712
5,50000067535,95.1754385964912,,,,,,,,,,,,,,,2.34192037470726,,,,,,,,,,,,,
7,77151500007,98.780487804878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000015934,100.0,,,,,,,,80.2564102564103,,,,,,,18.2051282051282,,,,,,,,,,,,,
7,75556209999,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,339-2001010,99.0338164251208,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000003571,96.4285714285714,,,,,,12.0689655172414,44.2241137405294,,,,,,,,,,,,,,,,,,,,,
2,20000247140,97.8723404255319,,,,,,1.93548387096774,22.4123539232053,,,,,,,,,,,,,,,,,,,,,
7,77589100003,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011151,96.4285714285714,,,,,,7.20720720720721,32.1428571428571,40.5405405405405,,,,,,,10.7843137254902,,,,,,,,,,,,,21.6216216216216
7,71342600002,100.0,,,,,,,,,,,,,,,1.7774343122102,,,,,,,,,,,,,
3,30000024920,100.0,,,,,,3.84615384615385,11.5930856583746,,,,,,,,,,,,,,,,,,,,,
7,77443500002,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,752-1815063,100.0,,,,,86.9475847893114,,,,,,,,,,,,,,,,,,,,,,,
2,20003120646,98.2532751091703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000014007,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000344816,95.2380952380952,,,,,,,,68.0851063829787,,,,,,,,,,,,,,,,,,,,
5,50000022280,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034255,100.0,,,,,,3.27868852459016,15.8856878398704,,,,,,,,,,,,,,,,,41.0,61.0,67.2131147540984,67.2131147540984,67.2131147540984
3,30000032511,96.2962962962963,,,,,,,,,,,,,,,2.56410256410256,,,,,,,,,,,,,
1,133-0875305,96.5384615384615,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000011025,97.9661016949153,,,,,,,,,,,,,,,1.04712041884817,,,,,,,,,,,,,
3,30000010730,100.0,,,,,,,,78.125,,,,,,,4.6875,,,,,,,,,,,,,
3,30000035048,98.1818181818182,,,,,,,,,,,,,,,1.51515151515152,,,,,,,,,,,,,28.3582089552239
3,30000016308,100.0,,,,,,1.17647058823529,10.9176208651399,,,,,,,,,,,,,,,,,105.0,170.0,61.7647058823529,61.7647058823529,61.7647058823529
5,50000068479,98.2658959537572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000060605,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77855000003,97.3640856672158,,,,,,,,,,,,,,,2.11652253072371,,,,,,,,,,,,,
1,120-2070075,97.4358974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000013413,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000017470,98.7654320987654,,,,,,11.4503816793893,46.2760554223721,,,,,,,,,,,,,,,,,,,,,
7,720-3846313,98.1132075471698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000749635,97.770154373928,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77310100001,95.1530612244898,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000006359,97.1428571428571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000057825,100.0,,,,,,2.27272727272727,10.1554566049527,,,,,,,,,,,,,,,,,,,,,27.2727272727273
5,50000067669,100.0,,,,,,,,,,,,,,,7.38255033557047,,,,,,,,,,,,,
7,71206000003,97.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000019716,96.1538461538462,,,,,,,,36.7647058823529,,,,,,,,,,,,,,,,,,,,
5,50000006053,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000017174,95.5555555555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035561,98.3050847457627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000010320,97.9695431472081,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000023919,100.0,,,,,,3.44827586206897,15.0134866914347,,,,,,,,,,,,,,,,,,,,,42.5287356321839
7,74263509992,95.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000000873,97.0149253731343,,,,,,,,,,,,,,,2.68817204301075,,,,,,,,,,,,,
7,71308500004,100.0,,,,,,,,35.8333333333333,,,,,,,,,,,,,,,,,,,,
4,40000000644,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000057651,97.8260869565217,,,,,,1.78571428571429,14.8598010078822,,,,,,,,9.09090909090909,,,,,,,,,,,,,32.1428571428571
3,30000004945,96.5116279069768,,,,,,,,79.0419161676647,,,,,,,19.1358024691358,,,,,,,,,,,,,
3,30000057733,98.7951807228916,,,,,,,,35.3846153846154,,,,,,,,,,,,,,,,,,,,29.2307692307692
5,50000068511,96.4285714285714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000026403,95.045045045045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,711-3714032,99.505766062603,,,,,,,,,,,,,,,1.0226216299969,,,,,,,,,,,,,
2,20002360904,95.3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000009658,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,761-1402063,95.6521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000292524,96.6386554621849,,,,,,,,33.9901477832512,,,,,,,1.05263157894737,,,,,,,,,,,,,
7,725-1629231,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035251,96.4539007092199,,,,,,,,,,,,,,,4.54545454545455,,,,,,,,,,,,,31.219512195122
4,40000001904,98.3050847457627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,788-0430482,100.0,,,,,-66.9746886299719,,,,,,,,,,3.3860502838605,,,,,,,,,,,,,
7,795-4399912,100.0,,,,,,,,,,,,,,,3.6231884057971,,,,,,,,,,,,,
7,788-0447412,100.0,,,,,,,,,,,,,,,2.5062656641604,,,,,,,,,,,,,
2,20002239288,98.1927710843374,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000011236,95.5357142857143,,,,,,,,60.0436681222707,,,,,,,,,,,,,,,,,,,,
3,30000035379,100.0,,,,,,,,,,,,,,,,,,,,,,,,81.0,107.0,75.7009345794392,75.7009345794392,75.7009345794392
7,77464100001,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000017374,97.4358974358974,,,,,,,,,,,,,,,2.89855072463768,,,,,,,,,,,,,28.169014084507
1,10000023445,95.2662721893491,,,,,,,,,,,,,,,1.27659574468085,,,,,,,,,,,,,
7,77166300005,96.9907407407407,,,,,,,,,,,,,,,,,,,,,,,,325.0,490.0,66.3265306122449,,
7,77815400004,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000027367,96.2264150943396,,,,,,,,,,,,,,,1.16279069767442,,,,,,,,,,,,,
1,10000023708,100.0,,,,,,,,,,,,,,,8.16326530612245,,,,,,,,,,,,,38.7755102040816
7,791-2093043,100.0,,,,,-24.8829039812646,,,,,,,,,,,,,,,,,,,,,,,
7,71939500007,100.0,,,,,,,,,,,,,9.48616600790514,,95.6521739130435,,,,,,,,,,,,,
3,30000012611,96.4285714285714,,,,,37.9188712522046,,,36.8286445012788,,,,,,,1.17955439056356,,,,,,,,,,,,,
5,50000009607,98.1818181818182,,,,,,,,46.2555066079295,,,,,,,,,,,,,,,,,,,,
3,30000008250,100.0,,,,,,,,,,,,,,,3.76569037656904,,,,,,,,,,,,,
7,72268900017,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000020349,100.0,,,,,,,,,,,,,,,1.72413793103448,,,,,,,,,43.0,58.0,74.1379310344828,74.1379310344828,74.1379310344828
7,720-4854014,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,743-1922769,95.3389830508475,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,72070100003,100.0,,,,,49.3438320209974,,,,,,,,,,,,,,,,,,,,,,,
5,50000060137,98.0861244019139,,,,,,,,77.6214833759591,,,,,,,,,,,,,,,,,,,,
7,71358400004,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035031,100.0,,,,,,,,43.9252336448598,,,,,,,,,,,,,,,,,,,,43.9252336448598
7,77788600009,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,722-3665409,100.0,,,,,361.068702290076,,,,,,,,,,,,,,,,,,,,,,,
3,30000019861,96.7391304347826,,,,,,5.35714285714286,20.3333701291533,76.7857142857143,,,,,,,3.08641975308642,,,,,,,,,,,,,
3,30000009155,99.4791666666667,,,,,,,,68.6153846153846,,,,,,,,,,,,,,,,,,,,
2,20000436823,95.7446808510638,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000006912,96.551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,73833709994,99.597423510467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068505,95.3703703703704,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000066638,98.9583333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000057172,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000001884,97.2972972972973,,,,,,,,,,,,,,,3.7593984962406,,,,,,,,,,,,,
4,40731488041,97.1830985915493,,,,,-76.056338028169,,,,,,,,,,,,,,,,,,,,,,,
3,30000057336,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,758-2300731,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20000693224,95.6521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,71801100004,100.0,,,,,20.6239168110919,,,,,,,,,,,,,,,,,,,,,,,
4,40000008186,95.9001782531194,,,,,,3.68956743002544,11.0521080142524,,,,,,,,,,,,,,,,,,,,,
7,766-0563608,100.0,,,,,,,,,,,,,,,7.62331838565022,,,,,,,,,,,,,
1,10000003724,95.8333333333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000005275,100.0,,,,,,,,,,,,,,,8.69565217391304,,,,,,,,,,,,,
5,50000066424,98.1132075471698,,,,,,,,35.632183908046,,,,,,,,,,,,,,,,,,,,
5,50000067494,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77734800004,97.3041709053917,,,,,,,,,,,,,,,1.35249366018597,,,,,,,,,,,,,
3,30000057430,97.5609756097561,,,,,,2.56410256410256,12.2882096069869,,,,,,,,,,,,,,,,,72.0,78.0,92.3076923076923,92.3076923076923,92.3076923076923
1,10000002503,100.0,,,,,,,,63.1578947368421,,,,,,,,,,,,,,,,,,,,
4,40000004812,96.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77408800004,98.4375,,,,,-21.7647058823529,,,,,,,,,,,,,,,,,,,,,,,
7,77249900007,97.4137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,72092600007,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000000877,95.3125,,,,,,,,76.1160714285714,,,,,,,15.2619589977221,,,,,,,,,,,,,
3,30000058250,95.4545454545455,,,,,,,,75.2475247524752,,,,,,,,,,,,,,,,,,,,21.0
5,50000009247,100.0,,,,,,,,64.4628099173554,,,,,,,,,,,,,,,,,,,,
2,20001917301,98.7878787878788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000005547,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000003786,97.5609756097561,,,,,,,,37.8048780487805,,,,,,,,,,,,,,,,,,,,
5,50000020496,97.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000011520,96.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,713-3654244,100.0,,,,,31.3664596273292,,,,,,,,,,,,,,,,,,,,,,,
2,20000821120,99.2805755395683,,,,,,7.44186046511628,24.8485887327163,,,,,,,,,,,,,,,,,,,,,33.4883720930233
5,50000060249,100.0,,,,,,,,,,,,,,,2.54777070063694,,,,,,,,,,,,,
4,40000001292,96.7741935483871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000010623,95.1219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25
3,30000058245,97.5609756097561,,,,,,,,57.3333333333333,,,,,,,,,,,,,,,,,,,,44.0
3,30000058166,100.0,,,,,,11.7117117117117,26.6796074625256,,,,,,,,1.86915887850467,,,,,,,,,,,,,34.2342342342342
7,71064300005,98.8142292490119,,,,,60.4210526315789,,,,,,,,,,,,,,,,,,,665.0,761.0,87.3850197109067,60.5781865965834,60.4467805519054
1,10000024625,97.5,,,,,,,,,,,,,,,,,,,,,,,,53.0,83.0,63.855421686747,62.6506024096386,62.6506024096386
7,70330735318,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77196200009,98.5365853658537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,738-3138688,100.0,,,,,-24.5349867139061,,,,,,,,,,,,,,,,,,,,,,,
5,50000000926,97.7653631284916,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10000024357,100.0,,,,,,4.22535211267606,10.7318533726849,,,,,,,,19.7183098591549,,,,,,,,,,,,,25.3521126760563
4,40000028612,98.0392156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000064084,100.0,,,,,,2.64900662251656,19.7940600799932,,,,,,,,,,,,,,,,,111.0,151.0,73.5099337748344,57.6158940397351,57.6158940397351
1,10000014680,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000035530,100.0,,,,,,1.85185185185185,18.7792760823279,,,,,,,,,,,,,,,,,,,,,
3,30000057650,97.4358974358974,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.4545454545455
3,30000035076,97.5,,,,,,1.36986301369863,12.5273414197654,,,,,,,,1.38888888888889,,,,,,,,,,,,,
5,50000013345,97.3913043478261,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,759-6059413,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5
2,20000919241,100.0,,,,,,,,,,,,,,,7.54716981132075,,,,,,,,,,,,,30.3571428571429
1,10000023545,97.7272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7096774193548
3,30000058040,100.0,,,,,,,,,,,,,,,11.1111111111111,,,,,,,,,,,,,
3,30000009517,100.0,,,,,,,,40.4624277456647,,,,,,,,,,,,,,,,,,,,
7,74725909994,99.8384491114701,,,,,,,,,,,,,,,2.66836086404066,,,,,,,,,,,,,
3,30000034934,98.2758620689655,,,,,,,,32.5842696629214,,,,,,,,,,,,,,,,,,,,
3,30000034454,95.1388888888889,,,,,,2.54237288135593,20.4984020389174,,,,,,,,,,,,,,,,,,,,,25.0
2,20000781028,100.0,,,,,,,,67.5496688741722,,,,,,,,,,,,,,,,,,,,
4,40000017970,95.2380952380952,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000014410,100.0,,,,,,4.0983606557377,20.8317436093094,,,,,,,,,,,,,,,,,,,,,
4,40000016742,95.8477508650519,,,,,22.7571115973742,,,,,,,,,,,,,,,,,,,,,,,
3,30000027409,97.7777777777778,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000017711,96.0,,,,,,,,,,,,,,,1.8348623853211,,,,,,,,,,,,,
3,30000057684,96.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,71818200008,99.4152046783626,,,,,-82.6923076923077,,,,,,,,,,,,,,,,,,,,,,,
7,77792200005,100.0,,,,,,,,,,,,,,,2.99625468164794,,,,,,,,,,,,,
3,30000027574,95.3690303907381,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000062026,96.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77440000009,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000024748,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,77020900006,97.8260869565217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000058228,95.7446808510638,,,,,,17.4603174603175,41.5727088753975,,,,,,,,,,,,,,,,,38.0,63.0,60.3174603174603,60.3174603174603,60.3174603174603
3,30000022257,100.0,,,,,,,,74.0412979351032,,,,,,,14.2011834319527,,,,,,,,,,,,,
3,30000011466,100.0,,,,,,,,85.0649350649351,,,,,,,7.79220779220779,,,,,,,,,,,,,
3,30000057256,95.3488372093023,,,,,,,,,,,,,,,,,,,,,,,,91.0,152.0,59.8684210526316,59.8684210526316,59.8684210526316
3,30000050028,98.4615384615385,,,,,,2.71739130434783,13.9455376664679,,,,,,,,,,,,,,,,,,,,,
3,30000021468,100.0,,,,,,51.1627906976744,76.5117396931041,,,,,,,,,,,,,,,,,,,,,25.5813953488372
7,77499400000,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068021,97.6190476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,40000002692,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000064970,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,20002508126,95.7446808510638,,,,,,,,,,,,,,,3.03030303030303,,,,,,,,,,,,,
