year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q064,arid
2009,7,,3.0,1.0,1.0,,,,,,,,,,,152.0,,,,,,,,,71146500007
2009,3,,4.0,2.0,,,,3.0,,2.0,,,,,,3.0,,,,,,,,,30000020152
2009,7,,62.0,13.0,10.0,,,,,,,,,2.0,,78.0,,,,,,,,,722-3157857
2009,3,,2.0,,,,,,,,,1.0,,,,31.0,,,,,1.0,,,,30000013000
2009,5,,1.0,,,,,,,2.0,,,,,,38.0,,,,,,,,,50000068458
2009,1,,3.0,2.0,,,,2.0,,,,,2.0,1.0,,9.0,,,,,,,,,10000015748
2009,4,,21.0,1.0,,,,9.0,,23.0,,,3.0,2.0,,1174.0,,,,,,,,,40000008109
2009,1,,19.0,5.0,28.0,,,,,21.0,,,,1.0,,145.0,,,,,,,,,111-3324993
2009,2,,5.0,3.0,,,,,,,,,,,,9.0,,,,,,,,,20000976226
2009,7,,1.0,,29.0,,,,167.0,,,,,,,866.0,,,,,,,,,754-2161565
2009,1,,2.0,,,,,6.0,,2.0,,,25.0,,,91.0,,,,,6.0,5.0,,,10000014008
2009,7,,10.0,1.0,2.0,,,,,,,,,1.0,,,,,,,,,,,722-2812732
2009,2,,1.0,,,,,5.0,13.0,3.0,2.0,,,,4.0,63.0,,,,,4.0,1.0,,,20000790721
2009,3,,8.0,,,,,1.0,,,,,1.0,1.0,,12.0,,,,,,,,,30000017751
2009,7,,1.0,,,,,,,,,,,,1.0,135.0,,,,,,,,,720-2470783
2009,3,,278.0,14.0,,,,61.0,,2.0,,19.0,47.0,9.0,,165.0,,,,,,,,,30000028892
2009,3,,1.0,,,,,1.0,,,,,,,,28.0,,,,,,,,,30000027413
2009,3,,6.0,3.0,,,,,,,,,,1.0,,4.0,,,,,,,,,30000035430
2009,3,,1.0,1.0,,,,2.0,,,,,,,,15.0,,,,,,,,,30000033875
2009,3,,10.0,1.0,,,,12.0,,1.0,,17.0,11.0,5.0,,75.0,,,,,,,,,30000023621
2009,7,,21.0,2.0,1.0,,,,,,,,,2.0,1.0,609.0,,,,,,,,,704-2992161
2009,1,,1.0,,,,,8.0,,5.0,2.0,1.0,10.0,2.0,2.0,4.0,8.0,,,1.0,10.0,1.0,,,10000002413
2009,7,,1.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,726-1234082
2009,3,,1.0,,,,,14.0,,2.0,,,16.0,,,5.0,,,,,,,,,30000034038
2009,4,,5.0,1.0,,,,35.0,,9.0,,,129.0,,,28.0,,,,,,,,,40000005138
2009,3,,165.0,6.0,,,,17.0,,2.0,,,1.0,4.0,,21.0,,,,,,,,,30000016026
2009,3,,3.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,30000017443
2009,2,,5.0,2.0,,,,,1.0,1.0,,,,1.0,,31.0,,,,,,,,,20000679826
2009,7,,4.0,,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,754-1094297
2009,3,,6.0,1.0,,,,8.0,,4.0,,52.0,38.0,3.0,,62.0,,,,,12.0,,,,30000019629
2009,3,,5.0,2.0,,,,2.0,,,,,,,,4.0,,,,,,,,,30000021031
2009,3,,1.0,,,,,,,,,,4.0,,,6.0,,,,,,,,,30000019188
2009,5,,6.0,2.0,,,,7.0,1.0,29.0,,,12.0,4.0,1.0,73.0,,,,,,,,,50000000857
2009,4,,7.0,1.0,,,,19.0,,4.0,,,21.0,,,,,,,,,,,,40000006509
2009,5,,5.0,,,,,,,,,,,,,,,,,,,,,,50000014176
2009,7,,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,77613800008
2009,3,,2.0,1.0,,,,,,,,,1.0,,,8.0,,,,,,,,,30000026295
2009,3,,1.0,,,,,1.0,1.0,,,,8.0,,,8.0,,,,,1.0,,,,30000023275
2009,1,,3.0,,,,,,,2.0,,,,1.0,,,,,,,,,,,10000003147
2009,3,,2.0,,,,,39.0,1.0,5.0,,11.0,7.0,2.0,3.0,174.0,,,,2.0,9.0,2.0,,,30000000803
2009,7,,6.0,1.0,8.0,,,,2.0,,,,,,,326.0,,,,,,,,,788-0430482
2009,1,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,10000010823
2009,3,,2.0,,,,,,,3.0,,,,,,,,,,,,,,,30000058103
2009,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000000861
2009,3,,2.0,,,,,1.0,1.0,1.0,,,1.0,,,32.0,,,,,1.0,,,,30000005885
2009,7,,3.0,1.0,44.0,,,1.0,,,,,,,,1771.0,,,,,,,,,71227300009
2009,3,,3.0,,,,,4.0,,,,,16.0,1.0,,13.0,,,,,,,,,30000023298
2009,5,,2.0,,,,,,,,,,,,,6.0,,,,,,,,,50000000177
2009,2,,4.0,,,,,,,,,,,,,1.0,,,,,3.0,,,,20000706151
2009,3,,1.0,,,,,1.0,1.0,,,,9.0,,,9.0,,,,,7.0,,,,30000018344
2009,3,,1.0,,,,,2.0,,3.0,,,10.0,,,40.0,,,,,9.0,2.0,,,30000010214
2009,3,,1.0,,,,,1.0,,,1.0,,1.0,,,4.0,,,,,,,,,30000034643
2009,7,,1.0,,,,,,,,,,,,,8.0,,,,,,,,,71662300004
2009,3,,2.0,1.0,,,,9.0,2.0,1.0,,,,,,116.0,,,,1.0,4.0,,,,30000005840
2009,3,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,320-4136310
2009,1,,1.0,1.0,,,,21.0,,,,,,,,1.0,,,,,,,,,10000024857
2009,4,,1.0,,,,,12.0,,9.0,,,48.0,1.0,,53.0,,,,,,,,,40000003627
2009,2,,1.0,,,,,4.0,,,,26.0,,,,43.0,,,,,,1.0,,,20003029589
2009,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000015732
2009,7,,1.0,,,,,,,,,1.0,,,,74.0,,1.0,,,,,,,77621100007
2009,3,,2.0,,,,,,,,,,5.0,,,8.0,,,,,,,,,30000058073
2009,4,,4.0,,,,,,27.0,,,,1.0,,,14.0,1.0,,,,6.0,,,,40000017942
2009,5,,3.0,,,,,,,,,3.0,,2.0,,76.0,,,,,,,,,50000000051
2009,3,,56.0,21.0,,,,,,,,,,1.0,,,,,,,,,,,30000024841
2009,2,,2.0,,,,,4.0,1.0,2.0,2.0,14.0,4.0,2.0,,490.0,,,,,3.0,,,,20000723112
2009,4,,1.0,,,,,2.0,,,,,,,,7.0,,,,,,,,,40000014792
2009,7,,14.0,,30.0,,,,,,,,2.0,3.0,,243.0,1.0,,,3.0,3.0,,,,795-4482547
2009,4,,16.0,4.0,,,,,,,,,,1.0,,1.0,,,,,,,,,40000016115
2009,4,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,40000002808
2009,3,,6.0,1.0,,,,12.0,,10.0,,5.0,2.0,3.0,,340.0,,,,,114.0,3.0,,,30000012437
2009,3,,1.0,,,,,3.0,,,,,3.0,,,1.0,,,,,,,,,30000033440
2009,7,,1.0,,2.0,,,,,,,,,,,1003.0,,,,,,,,,71722400006
2009,7,,2.0,,,,,,,,,,,,,,,,,,,,,,720-2433404
2009,3,,7.0,2.0,,,,5.0,3.0,1.0,,2.0,19.0,,1.0,40.0,2.0,,,,3.0,,,,30000031445
2009,1,,2.0,,15.0,,,,1.0,,,115.0,,,,164.0,,,,,,,,,120-2241771
2009,7,,1.0,,,,,,3.0,,,,,,,64.0,,,,,,,,,77485100004
2009,3,,1.0,,,,,6.0,2.0,1.0,,,,,,23.0,,,,,,,,,30000017115
2009,3,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,336-4526122
2009,1,,1.0,,,,,,,,,1.0,,,,44.0,,,,,,,,,10000002333
2009,1,,1.0,,,,,15.0,2.0,11.0,1.0,1.0,3.0,1.0,2.0,49.0,,,,,,,,,10000005347
2009,2,,1.0,,,,,,,1.0,,,3.0,,,5.0,,,,,1.0,,,,20003019982
2009,3,,1.0,,,,,3.0,,3.0,,,,,,25.0,,,,,,,,,30000001895
2009,4,,3.0,1.0,,,,,2.0,9.0,,,1.0,1.0,,41.0,,,,,1.0,,,,40000017995
2009,4,,3.0,1.0,4.0,,,,3.0,,,,,,,3320.0,,,,,,,,,40000008149
2009,7,,3.0,1.0,,,,1.0,,1.0,,,,,,88.0,,,,,,,,,72126300006
2009,5,,1.0,,,,,6.0,,,,,,,,8.0,,,,,,,,,50000067605
2009,2,,1.0,,,,,1.0,1.0,2.0,,,,,,4.0,,,,,9.0,1.0,,,20003415463
2009,3,,2.0,1.0,,,,8.0,,1.0,,,,,,13.0,,,,,,,,,30000023901
2009,3,,1.0,,,,,,,,,1.0,1.0,3.0,,20.0,,,,,,,,,30000050028
2009,7,,1.0,,,,,,,,,,,,,32.0,,,,,,,,,71057400007
2009,7,,13.0,1.0,1.0,,,,,3.0,,,,2.0,1.0,6.0,,,,,,,,,794-3169132
2009,1,,5.0,,,,,3.0,,,,,17.0,,,21.0,,,,,,,,,10000016804
2009,7,,4.0,,,,,,,,,,,,,,,,,,,,,,77894400003
2009,1,,2.0,,,,,1.0,1.0,8.0,,1.0,1.0,1.0,,15.0,,,,,2.0,,,,10000024107
2009,3,,7.0,3.0,,,,5.0,,1.0,,,,,,8.0,,,,,,,,,30000057877
2009,7,,9.0,1.0,15.0,,,,,,,,,,,,,,,,2.0,,,,77092200000
2009,2,,18.0,,1.0,,,3.0,,2.0,,,3.0,,,54.0,,,,,,,,,20001190074
2009,3,,1.0,1.0,,,,3.0,,,,,4.0,,,12.0,,,,,,,,,30000015229
2009,7,,1.0,1.0,,,,,,,,1.0,,,,244.0,,,,,,,,,723-2597945
2009,7,,4.0,,,,,1.0,,,,,,,,66.0,,,,,,,,,71818200008
2009,1,,1.0,,,,,,4.0,,,9.0,,,,13.0,,,,,,,,,126-1549867
2009,1,,2.0,,12.0,1.0,,,,,,,,,,194.0,,,,,,,,,199-0332905
2009,1,,1.0,,,,,,3.0,,,,4.0,,,1.0,,,,,2.0,,,,10000009428
2009,4,,1.0,,,,,2.0,,,,,,,,3.0,,,,,,,,,40000003866
2009,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000009247
2009,2,,4.0,,,,,4.0,,,,,12.0,1.0,,24.0,,,,,,,,,20000657459
2009,1,,23.0,15.0,,,,3.0,,,,,,7.0,,4.0,,,,,,,,,10000016629
2009,3,,1.0,,,,,4.0,1.0,,,,,,,77.0,,,,3.0,5.0,1.0,,,30000015399
2009,5,,5.0,,,,,,,1.0,,,,6.0,,9.0,,,,,,,,,50000097069
2009,3,,3.0,1.0,,,,1.0,,1.0,,,3.0,1.0,,5.0,,,,,,,,,30000058679
2009,3,,3.0,,,,,15.0,,3.0,,2.0,,,,35.0,,,,,,,,,30000027708
2009,3,,1.0,,,,,,,,,1.0,,,2.0,299.0,,,,,,,,,362-1259997
2009,3,,1.0,1.0,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,30000022794
2009,4,,21.0,11.0,,,,,,2.0,,,6.0,5.0,,5.0,,,,,,,,,40000015128
2009,3,,3.0,,,,,2.0,,1.0,,1.0,2.0,,,15.0,,,,,,,,,30000090259
2009,3,,6.0,,,,,,,4.0,,,,1.0,,8.0,,,,,,,,,30000058513
2009,3,,1.0,,,,,,,2.0,,,1.0,,,25.0,,,,,4.0,,,,30000022597
2009,5,,15.0,2.0,,,,,1.0,2.0,,,,1.0,,3.0,,,,,,,,,50000001999
2009,4,,3.0,1.0,,,,1.0,,,,,,,,,,,,,1.0,,,,40000006923
2009,1,,2.0,,1.0,,,9.0,,,,,1.0,1.0,,110.0,,,,,2.0,,,,199-0024634
2009,7,,1.0,,,,,,,,,101.0,,1.0,,144.0,,,,,,,,,77868800008
2009,3,,1.0,,,,,3.0,,,,9.0,32.0,,1.0,69.0,,,,1.0,50.0,,,,30000001208
2009,3,,2.0,1.0,,,,,,,,,,,,4.0,,,,,,,,,30000057360
2009,3,,1.0,,,,,,,1.0,,2.0,1.0,,,24.0,,,,4.0,37.0,,,,30000019849
2009,5,,8.0,5.0,,,,,,2.0,1.0,,,1.0,,1.0,,,,,,,,,50000001787
2009,5,,7.0,1.0,,,,60.0,,1.0,,,18.0,,,28.0,,,,,,,,,50000022592
2009,3,,1.0,,,,,,,,,,,,,30.0,,,,,3.0,,,,30000034460
2009,2,,1.0,,,,,,101.0,11.0,,,,,,31.0,,,,,370.0,36.0,,,20003197956
2009,1,,1.0,,,,,,2.0,,,,,,,23.0,,,,,,,,,141-1914032
2009,2,,3.0,1.0,,,,3.0,4.0,,,,5.0,1.0,,60.0,,,,,11.0,,,,20000272218
2009,3,,27.0,2.0,,,,13.0,,,,,,,,15.0,,,,,,,,,30000026646
2009,3,,1.0,,,,,7.0,,1.0,,18.0,2.0,,,4.0,,,,,14.0,1.0,,,30000026703
2009,7,,9.0,,39.0,1.0,,,5.0,,,15.0,,1.0,,297.0,,,,,,,,,72323700008
2009,2,,1.0,,,,,,,,,,8.0,,,1.0,,,,,14.0,,,,20000453446
2009,7,,5.0,,,,,,,,,,,,,,,,,,,,,,775-2511480
2009,3,,25.0,8.0,,,,29.0,12.0,18.0,,4.0,,4.0,1.0,466.0,,,,,7.0,2.0,,,30000026849
2009,3,,2.0,1.0,,,,3.0,,2.0,,1.0,2.0,,,44.0,,,,,3.0,,,,30000002994
2009,3,,4.0,,,,,,,,,,,,,31.0,,,,,,,,,30000028788
2009,3,,1.0,,,,,3.0,,,,,2.0,,,1.0,,,,,2.0,1.0,,,30000023546
2009,5,,3.0,,,,,1.0,1.0,,,,,,,7.0,,,,4.0,24.0,,,,50000023079
2009,3,,1.0,,,,,2.0,,,,,,,,79.0,,,,,,,,,30000028151
2009,2,,3.0,,,,,8.0,2.0,2.0,,,,,1.0,46.0,,,,,2.0,,,,20001009420
2009,1,,352.0,109.0,,,,2.0,,2.0,,,4.0,51.0,,162.0,,,,,,,,,10000014695
2009,3,,2.0,1.0,,,,4.0,,3.0,,15.0,1.0,,,136.0,,3.0,,,5.0,,,,30000016701
2009,3,,4.0,2.0,,,,7.0,11.0,9.0,,3.0,92.0,2.0,2.0,172.0,,,,,106.0,4.0,,,30000000193
2009,3,,1.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,30000035445
2009,7,,2.0,,5.0,,,,,,,,,,,4.0,,,,,,,,,72132100007
2009,5,,2.0,,,,,,8.0,5.0,,,,,,2.0,,,,,,,,,50000060793
2009,2,,3.0,,,,,5.0,,4.0,,1.0,4.0,,,41.0,,,,,2.0,,,,20000450959
2009,2,,1.0,1.0,,,,5.0,4.0,5.0,,1.0,9.0,,1.0,62.0,,,,,3.0,,,,20000773247
2009,7,,4.0,,13.0,,,,,,,,,,1.0,143.0,,,,,,,,,720-5282261
2009,5,,2.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,50000068085
2009,3,,2.0,,,,,6.0,2.0,,,,,,,9.0,,,,,,,,,30000034888
2009,7,,1.0,,,,,,,,,,,1.0,,85.0,,,,,,,,,71164400002
2009,7,,5.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,780-5251958
2009,4,,4.0,1.0,,,,,2.0,1.0,,,1.0,,,6.0,,,,,1.0,,,,40000015051
2009,4,,3.0,,,,,14.0,,10.0,,1.0,2.0,,2.0,95.0,1.0,,,,1.0,4.0,,,40000008567
2009,1,,1.0,,,,,6.0,,,,5.0,,,,2.0,,,,,3.0,,,,10000005481
2009,3,,1.0,,,,,2.0,,1.0,,1.0,,,4.0,17.0,,,,,,,,,30000031595
2009,5,,147.0,26.0,,,,,4.0,2.0,,,,7.0,,32.0,,,,,,,,,50000004142
2009,3,,1.0,,,,,3.0,,,,,19.0,2.0,,15.0,,,,,,,,,30000008810
2009,3,,2.0,1.0,,,,,,,,,,,,39.0,,,,,2.0,,,,30000018915
2009,3,,4.0,1.0,,,,12.0,,2.0,,5.0,1.0,2.0,,161.0,,,,,,,,,30000026255
2009,5,,4.0,,,,,,,,,,,,,,,,,,,,,,50000066357
2009,7,,1.0,,5.0,,,,58.0,,,,,,1.0,655.0,,,,,,,,,720-5273833
2009,7,,25.0,,14.0,,,23.0,2.0,1.0,,5.0,,,1.0,1119.0,,,,,4.0,,,,776-0503625
2009,5,,5.0,,,,,1.0,,5.0,,2.0,,,,35.0,,,,,,,,,50000022468
2009,7,,1.0,,,,,2.0,,,,,,1.0,,21.0,,,,,,,,,720-3702275
2009,1,,4.0,,,,,2.0,3.0,1.0,1.0,,,3.0,,57.0,,,,,,,,,10000003393
2009,4,,7.0,,,,,,1.0,2.0,,,,3.0,,44.0,,,,,,,,,40000018013
2009,3,,1.0,,,,,5.0,,,,,,,,2.0,,,,,,,,,30000090181
2009,3,,3.0,,,,,40.0,,1.0,,1.0,35.0,,,15.0,,,,,,,,,30000033510
2009,5,,1.0,,,,,,4.0,,,,,,,1.0,,,,,,,,,50000067984
2009,3,,28.0,6.0,,,,32.0,,,,,,6.0,3.0,3.0,,,,,,,,,30000090211
2009,5,,2.0,,,,,11.0,,,,,,,,,,,,,,,,,50000001815
2009,3,,1.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,30000017309
2009,3,,12.0,4.0,,,,6.0,,1.0,,,15.0,,,19.0,,,,,,,,,30000018208
2009,3,,2.0,,,,,5.0,,,,,37.0,,,48.0,,,,,6.0,,,,30000026856
2009,3,,2.0,,,,,2.0,,3.0,,,,,,56.0,,,,,1.0,,,,30000058273
2009,7,,1.0,,1.0,,,,5.0,,,,,,,147.0,,,,,,,,,75548809999
2009,4,,1.0,,,,,,1.0,,,,,,,9.0,,,,,,,,,40000004476
2009,7,,36.0,3.0,84.0,,,,,9.0,,7.0,,,,245.0,,,,,,,,,77280100005
2009,5,,1.0,,,,,,,,,,,,,12.0,,,,,,,,,50000068259
2009,3,,39.0,11.0,,,,,,,,,,5.0,,1.0,,,,,,,,,30000057368
2009,4,,2.0,,,,,,,,,,,,,,,,,,,,,,40000003218
2009,4,,2.0,,16.0,,,,,,,,,1.0,1.0,119.0,,,,,,,,,40000003970
2009,7,,15.0,4.0,,,,4.0,7.0,4.0,10.0,2.0,58.0,20.0,1.0,28.0,4.0,,,,,,,,747-0376012
2009,2,,1.0,1.0,,,,,12.0,1.0,,,,,,8.0,,,,,,,,,20000160360
2009,2,,1.0,,,,,2.0,,,,,10.0,,,9.0,,,,,,,,,20003715444
2009,3,,1.0,,,,,4.0,,,,,2.0,1.0,,15.0,,,,,,,,,30000035100
2009,5,,3.0,,,,,,,,,,,,,,,,,,,,,,50000068494
2009,3,,1.0,,,,,6.0,,1.0,,,,,,2.0,,,,,,,,,30000025869
2009,2,,2.0,,,,,1.0,,,,,,,,1.0,,,,,,,,,20000816304
2009,1,,14.0,2.0,,,,,1.0,,,1.0,8.0,1.0,,2.0,8.0,,,,,,,,10000017828
2009,3,,4.0,,,,,9.0,,7.0,,,5.0,,,72.0,,,,,51.0,1.0,,,30000014580
2009,2,,1.0,,,,,4.0,,,,,,,,15.0,,,,,,,,,20000176101
2009,7,,10.0,,3.0,,,,,,,,,,3.0,720.0,,,,,,,,,756-1769429
2009,1,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,10000018752
2009,4,,12.0,3.0,,,,48.0,,2.0,,,49.0,,1.0,,,,,,,,,,40000017777
2009,2,,1.0,,,,,1.0,1.0,3.0,,,,1.0,2.0,30.0,,,,,,,,,20000143952
2009,3,,1.0,,,,,1.0,,,,,,,,4.0,,,,,,,,,30000057577
2009,4,,8.0,,,,,3.0,1.0,,,,,1.0,,39.0,,,,,,,,,40000002449
2009,5,,491.0,25.0,,,,,2.0,108.0,,1.0,,7.0,,,,,,,,,,,50000000227
2009,1,,27.0,11.0,,,,,,,,,,1.0,,,,,,,,,,,10000024523
2009,7,,40.0,5.0,1.0,,,,,29.0,,,,3.0,2.0,213.0,,,,,2.0,,,,720-0378305
2009,1,,4.0,,,,,3.0,,3.0,,,1.0,,1.0,208.0,1.0,3.0,,,,,,,10000023922
2009,3,,1.0,1.0,,,,1.0,,,,,,,1.0,32.0,,,,1.0,103.0,8.0,,,30000019498
2009,2,,2.0,,,,,4.0,8.0,1.0,,,1.0,,1.0,253.0,,,,,11.0,,,,20000169653
2009,1,,2.0,,,,,,,,,2.0,,,,,,,,1.0,11.0,,,,10000020412
2009,4,,6.0,,,,,1.0,,,,,,1.0,,20.0,,,,,,,,,40000012090
2009,4,,2.0,1.0,,,,2.0,,,,,,,,1.0,,,,,,,,,40000016697
2009,2,,3.0,1.0,,,,13.0,2.0,,,,,,,33.0,,,,,3.0,,,,20000417626
2009,3,,1.0,,,,,3.0,,,,,,,,4.0,,,,,,,,,30000022370
2009,7,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,788-0505956
2009,3,,1.0,,,,,2.0,1.0,,,2.0,9.0,,,81.0,,,,,,,,,30000033799
2009,5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,50000066142
2009,1,,6.0,1.0,,,,5.0,,1.0,,1.0,11.0,,,10.0,4.0,,,,4.0,,,,10000017003
2009,3,,4.0,,,,,1.0,,,,1.0,,,,15.0,,,,,,,,,30000027336
2009,1,,1.0,,,,,1.0,,,,,,,1.0,38.0,,,,,5.0,,,,10000015572
2009,7,,10.0,,,,,18.0,,,,,,,,,,,,,2.0,,,,786-0415227
2009,7,,2.0,,,,,1.0,,,,,,,23.0,61.0,,14.0,,,1.0,1.0,,,766-0622444
2009,7,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,758-2350121
2009,1,,1.0,,,,,,,1.0,,,1.0,,,17.0,,,,,,,,,10000023993
2009,5,,2.0,,,,,,,1.0,,4.0,,1.0,1.0,11.0,,,,,,,,,50000066330
2009,3,,1.0,,,,,,,1.0,,,,,,7.0,,,,,2.0,,,,30000006078
2009,4,,2.0,,,,,4.0,,2.0,,6.0,,,,20.0,,,,,,,,,40000007794
2009,7,,2.0,1.0,8.0,,,5.0,,,,,,1.0,,90.0,,2.0,,,13.0,,,,720-4636482
2009,2,,3.0,,,,,7.0,,2.0,,,36.0,1.0,,32.0,,,,,,,,,20001447639
2009,3,,1.0,,,,,3.0,,,,,1.0,,,4.0,,,,,,,,,30000027552
2009,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000068536
2009,3,,1.0,,,,,2.0,1.0,,,,,,1.0,2.0,,,,,8.0,,,,30000009719
2009,4,,2.0,,2.0,,,1.0,,1.0,,,,2.0,,652.0,,,,,6.0,1.0,,,40000007938
2009,1,,1.0,1.0,,,,17.0,,10.0,,3.0,1.0,1.0,2.0,32.0,,,,,,,,,10000000056
2009,7,,2.0,,,,,,,,,,,1.0,,5.0,,,,,,,,,720-4459706
2009,4,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,40000001618
2009,2,,2.0,,,,,1.0,8.0,,,,3.0,,,8.0,,,,,,,,,20002562164
2009,3,,1.0,,,,,,,,,,,,,7.0,,,,,,,,,30000015632
2009,3,,2.0,,,,,2.0,1.0,,,,11.0,,,17.0,,,,,1.0,,,,30000032203
2009,5,,7.0,1.0,,,,,2.0,,,,,,,15.0,,,,,,,,,50000067619
2009,5,,1.0,,,,,,,,,3.0,,,,,,,,,,,,,50000060501
2009,3,,1.0,,,,,10.0,,,,,1.0,1.0,,8.0,,,,,,,,,30000021716
2009,4,,1.0,,,,,8.0,,3.0,,18.0,4.0,1.0,,112.0,2.0,3.0,,,25.0,2.0,,,40000015717
2009,2,,1.0,,,,,,235.0,19.0,,,,,,52.0,,,,,697.0,46.0,,,20001881185
2009,3,,1.0,,,,,1.0,,,,,,,1.0,36.0,,,,,1.0,,,,30000018609
2009,5,,11.0,,,,,14.0,,2.0,,,1.0,,,,,,,,,,,,50000068383
2009,3,,1.0,,,,,2.0,,,,,,1.0,,1.0,,,,,,,,,30000000463
2009,3,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,30000058572
2009,2,,1.0,,,,,2.0,,2.0,,,,1.0,,7.0,,,,,,,,,20002119773
2009,7,,5.0,,,,,,3.0,,,,,,1.0,56.0,,,,,,,,,77389300008
2009,2,,2.0,,,,,4.0,,1.0,,,14.0,,,13.0,,,,,,,,,20000222754
2009,1,,1.0,,,,,3.0,,4.0,,1.0,79.0,1.0,,86.0,,,,,26.0,1.0,,,10000022949
2009,3,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,30000019042
2009,7,,1.0,,7.0,,,,,,,,,,1.0,1105.0,,,,,,,,,77776400006
2009,2,,52.0,10.0,,,,4.0,4.0,14.0,,9.0,3.0,18.0,3.0,333.0,,,,,14.0,,,,20001494240
2009,2,,1.0,,,,,11.0,6.0,4.0,,41.0,47.0,,,312.0,1.0,,,1.0,12.0,3.0,,,20000177957
2009,3,,5.0,1.0,,,,,,5.0,2.0,,,2.0,,7.0,,,,,,,,,30000057965
2009,7,,1.0,,12.0,,,,,,,2.0,,1.0,,450.0,,,,,18.0,,,,71635900004
2009,3,,1.0,,,,,,,,,27.0,1.0,,,28.0,,,,,3.0,,,,30000033845
2009,3,,2.0,,,,,2.0,4.0,1.0,,,,,,41.0,,,,,2.0,,,,30000033219
2009,4,,1.0,,,,,2.0,,,,1.0,12.0,,,26.0,,,,,22.0,7.0,,,40000014840
2009,4,,3.0,,,,,,1.0,1.0,,,,,,39.0,,,,,,,,,40000015054
2009,2,,29.0,2.0,,,,364.0,,5.0,,2.0,33.0,2.0,,937.0,2.0,,,,,,,,20000197478
2009,4,,10.0,,,,,,,,,12.0,,6.0,18.0,205.0,,1.0,,,,,,,40000004544
2009,4,,1.0,,,,,1.0,,,,,1.0,,,,1.0,,,,,,,,40000005910
2009,1,,1.0,,,,,,,,,,,,,2.0,,,,,2.0,,,,10000013102
2009,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000068427
2009,1,,1.0,,,,,1.0,6.0,4.0,,1.0,2.0,,1.0,56.0,,,,,101.0,1.0,,,10000014619
2009,3,,5.0,1.0,,,,,,,,,1.0,1.0,1.0,10.0,,,,,,,,,30000057425
2009,3,,8.0,,,,,,,4.0,,,,1.0,,,,,,,1.0,,,,30000019215
2009,7,,3.0,,,,,,,2.0,,,,,,,,,,,,,,,775-1794257
2009,1,,1.0,,,,,3.0,,,,,1.0,,,4.0,,,,,,,,,10000017553
2009,7,,1.0,,,,,,5.0,,,,,,,476.0,,,,,2.0,,,,77081500008
2009,7,,5.0,3.0,,,,,3.0,20.0,,1.0,33.0,21.0,5.0,64.0,,,,,1.0,,,,723-2983299
2009,7,,1.0,,17.0,,,,,,,,,,,,,,,,,,,,795-3990375
2009,7,,1.0,,2.0,,,1.0,6.0,1.0,,,,,,591.0,,,,,,,,,77230000003
2009,3,,2.0,,,,,,,,,,,,,,,,,,,,,,30000026715
2009,3,,2.0,,,,,8.0,1.0,,,4.0,,1.0,,123.0,,,,,1.0,,,,30000033527
2009,4,,1.0,,,,,4.0,,1.0,,,,,,6.0,,,,,,,,,40000004504
2009,7,,2.0,,,,,,,,,,,,,,,,,,2.0,,,,757-1100416
2009,2,,75.0,55.0,,,,1.0,,,,,,19.0,,46.0,,,,,,,,,20000214807
2009,3,,1.0,1.0,,,,2.0,,2.0,2.0,,1.0,1.0,,158.0,,,,,2.0,1.0,,,30000033119
2009,4,,1.0,,,,,1.0,,1.0,,,,,,28.0,,,,,9.0,2.0,,,40000013248
2009,3,,2.0,,,,,,1.0,,,1.0,4.0,,,23.0,1.0,,,,,,,,30000018199
2009,3,,1.0,,,,,9.0,,,,,4.0,,,24.0,,,,,,,,,30000026601
2009,5,,1.0,,,,,,,,,3.0,,,1.0,102.0,,,,,,,,,50000000159
2009,3,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,30000016730
2009,1,,1.0,,,,,,,,,,,,,,,,,,,,,,10000022351
2009,1,,2.0,,,,,1.0,,1.0,,,1.0,,1.0,36.0,,,,,6.0,,,,10000012898
