year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q052,q064,arid
2004,1,405.0,731.0,28.0,2.0,,,4.0,964.0,59.0,,323.0,6.0,99.0,95.0,26854.0,6.0,,,1.0,55.0,37.0,,,,10000000869
2004,7,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,75140809993
2004,1,171.0,3.0,,,,,2.0,,,,,,1.0,2.0,241.0,,,,,,,,,,139-1146835
2004,4,4.0,,,,,,13.0,1.0,,,4.0,,,,42.0,,,,,9.0,1.0,,,,40000006081
2004,3,2.0,,,,,,3.0,,2.0,1.0,3.0,6.0,1.0,,35.0,,,,5.0,69.0,,,,,30000000324
2004,4,78.0,17284.0,3214.0,,,,5387.0,822.0,188.0,4.0,262.0,418.0,440.0,99.0,79525.0,6.0,,2.0,2.0,12.0,8.0,,,,40000008551
2004,1,1.0,4260.0,576.0,,,,243.0,490.0,231.0,8.0,1554.0,31.0,448.0,65.0,16457.0,,,,,1.0,1.0,,,,10000013044
2004,7,32.0,17.0,1.0,,,,,23.0,3.0,,,,,,2089.0,,,,,,5.0,,,,71499300006
2004,1,11.0,,,,,,4.0,,,,2.0,,,1.0,6.0,,,,,,1.0,,,,10000014260
2004,7,32.0,203.0,7.0,1.0,,,,86.0,912.0,,580.0,1.0,220.0,65.0,2797.0,1.0,35.0,,12.0,3.0,838.0,,,6.0,74216200005
2004,5,1.0,,,,,,,,4.0,,2.0,,,1.0,69.0,,,,,,,,,,50000010600
2004,3,5.0,,,,,,43.0,,2.0,,,,,,1.0,,,,,,,,,,335-1805251
2004,7,1.0,,,,,,,2.0,,,5.0,,,,46.0,,,,,,,,,,77066500003
2004,7,1.0,,,,,,4.0,,,,,,,,52.0,,,,,,,,,,76451609994
2004,3,7.0,,,,,,2.0,,,,,,,,4.0,,1.0,,,1.0,,,,1.0,30000015046
2004,7,34.0,,,,,,,,,,,,,,38.0,,,,,,,,,,72178009991
2004,2,3.0,4.0,1.0,,,,,4.0,,,57.0,,,13.0,446.0,,,,,2.0,,,,,20001194951
2004,7,317.0,10.0,,,,,,69.0,2.0,,30.0,,4.0,4.0,7126.0,,,,3.0,11.0,1.0,,,,77499100008
2004,7,1.0,,,,,,,,,,1.0,,,,92.0,,,,,2.0,,,,,77944000002
2004,3,6.0,,,,,,2.0,,,,6.0,3.0,,1.0,19.0,3.0,2.0,,,3.0,,,,,30000005617
2004,4,1.0,3.0,,,,,,,4.0,,2.0,,,1.0,340.0,,,,,3.0,3.0,,,,40660577484
2004,1,32.0,19.0,3.0,,,,113.0,,13.0,8.0,32.0,363.0,3.0,20.0,913.0,311.0,,,,1.0,,,,,10000013688
2004,2,13.0,,,,,,,,2.0,,,,,,1.0,,,,,1.0,,,,,20000786555
2004,7,127.0,,,,,,,,,,,1.0,,,9.0,1.0,,,,,,,,,77398600002
2004,3,3.0,2.0,,,,,,,,,,,,,126.0,,,,,,,,,,364-0838616
2004,1,12.0,54.0,8.0,,,,35.0,35.0,16.0,1.0,31.0,15.0,8.0,22.0,962.0,,,,,22.0,2.0,,,,10000007745
2004,2,18.0,1.0,,,,,2.0,,,,2.0,1.0,,1.0,43.0,,,,,1.0,,,,,20000596848
2004,7,9.0,7.0,,,,,1.0,84.0,3.0,,258.0,,,,293.0,,4.0,,,2.0,11.0,,,,77915200006
2004,7,23.0,,,,,,,,,,,,,,9.0,,,,,,,,,,77208000003
2004,1,20.0,4.0,1.0,,,,33.0,,2.0,2.0,22.0,48.0,,4.0,202.0,,,,2.0,11.0,12.0,,,,10000008846
2004,7,1.0,1.0,,,,,,1.0,,,,,,1.0,218.0,,1.0,,,1.0,,,,,77062400007
2004,7,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,77615600009
2004,4,7.0,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,40000005778
2004,7,1.0,17.0,1.0,,,,1.0,,15.0,,,,,,171.0,,38.0,,,7.0,7.0,,,10.0,73447609992
2004,3,5.0,1.0,,,,,,1.0,1.0,,2.0,4.0,,,25.0,2.0,,,,7.0,,,,,30000001143
2004,3,8.0,,,,,,1.0,1.0,,,3.0,,,,12.0,,,,,4.0,,,,,30000015305
2004,1,376.0,139.0,38.0,,,,107.0,41.0,22.0,1.0,203.0,344.0,17.0,36.0,5943.0,111.0,,,,85.0,2.0,,,,10000013349
2004,7,3.0,,,,,,,,,,,,,,,,,,,,,,,,70942909995
2004,3,28.0,559.0,81.0,,,,269.0,449.0,7.0,1.0,80.0,27.0,40.0,5.0,5138.0,,,,,2.0,,,,,30000009576
2004,3,1.0,15.0,2.0,,,,,2.0,1.0,,14.0,4.0,5.0,4.0,752.0,4.0,,,,7.0,,,,,363-1113916
2004,2,5.0,,,,,,,,,,,,,,,,,,,1.0,,,,,20003107423
2004,3,31.0,,,,,,39.0,,,,28.0,,,1.0,5.0,,,,,5.0,,,,,30000016450
2004,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,30000009204
2004,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,50000067666
2004,7,1.0,3.0,1.0,1.0,,,,157.0,3.0,,11.0,1.0,,19.0,3063.0,,,2.0,1.0,3.0,,,,,77564000004
2004,7,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,77909900008
2004,7,5.0,16.0,2.0,,,,2.0,77.0,11.0,,93.0,,,2.0,5208.0,,,,,133.0,5.0,,,,736-3440533
2004,7,855.0,3.0,,,,,13.0,1.0,8.0,,3.0,,,,2518.0,,,,1.0,12.0,9.0,,,,77794500000
2004,7,6.0,,,,,,,1.0,,,,,,2.0,8.0,,,,,3.0,,,,,758-2454771
2004,2,1.0,,,,,,5.0,,,,4.0,10.0,,,45.0,,,,,4.0,,,,,20000674513
2004,7,21.0,,,,,,,,,,,1.0,,,14.0,1.0,,,,,,,,,77235200007
2004,3,1.0,1.0,,,,,,1.0,,,,,,1.0,19.0,,,,,,,,,,338-3395567
