year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q052,q064,arid
2008,2,4.0,4.0,,,,,,4.0,,,8.0,,,8.0,148.0,,,,,16.0,,,,,20000909055
2008,4,180.0,,,,,,4.0,12.0,4.0,,16.0,32.0,,,472.0,12.0,144.0,,,4.0,,,,,40000003309
2008,7,4.0,,,16.0,,,24.0,48.0,,,,,,4.0,5252.0,,,,,,,,,,77218600003
2008,3,244.0,,,,,,,,,,,,,,,,,,,,,,,,338-3517720
2008,7,952.0,,,,,,,,,,,,,,144.0,,,,,,,,,,72164509990
2008,1,4.0,,,,,,,,,,,20.0,,,80.0,,,,,4.0,,,,,10000013872
2008,3,4.0,48.0,,,,,20.0,52.0,12.0,,232.0,,4.0,4.0,1012.0,,,,,12.0,4.0,,,,30000007551
2008,1,260.0,56.0,4.0,404.0,,,,5156.0,188.0,,1568.0,12.0,84.0,132.0,41064.0,,,,,192.0,,,,,10000000786
2008,2,36.0,,,,,,4.0,8.0,4.0,,4.0,16.0,,4.0,172.0,,,,,,4.0,,,,20000457547
2008,1,68.0,,,,,,,,,,,16.0,,,64.0,,4.0,,,8.0,4.0,,,,10000014221
2008,7,4.0,,,,,,4.0,8.0,,,4.0,,,,1600.0,,,,,4.0,,,,,72465409997
2008,3,24.0,,,,,,4.0,,,,,,,,60.0,,,,,,,,,,30000005048
2008,4,8.0,,,,,,,,,,4.0,,,,28.0,,,,,,,,,,40000018109
2008,3,20.0,,,,,,,,,,,,,,24.0,,,,,,,,,,338-3543758
2008,3,52.0,,,,,,,4.0,4.0,,,,,,44.0,,,,,108.0,4.0,,,,30000019234
2008,1,12.0,,,,,,16.0,4.0,36.0,,212.0,112.0,4.0,16.0,824.0,8.0,,,4.0,92.0,8.0,,,,10000009179
2008,3,232.0,,,,,,4.0,,,,48.0,20.0,4.0,,208.0,8.0,,,,,,,,,30000019459
2008,3,24.0,28.0,,,,,24.0,,68.0,,32.0,,4.0,,200.0,,,,,,,,,,30000012010
2008,7,48.0,4.0,,,,,,,,,,,,,116.0,,,,,16.0,,,,,73032309995
2008,3,76.0,,,,,,4.0,4.0,8.0,,28.0,16.0,,,176.0,,,,4.0,28.0,,,,,30000015714
2008,2,12.0,,,,,,4.0,,,,4.0,,,,20.0,,,,,8.0,,,,,20000184142
2008,3,28.0,4.0,,,,,,,,,4.0,36.0,,4.0,152.0,,,,,,,,,,30000011670
2008,3,620.0,44.0,8.0,,,,72.0,40.0,340.0,20.0,160.0,72.0,40.0,44.0,7552.0,,,,,484.0,,,,,30000011813
2008,3,8.0,,,,,,4.0,164.0,4.0,4.0,,4.0,4.0,4.0,368.0,,4.0,,,,,,,,30000017266
2008,7,16.0,,,,,,,,,,,,,,220.0,,,,,,,,,,71257809990
2008,4,12.0,88.0,,80.0,,,,12.0,,,1348.0,56.0,28.0,8.0,1380.0,,,,,,,,,,40000015115
2008,3,36.0,,,,,,28.0,24.0,,4.0,76.0,12.0,,12.0,336.0,,,,,20.0,4.0,,,,30000018408
2008,7,4.0,,,,,,,,,,,,4.0,,32.0,,,,,,,,,,71725000001
2008,3,12.0,,,,,,,,,,,16.0,,,196.0,,,,,,,,,,30000029031
2008,5,24.0,,,,,,,8.0,48.0,,,,,,,,,,,,,,,,50000005500
2008,3,16.0,,,,,,,,4.0,,,48.0,,,68.0,,,,,,,,,,30000015752
2008,7,60.0,,,24.0,,,,,,,,,,,364.0,,,,,,,,,,77272800006
2008,7,72.0,,,,,4.0,,,,,,,,,16.0,,,,,44.0,,,,,77668700008
2008,7,200.0,4.0,,200.0,,,,3240.0,,,,,,4.0,10432.0,,,,,8.0,,,,,77515900008
2008,2,80.0,,,,,,,,4.0,,16.0,,,,16.0,,,,,20.0,,,,,20000139843
2008,2,8.0,,,,,,,,,,,,,,20.0,,,,,,,,,,20003104039
2008,7,8.0,,,,,,,8.0,,,,,,,,,,,,,,,,,741-1592297
2008,7,4.0,164.0,,188.0,,,,1304.0,,,64.0,,152.0,8.0,916.0,,,,,20.0,,,,,73027509990
2008,1,12.0,,,,,,,,,,48.0,,,,60.0,,,,,,,,,,10000000325
2008,7,120.0,,,,,,,,,,,,,,24.0,,,,,,,,,,77208000003
2008,3,8.0,,,,,,,,4.0,,220.0,,,,12.0,,,,,,,,,,30000058396
2008,3,4.0,,,,,,,4.0,4.0,,,8.0,,,12.0,,,,,4.0,,,,,30000019525
2008,2,996.0,24.0,8.0,,,,36.0,408.0,96.0,8.0,408.0,72.0,16.0,12.0,1176.0,8.0,72.0,,28.0,360.0,28.0,,,,20000659855
2008,3,4.0,,,,,,,24.0,,,,,,,368.0,,,,,,,,,,30000029546
2008,7,4.0,,,,,,,,,,,,,,16.0,,,,,,,,,,77748100001
2008,2,16.0,92.0,,,,,4.0,,80.0,,,,4.0,4.0,536.0,,,,,,,,,,20000795968
2008,7,120.0,,,,,,,,,,8.0,,,,268.0,,,,,,,,,,72482109991
2008,7,188.0,8.0,,48.0,,,36.0,,16.0,,124.0,,,,4500.0,,,,,4.0,,,,,73028209994
2008,3,88.0,4.0,,,,,,8.0,4.0,,4.0,36.0,,4.0,28.0,,,,,,4.0,,,,30000011307
2008,3,4.0,4.0,,,,,,4.0,8.0,,4.0,,4.0,8.0,180.0,,,,,,,,,,30000017749
2008,2,48.0,,,,,,,4.0,,,4.0,16.0,,,224.0,,,,,,,,,,20000719656
2008,3,16.0,,,,,,,,,,,,,4.0,,,,,,12.0,,,,,30000022946
2008,1,308.0,,,,,,,4.0,4.0,,28.0,,,,476.0,,,,,48.0,4.0,,,,10000009408
2008,1,8.0,208.0,4.0,,,,48.0,8.0,292.0,,52.0,588.0,96.0,16.0,1688.0,4.0,,,,44.0,20.0,,,,10000014583
2008,7,16.0,4.0,,,,,,20.0,,,4.0,,4.0,,124.0,,,,,20.0,,,,,757-1100416
2008,3,60.0,,,,,,4.0,12.0,12.0,,12.0,228.0,4.0,4.0,348.0,4.0,,,,20.0,,,,,30000001039
2008,7,4.0,,,20.0,,,,48.0,8.0,,72.0,,,4.0,160.0,,,,,,,,,,77667200009
2008,7,4.0,,,24.0,,,,,4.0,,,,,,180.0,,,,,4.0,,,,,73030909998
2008,7,2888.0,,,120.0,,,,36.0,8.0,,,16.0,,,1524.0,,8.0,,4.0,8.0,,,,4.0,77516800003
2008,7,616.0,4.0,,,,,,,,,16.0,,,4.0,64.0,,,,,12.0,,,,,738-3616059
2008,3,8.0,4.0,,,,,,,,,,,8.0,,4.0,,,,,,,16.0,,,30000030387
2008,4,88.0,,,,,,,,4.0,,12.0,,,,80.0,,,,,20.0,,,,,40000003043
2008,1,96.0,364.0,16.0,248.0,,,8.0,412.0,168.0,,28.0,,316.0,32.0,4780.0,,,,,12.0,,,,,116-1245395
2008,4,4.0,32.0,,24.0,,,,148.0,,,,,,8.0,1660.0,,,,,,,,,,40580692236
2008,4,384.0,4.0,,,,,,8.0,,,4.0,,,,28.0,,,,,,,,,,40000007788
2008,2,32.0,,,,,,,,4.0,,,,,,20.0,,,,,,,,,,20001093317
2008,3,12.0,8.0,,,,,,,12.0,,,12.0,,,128.0,,,,,,,,,,30000018238
2008,7,4.0,,,,,,,,,,,,,,12.0,,,,,,,,,,72027400009
2008,7,156.0,,,4.0,,,,28.0,,,,,,,4.0,,,,,4.0,,,,,781-0615913
2008,3,1476.0,40.0,,,8.0,,12.0,184.0,52.0,488.0,492.0,56.0,56.0,,2508.0,,,,,100.0,,,,,30000009609
2008,3,92.0,4.0,,,,,,,,,4.0,4.0,,4.0,352.0,,,,,36.0,,,,,30000009678
2008,3,28.0,44.0,,,,,8.0,,84.0,,136.0,4.0,16.0,,32.0,,,,,,,,,,30000018261
2008,3,40.0,4.0,,,,,20.0,,16.0,12.0,8.0,8.0,,12.0,628.0,,,,,4.0,,,,,30000020369
2008,3,16.0,,,,,,,,,,4.0,16.0,,,28.0,,,,,,,,,,30000012388
2008,2,24.0,,,,,,16.0,,8.0,,,4.0,,,192.0,,,,,,,,,,20000546544
2008,5,228.0,,,,,,,60.0,,,,,,4.0,12.0,,,,,,,,,,588-0500878
2008,2,44.0,,,,,,4.0,8.0,,,,,,,4.0,,,,,12.0,,,,,20000786555
2008,3,28.0,,,,,,,8.0,8.0,4.0,,4.0,,,284.0,,,,,68.0,20.0,,,,30000034611
2008,3,4.0,,,,,,,4.0,,,8.0,,,,28.0,,,,,4.0,,,,,30000057141
2008,3,564.0,,,,,,12.0,4.0,,,16.0,32.0,,4.0,256.0,,,,,20.0,,,,,30000017393
2008,7,4.0,,,,,,,12.0,,,,,,,68.0,,,,,32.0,,,,,71596800005
2008,2,16.0,20.0,,,,,20.0,60.0,28.0,4.0,32.0,312.0,4.0,8.0,472.0,,,,,180.0,,,,,20000222147
2008,2,56.0,,,,,,4.0,,4.0,,8.0,,,,184.0,,,,,32.0,,,,,20000596848
2008,7,232.0,,,,,,,,,,,,,,,,,,,,,,,,720-4313024
2008,5,12.0,,,,,,,,,,,,,,,,,,,,,,,,50000062347
2008,2,48.0,,,,,,,4.0,,,,,,,16.0,,,,,,,,,,20000408642
2008,3,8.0,,,,,,8.0,,,,4.0,12.0,,8.0,68.0,,,,,16.0,,,,,30000001143
2008,7,136.0,,,8.0,,,,,,,,,,24.0,3480.0,,,,,,,,,,72467100004
2008,7,8.0,,,48.0,,,,,8.0,,76.0,,,12.0,24.0,,,,,,,,,,71177500008
2008,2,64.0,,,,,,,12.0,100.0,4.0,24.0,,16.0,,772.0,,16.0,,,8.0,,,,,20000991340
2008,7,24.0,,,,,,,12.0,,,,,,,,,,,,24.0,,,,,784-1553724
2008,2,36.0,,,,,,,40.0,,,,,4.0,,328.0,,,,,,,,,,20002713368
2008,3,36.0,,,,,,,4.0,,,,,,4.0,100.0,,,,,,,,,,30000034234
2008,3,4.0,,,,,,,,,,,,,4.0,20.0,,,,,20.0,,,,,30000009719
2008,3,12.0,,,,,,,,,,8.0,320.0,,,368.0,4.0,,,,8.0,,,,,30000011236
2008,5,12.0,36.0,,,,,4.0,20.0,,,,12.0,,4.0,168.0,,,,,,,,,,50000023521
2008,3,48.0,,,,,,4.0,,8.0,,4.0,108.0,,12.0,216.0,4.0,,,,8.0,,,,,30000029864
2008,3,4.0,,,,,,,4.0,,,,,,4.0,52.0,,,,,36.0,12.0,,,,30000013054
