year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q066,q044,q045,q046,q051,q052,q064,arid
2014,3,27.0,3.0,,10.0,2.0,,,,2.0,,33.0,,1.0,,22.0,,,,,,,,,,326-4030355
2014,3,9.0,1.0,,,,,7.0,4.0,,,1.0,1.0,,,57.0,,,,,,,,,,30000018408
2014,3,10.0,,,,,,2.0,,1.0,,,,,,24.0,,,,,,,,,,30000010378
2014,3,21.0,1.0,,,,,1.0,,,,,,,,30.0,,,,,,,,,,30000029031
2014,9,9.0,,,,,,2.0,,1.0,,1.0,,,,39.0,,,,,,,,,,90000717924
2014,3,27.0,,,,,,1.0,,1.0,,1.0,4.0,,,44.0,,,,,,,,,,30000015752
2014,7,60.0,,,1.0,,,,,,,,,,,83.0,,,,,,,,,,720-1875448
2014,7,1.0,,,5.0,,,,,,,,,,5.0,212.0,,1.0,,,,,,,,722-3626426
2014,9,3.0,,,,,,,2.0,,,912.0,,,,74.0,,,,,,,,,,971-0456844
2014,7,5.0,32.0,2.0,87.0,5.0,,,153.0,,,1303.0,3.0,8.0,3.0,2442.0,1.0,,,,,,,,,733-0865281
2014,7,1.0,20.0,1.0,52.0,,,,157.0,,,,,9.0,600.0,37324.0,,,1.0,1.0,,,,,,775-2921540
2014,7,6.0,1.0,,4.0,,,,1.0,2.0,,26.0,,1.0,,267.0,,,,,,,,,,77774500004
2014,1,7.0,,,,,,13.0,2.0,6.0,,3.0,95.0,1.0,1.0,351.0,,,,,,,,,,10000002234
2014,5,3.0,,,,,,,23.0,,,,2.0,,,7.0,,,,,,,,,,50000068530
2014,1,1.0,1.0,,,,1.0,,,,,1.0,1.0,,,26.0,1.0,,,,,,,,,10000020078
2014,1,4.0,,,,,,,,,,,,,,8.0,,,,,,,,,,10000014221
2014,1,14.0,1.0,,,,,,1.0,,,,,,,49.0,,,,,,,,,,10000005552
2014,7,1.0,,,,,,,1.0,,,1.0,,,,33.0,,,,,,,,,,720-8763489
2014,3,29.0,,,,,,,,,,1.0,,,1.0,20.0,,,,,,,,,,30000011236
2014,1,4.0,,,,,,,,,,1.0,9.0,,1.0,14.0,,,,,,,,,,10000703043
2014,1,1.0,1.0,,,,,3.0,2.0,3.0,,3.0,3.0,,,91.0,,,,,,,,,,10000000047
2014,5,29.0,,,,,,,11.0,,,,,,,,,,,,,,,,,576-0762186
2014,3,34.0,,,,,,,,,,1.0,,,,45.0,,,,,,,,,,30000029786
2014,3,1.0,,,,,,1.0,,,,1.0,,,,31.0,,,,,,,,,,30000005033
2014,5,1.0,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,50000060583
2014,2,10.0,,,,,,2.0,1.0,,,,,,,13.0,,,,,,,,,,20000786555
2014,2,24.0,,,,,,1.0,,,,3.0,2.0,,1.0,27.0,,,,,,,,,,20000744238
2014,3,9.0,1.0,,,,,2.0,9.0,,,,1.0,,,11.0,,,,,,,,,,30000028405
2014,1,38.0,1.0,,1.0,,,,4.0,1.0,,6.0,,4.0,4.0,1765.0,,,,,,,,,,10000706809
2014,2,19.0,1.0,1.0,,,,,,3.0,,,1.0,1.0,,28.0,,,,,,,,,,20000596848
2014,1,47.0,,,,,,,,,,,,,,,,,,,,,,,,10000001154
2014,3,68.0,,,,,,,1.0,,,6.0,,,,,,,,,,,,,,30000014816
2014,7,11.0,1.0,,4.0,,,,8.0,1.0,,2.0,,,,127.0,,,,,,,,,,733-0962918
2014,2,16.0,,,,,,,1.0,1.0,,4.0,,,,71.0,,,,,,,,,,20000601416
2014,5,1.0,,,,,,,,,,1.0,,,,2.0,,,,,,,,,,501-0940996
2014,2,3.0,,,,,,2.0,1.0,,,,,,2.0,8.0,,,,,,,,,,20000552059
2014,7,1.0,24.0,2.0,56.0,2.0,2.0,,149.0,5.0,,262.0,,9.0,4.0,2279.0,,,,,1.0,,,,,701-0726495
2014,1,19.0,,,,,,,4.0,,1.0,3.0,1.0,,,149.0,,,,,,,,,,10000700257
2014,9,8.0,20.0,,,,,7.0,,4.0,,13.0,,3.0,,450.0,,,,,,,,,,90000517900
2014,2,1.0,,,,,,,1.0,,,,,,,21.0,,,,,,,,,,20000590220
2014,3,16.0,,,,,,3.0,,3.0,,,3.0,2.0,,65.0,,,,,,,,,,30000001039
2014,7,55.0,,,,,,,4.0,,,1.0,,,,6.0,,,,,,,,,,738-3616059
2014,2,1.0,,,,,,2.0,2.0,,,2.0,,2.0,,43.0,,,,,,,,,,20000884303
2014,7,2.0,,,,,,,2.0,3.0,,,,5.0,,2.0,,,,,,,,,,761-1154657
2014,7,6.0,,,,,,,13.0,,,42.0,,,,56.0,,,,,,,,,,787-0682600
2014,9,1.0,28.0,,,,2.0,136.0,8.0,37.0,39.0,3.0,3.0,11.0,,192.0,,,,,,,,,,90000112837
2014,3,5.0,2.0,,,,,1.0,,2.0,,4.0,1.0,2.0,,163.0,,,,,,,,,,30000023627
2014,7,30.0,,,,,,,,,,,,,,3.0,,,,,,,,,,758-2442998
2014,2,41.0,,,,,,,2.0,4.0,,4.0,,1.0,,68.0,,,,,,,,,,20000636771
2014,5,1.0,,,,,,,,,,,,,,,,,,,,,,,,50000062352
2014,1,85.0,,,,,,3.0,1.0,2.0,,1.0,66.0,1.0,,58.0,,,,,,,,,,10000704192
2014,2,7.0,,,,,,,2.0,1.0,,1.0,11.0,,3.0,59.0,,,,,,1.0,,,,20000074140
2014,1,20.0,2.0,,,,1.0,2.0,1.0,2.0,,3.0,2.0,,,77.0,,,,,,,,,,10000014347
2014,3,2.0,,,,,,,,,,,,,1.0,8.0,,,,2.0,,,,,,30000011492
2014,7,1.0,2.0,,,,,,5.0,,,,,4.0,,7.0,,3.0,,,,2.0,,,,756-2148606
2014,5,13.0,,,,,,,,,,,,,,26.0,,,,12.0,,,,,,50000061755
2014,5,11.0,,,,,,,,,,,,,,,,,,,,,,,,50000005754
2014,2,1.0,,,,,,,,1.0,,,1.0,,,23.0,,,,,,,,,,20000214722
2014,1,3.0,,,,,,,,,,,,,,22.0,,,,,,,,,,146-0429381
2014,9,1.0,27.0,1.0,,1.0,,15.0,13.0,20.0,10.0,107.0,14.0,30.0,20.0,906.0,,,,,,,,,,90000233031
2014,7,1.0,2.0,1.0,42.0,,,,2.0,,,29.0,,,1.0,1026.0,,,,,,,,,,747-0912342
2014,7,1.0,,,,,,,,,,1.0,,,1.0,20.0,,2.0,,,,2.0,,,,722-2690691
2014,7,1312.0,,,121.0,7.0,2.0,,49.0,1.0,,,,,6.0,11042.0,,,,,,,,,,726-2049351
2014,5,23.0,,,,,,1.0,,1.0,,,,,,123.0,,,,,,,,,,50000066834
2014,1,94.0,,,,,,1.0,11.0,2.0,,1.0,5.0,,2.0,78.0,,,,,,,,,,10000014488
2014,5,49.0,1.0,,,,,,,2.0,,,4.0,,,16.0,,,,,,,,,,50000066330
2014,7,2.0,2.0,,2.0,,,,30.0,,,,,1.0,,145.0,,,,,,,,,,776-0236067
2014,2,9.0,,,,,,,,6.0,,,3.0,,1.0,58.0,,,,,,,,,,20000068840
2014,1,1.0,1.0,,,,,,1.0,1.0,,,13.0,,,209.0,,,,,,,,,,10000012072
2014,3,11.0,,,,,,,,,,,,,,5.0,,,,,,,,,,30000011299
2014,3,10.0,,,,,,,,,,,,,,,,,,,,,,,,30000012384
2014,7,5.0,,,4.0,,,,2.0,,,,,,,92.0,,,,,,,,,,704-6597930
2014,7,6.0,,,1.0,,,,,,,,,,,99.0,,,,,,,,,,726-2253315
2014,3,31.0,,,,,,,,,,,15.0,,,1.0,,,,,,,,,,30000029121
2014,3,13.0,,,,,,,,,,,1.0,,,3.0,,,,,,,,,,30000000902
2014,1,6.0,,,,,,,,1.0,,2.0,,,,32.0,,,,,,,,,,10000014369
2014,3,14.0,,,,,,,,,,2.0,,,,14.0,,,,,,,,,,30000010007
2014,3,4.0,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,30000016179
2014,7,61.0,,,1.0,9.0,,2.0,,,,,,,2.0,1068.0,,,1.0,1.0,,,,,,733-0828099
2014,9,175.0,12.0,,,,,16.0,9.0,1.0,,1.0,40.0,5.0,3.0,423.0,,,,,,,,,,90000917742
2014,5,10.0,1.0,,,,,,,,,6.0,,,,9.0,,,,,,,,,,50000003413
2014,3,1.0,,,,,,,,,,1.0,5.0,,,4.0,,,,,,,,,,30000017598
2014,3,6.0,,,,,,,9.0,,,,,,,18.0,,,,,,,,,,30000008141
2014,5,11.0,,,,,,1.0,5.0,,,,,,,3.0,,,,,,,,,,50000066595
2014,7,3.0,1.0,,,,,,,,,,,,,82.0,,,,,,,,,,71461700004
2014,1,26.0,,,,,,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,,10000707101
2014,2,,3.0,,,,,,,3.0,,,1.0,2.0,,52.0,,,,,,,,,,20000759045
2014,5,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,50000067696
2014,3,,2.0,,,,,,,,,,89.0,4.0,,104.0,,,,,,,,,,30000021468
2014,3,,1.0,,,,,,,,,,7.0,,,6.0,,,,,,,,,,30000058264
2014,7,,3.0,,,,,,,,,,,,,4.0,,,,,,,,,,72003500009
2014,3,,1.0,,,,,,,,,,,1.0,,37.0,,,,,,,,,,30000027556
2014,3,,1.0,,,,,3.0,,,,,1.0,,,57.0,,,,,,,,,,30000015697
2014,3,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,326-1146120
2014,9,,30.0,,1.0,,,,,3.0,,,29.0,2.0,,30.0,,,,,,,,,,90000564605
2014,9,,5.0,,,,,3.0,1.0,1.0,,,13.0,1.0,,2660.0,,,,,,,,,,90000197478
2014,7,,2.0,,4.0,1.0,,,9.0,,,,,,,205.0,,,,,,,,,,720-5238443
2014,3,,1.0,,,,,,,,,,,,,8.0,,,,,,,,,,30000033202
2014,1,,8.0,,,,,,,,,49.0,,3.0,3.0,69.0,,,,,,,,,,10000024976
2014,2,,1.0,,,,,,,,,2.0,,,,9.0,,,,,,,,,,20000615217
2014,7,,4.0,,,,,,,,,13.0,,4.0,,48.0,,,,,,,,,,752-2091594
2014,1,,3.0,,,,,1.0,20.0,1.0,,,,1.0,2.0,71.0,,,,,,,,,,10000024994
2014,7,,1.0,,2.0,,,,,,,,,,,77.0,,,,,,,,,,758-2546090
2014,7,,2.0,,,,,,35.0,,,5.0,,,,15.0,,,,,,,,,,747-0933090
2014,5,,3.0,,,,,,,1.0,,,,,3.0,26.0,,,,,,,,,,50000011065
2014,3,,3.0,,,,,1.0,1.0,1.0,,,1.0,,3.0,42.0,,,,,,,,,,30000008208
2014,9,,10.0,,,,,,,,,70.0,,1.0,,9.0,,,,,,,,,,90002193616
2014,3,,1.0,,,,,,,,,,,,,19.0,,,,,,,,,,30000030022
2014,7,,1.0,,,,,,,,,,,,,,,,,,,,,,,733-0816610
2014,7,,10.0,,15.0,,,,270.0,,,,,,3.0,212.0,,,,,,,,,,780-0233937
2014,2,,5.0,,,,,1.0,,1.0,,,,,,63.0,,,,,,,,,,20000738303
2014,3,,3.0,,,,,1.0,,1.0,,,3.0,,,70.0,,,,,,,,,,30000019953
2014,5,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,50000064482
2014,3,,7.0,,1.0,,,2.0,83.0,1.0,,23.0,11.0,,,406.0,,,,4.0,,,,,,30000015219
2014,7,,1.0,,13.0,1.0,1.0,,72.0,,,454.0,,,,352.0,,,,,,,,,,733-0419992
2014,2,,5.0,,,,,,,1.0,,13.0,8.0,,,49.0,,,,,,,,,,20003536407
2014,3,,3.0,,,,,,1.0,,,,,,,117.0,,,,,,,,,,30000034524
2014,3,,2.0,,,,,1.0,6.0,,,1.0,3.0,1.0,3.0,29.0,,,,1.0,,,,,,30000020310
2014,3,,1.0,,,,,,,,,,,,,12.0,,,,,,,,,,30000018198
2014,5,,6.0,,,,,,2.0,12.0,,,,,,5.0,,,,,,,,,,50000068465
2014,5,,1.0,,,,,2.0,2.0,2.0,,5.0,,,2.0,60.0,,,,,27.0,,,,,50000067190
2014,3,,2.0,,,,,,,,,,5.0,,,34.0,,,,,,,,,,30000010363
2014,7,,6.0,,3.0,21.0,5.0,,3.0,,,22.0,,3.0,,858.0,,,,,,,,,,754-1994393
2014,7,,35.0,2.0,16.0,,,,2.0,,,,,6.0,3.0,133.0,,,,,,,,,,738-2750395
2014,7,,2.0,,,,,,5.0,,,49.0,,1.0,,24.0,,,,,,,,,,791-1441009
2014,2,,1.0,,,,,,,4.0,,1.0,13.0,,,27.0,,,,,,,,,,20000354310
2014,3,,10.0,,,,,1.0,5.0,5.0,6.0,,6.0,7.0,,22.0,,,,,,,,,,30000023091
2014,3,,1.0,,,,,,,1.0,,,,,,7.0,,,,,,,,,,30000058421
2014,3,,4.0,,,,,,,,,,,2.0,,1.0,,,,,,,,,,304-2876549
2014,3,,1.0,,,,,1.0,1.0,1.0,,,1.0,,,19.0,,,,,,,,,,30000090196
2014,9,,2.0,1.0,,,,2.0,,4.0,,,17.0,3.0,,49.0,,,,,,,,,,90000214807
2014,2,,1.0,,,,,,1.0,,,,,,,4.0,,,,,,,,,,20000858528
2014,3,,7.0,,,,,,,3.0,,,,,,76.0,,,,,,,,,,30000026336
2014,5,,2.0,,,,,,,,,,,,,,,,,,,,,,,50000001717
2014,1,,1.0,,,,,1.0,3.0,2.0,,2.0,1.0,,1.0,149.0,,,,,,,,,,10000001467
2014,3,,1.0,,,,,6.0,,1.0,,,10.0,,,65.0,,,,,,,,,,30000033539
2014,7,,1.0,,11.0,,,,48.0,,,1.0,,4.0,67.0,50.0,,,,,,,,,,73027509990
2014,3,,2.0,,,,,,,,,,,,,21.0,,,,,,,,,,30000058691
2014,3,,1.0,,,,,,,2.0,,,,,,51.0,,,,,,,,,,30000057127
2014,5,,15.0,1.0,,,,,,,,,,8.0,,2.0,,,,,,,,,,50000068428
2014,7,,23.0,,2.0,,,,80.0,,,360.0,,2.0,8.0,160.0,,,,,1.0,,,,,71819300005
2014,1,,5.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,10000020948
2014,1,,1.0,,,,,1.0,,,,,1.0,,,36.0,,,,,,,,,,10000016643
2014,3,,3.0,,,,,,,,,,,,,43.0,,,,,,,,,,30000090251
2014,7,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,774-3038404
2014,3,,2.0,,,,,,,,,,3.0,,,18.0,,,,,,,,,,30000034401
2014,7,,1.0,,1.0,,,,,,,4.0,,,,1.0,,,,,,,,,,784-1496821
2014,1,,1.0,,,,,,,,,,,,,3.0,,,,,,,,,,10000011343
2014,7,,6.0,,9.0,1.0,,,18.0,,,71.0,,,1.0,89.0,,,,,,,,,,772-1545376
2014,3,,1.0,,,,,3.0,,3.0,2.0,,,,,11.0,,,,,,,,,,30000019943
2014,3,,1.0,,,,,5.0,5.0,5.0,,10.0,20.0,,,425.0,,,,8.0,,,,,,30000027476
2014,9,,1.0,,,,,20.0,1.0,3.0,,3.0,9.0,1.0,,25.0,,,,,,,,,,90000266271
2014,3,,1.0,,,,,,2.0,3.0,1.0,1.0,47.0,,,42.0,,,,,,,,,,30000000734
2014,1,,1.0,,,,,14.0,28.0,1.0,3.0,2.0,3.0,,1.0,156.0,,,,1.0,,,,,,10000008531
2014,3,,1.0,,,,,,,,,,,,,13.0,,,,1.0,,,,,,30000057772
2014,1,,2.0,,,,,5.0,1.0,3.0,,2.0,,,,20.0,,,,,,,,,,10000714970
2014,7,,3.0,,,,,,,,,,,,,,,,,,,,,,,790-0186134
2014,3,,1.0,,,,,2.0,,1.0,1.0,,,,1.0,28.0,,,,,,,,,,30000057249
2014,1,,1.0,,,,,3.0,1.0,5.0,,5.0,3.0,,1.0,82.0,,,,,,,,,,10000002782
2014,2,,1.0,,,,,2.0,1.0,,,,4.0,,,31.0,,,,,,,,,,20000704559
2014,7,,2.0,,11.0,,,,4.0,,,,,,,1059.0,,23.0,,,,6.0,,,,720-8921389
2014,1,,1.0,,,,,5.0,,15.0,,3.0,2.0,1.0,,144.0,,,,,,,,,,10000708043
2014,2,,3.0,1.0,,,,,,,,,,6.0,,1.0,,,,,,,,,,20004455073
2014,9,,3.0,,,,,13.0,,1.0,,,47.0,,,23.0,,,,,,,,,,90002618780
2014,3,,1.0,,,,,3.0,59.0,79.0,,5.0,4.0,,,227.0,,,,1.0,,,,,,30000016191
2014,3,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,,30000058424
2014,3,,1.0,,,,,1.0,1.0,2.0,,4.0,11.0,1.0,2.0,35.0,,,,,,,,,,30000028114
2014,9,,3.0,1.0,,,,11.0,,,,,16.0,,,17.0,,,,,,,,,,90002942690
2014,5,,2.0,,,,,,,,,,,3.0,,13.0,,,,,,,,,,50000002099
2014,1,,1.0,,1.0,,,,15.0,,,7.0,,,,137.0,,,,,,,,,,10000024671
2014,3,,38.0,1.0,,,,1.0,,,,,2.0,7.0,,5.0,,,,,,,,,,30000024811
2014,2,,1.0,,,,,,,,,,1.0,,,5.0,,,,,,,,,,20002705895
2014,3,,1.0,,,,,1.0,,,,,,,,3.0,,,,,,,,,,30000010374
2014,3,,3.0,,,,,,,1.0,,,1.0,,,43.0,,,,,,,,,,30000058408
2014,7,,26.0,1.0,89.0,2.0,2.0,,54.0,28.0,,12.0,,11.0,6.0,6721.0,,,,,,,,,,795-4623407
2014,9,,7.0,,1.0,,,37.0,1.0,21.0,,41.0,,2.0,10.0,506.0,,,,,,,,,,90000722777
2014,1,,2.0,,2.0,1.0,,,,,,1.0,,,,40.0,,,,,,,,,,10000024975
2014,7,,31.0,1.0,2.0,,,,11.0,,,,,,,10.0,,,,,,,,,,726-1442480
2014,9,,7.0,,,17.0,,,,24.0,,9.0,,11.0,,7832.0,,1.0,,,4.0,,,,,90000619877
2014,3,,4.0,,,,,,,1.0,,,,,,6.0,,,,,,,,,,30000023623
2014,3,,2.0,,,,,2.0,31.0,2.0,,,3.0,1.0,,175.0,,,,1.0,,,,,,30000016980
2014,7,,2.0,,7.0,,,,8.0,,,8.0,,,1.0,38.0,,,,,,,,,,794-3195577
2014,5,,1.0,,,,,1.0,4.0,,,1.0,6.0,,1.0,81.0,,,,,,,,,,50000062514
2014,7,,5.0,,14.0,2.0,,,,,,,,1.0,,7.0,,,,,,,,,,77275700004
2014,3,,4.0,,,,,,,2.0,,,2.0,1.0,,69.0,,,,,,,,,,30000090175
2014,1,,1.0,,,,,2.0,1.0,5.0,,7.0,4.0,,,101.0,,,,,,,,,,10000013778
2014,3,,1.0,,,,,,,,,,,,,13.0,,,,,,,,,,30000058291
2014,7,,6.0,,11.0,4.0,,,,,,,,,3.0,567.0,,,,,,,,,,757-1175755
2014,2,,1.0,,,,,,,,,,6.0,,,19.0,,,,,,,,,,20003690662
2014,5,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,50000001367
2014,3,,1.0,,,,,,,,,,10.0,,,16.0,,,,,,,,,,30000034977
2014,5,,1.0,,,,,,,9.0,,115.0,,,,,,,,,,,,,,50000060269
2014,7,,1.0,,,,,,2.0,,,1.0,,,,2.0,,,,,,,,,,720-0353048
2014,5,,7.0,,,,,,5.0,13.0,,2.0,,,,8.0,,,,,,,,,,50000068187
2014,3,,1.0,,,,,,,2.0,,,,,,13.0,,,,,,,,,,30000005095
2014,7,,3.0,,5.0,,,,155.0,,,182.0,,3.0,,30.0,,,,,,,,,,72149009991
2014,1,,1.0,,,,,,,2.0,,,,,,64.0,,,,,,,,,,10000700890
2014,5,,2.0,2.0,,,,,,,1.0,,,,,,,,,,,,,,,50000007748
2014,3,,1.0,,,,,,,,,,2.0,,,24.0,,,,,,,,,,30000011886
2014,3,,1.0,,,,,,1.0,,,1.0,,,,3.0,,,,,,,,,,30000012135
2014,1,,3.0,,,,,3.0,5.0,1.0,,20.0,1.0,3.0,1.0,142.0,,,,,,,,,,10000024891
2014,3,,1.0,,,,,,,3.0,,,2.0,,,22.0,,,,,,,,,,30000000953
2014,5,,10.0,,,,,,13.0,1.0,,,2.0,1.0,,54.0,,,,,,,,,,50000061004
2014,3,,1.0,,,,,4.0,,,,,,,,116.0,,,,,,,,,,30000058564
2014,3,,1.0,,,,,,,,,,,,,64.0,,,,,,,,,,30000058171
2014,7,,2.0,,,,,,5.0,,,141.0,,,,82.0,,,,,,,,,,701-0464609
2014,3,,1.0,,,,,,,5.0,,,,,,26.0,,,,,,,,,,30000035036
2014,7,,3.0,,8.0,2.0,,,4.0,1.0,,96.0,,,,27.0,,,,,,,,,,733-0231744
2014,5,,1.0,,,,,,,,,1.0,3.0,,,15.0,,,,,,,,,,50000066538
2014,3,,1.0,,,,,,,1.0,,,,,,8.0,,,,,,,,,,30000017123
2014,3,,4.0,,,,,,1.0,,,1.0,17.0,,,41.0,,,,,,,,,,30000015912
2014,7,,1.0,,,,,,5.0,1.0,,40.0,,,,60.0,,,,,,,,,,793-1231049
2014,1,,2.0,,,,,,,1.0,,,,,1.0,17.0,,,,,,,,,,10000004238
2014,5,,1.0,,,,,,20.0,,,1.0,,,,17.0,,,,,,,,,,50000061315
2014,3,,1.0,,,,,,,,,,,,,15.0,,,,,,,,,,30000026411
2014,7,,6.0,,,,,,,,,,,,2.0,8.0,,,,,,,,,,795-4782088
2014,9,,33.0,,,,,7.0,28.0,2.0,,,,6.0,,37.0,,,,,,,,,,90000837260
2014,1,,1.0,,,,,,,1.0,,1.0,1.0,,,8.0,,,,,,,,,,10000007115
2014,3,,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,30000009719
2014,7,,3.0,,4.0,,,,65.0,1.0,,104.0,,,1.0,321.0,,,,,,,,,,734-2000096
2014,3,,1.0,,,,,,,,,,3.0,,,47.0,,,,,,,,,,30000021716
2014,5,,1.0,,,,,,3.0,43.0,,,20.0,2.0,1.0,104.0,,,,,,,,,,50000023521
2014,1,,1.0,,,,,,,,1.0,,,,,28.0,,,,,,,,,,10000000324
2014,7,,4.0,,1.0,13.0,,,,,,,,,,4597.0,,,,,,,,,,743-1965151
2014,7,,1.0,,23.0,,,,,,,,,,1.0,47.0,,,,,,,,,,720-0960457
2014,1,,1.0,,,,,,2.0,,,,3.0,,,7.0,,,,,,,,,,10000024264
2014,2,,1.0,,,,,,2.0,2.0,,,6.0,,,48.0,,,,,,,,,,20002562164
2014,7,,1.0,,2.0,1.0,,,,,,,,,,18.0,,,,,,,,,,752-2075704
2014,7,,2.0,,2.0,1.0,,,,,,8.0,,,,140.0,,,,,,,,,,738-2749215
2014,3,,1.0,,,,,5.0,1.0,,,4.0,,,,72.0,,,,,,,,,,30000034363
2014,2,,1.0,,,,,1.0,,3.0,,,1.0,,,19.0,,,,,,,,,,20001447639
2014,7,,1.0,,2.0,,,,1.0,,,,,2.0,1.0,33.0,,,,,,,,,,786-1092244
2014,3,,3.0,,,,,1.0,,1.0,,,1.0,,,80.0,,,,,,,,,,30000058054
2014,3,,1.0,,,,,,,1.0,,1.0,3.0,,,34.0,,,,,,,,,,30000017884
2014,7,,4.0,,,,,,,,,,,,,,,,,,,,,,,727-2849078
2014,3,,2.0,,,,,1.0,1.0,1.0,2.0,7.0,4.0,,1.0,60.0,,,,,,,,,,30000005766
2014,3,,1.0,,,,,2.0,,,,,,,,60.0,,,,,,,,,,30000035541
2014,9,,19.0,1.0,,,,10.0,6.0,17.0,5.0,3.0,1.0,30.0,,643.0,,,,,,,,,,90000675332
2014,9,,7.0,,1.0,,,25.0,11.0,17.0,5.0,1.0,18.0,1.0,,606.0,,,,,,,,,,90000682611
2014,2,,1.0,,,,,,,4.0,,,1.0,,,39.0,,,,,,,,,,20000398350
2014,2,,1.0,,,,,10.0,1.0,5.0,1.0,9.0,66.0,2.0,,321.0,,,,,,,,,,20000456045
2014,2,,2.0,,,,,1.0,1.0,,1.0,,1.0,,5.0,51.0,,,,,,,,,,20000617024
2014,5,,1.0,,,,,,,,,,,,,,,,,,,,,,,50000012425
2014,7,,3.0,,6.0,,,,,,,123.0,,,,52.0,,,,,,,,,,742-1554181
2014,1,,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,,,,10000007748
2014,3,,1.0,,,,,,1.0,,,,,,,3.0,,,,,,,,,,30000021448
2014,7,,4.0,,10.0,2.0,,,,,,7.0,,,,61.0,,,,,,,,,,754-1822464
2014,7,,1.0,1.0,1.0,,,,3.0,,,,,,,216.0,,,,,,,,,,726-0423240
2014,2,,1.0,,,,,,1.0,,,,,,,6.0,,,,,,,,,,20000150035
2014,2,,1.0,,,,,,5.0,,,6.0,,,,7.0,,,,2.0,,,,,,20000685676
2014,3,,3.0,1.0,,,,,,2.0,,,1.0,1.0,,15.0,,,,,,,,,,30000057607
2014,7,,16.0,,,,,,,,,,,6.0,,1.0,,,,,,,,,,713-3670961
2014,2,,2.0,,2.0,,,,,,,9.0,1.0,,1.0,32.0,,,,,,,,,,20003374298
2014,3,,1.0,1.0,,,,,,5.0,,,1.0,,,59.0,,,,,,,,,,30000034119
2014,2,,5.0,,,,,,1.0,,,,5.0,,1.0,131.0,,,,,,,,,,20003635533
2014,9,,663.0,24.0,,,,1.0,2.0,,,,,128.0,1.0,96.0,,,,,,,,,,90002489805
2014,1,,1.0,,,,,,,,,,,,,10.0,,,,,,,,,,10000020157
2014,3,,1.0,,,,,,,,,,,,,10.0,,,,,,,,,,30000027244
2014,3,,5.0,1.0,,,,1.0,,,,,,,,12.0,,,,,,,,,,30000001768
