year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q052,q064,arid
2010,7,8.0,,,,,,,17.0,,,,,,,1278.0,,,,,,,,,,77071400009
2010,1,24.0,,,,,,2.0,,,,,,,,51.0,,,,,,,,,,10000011573
2010,3,1.0,,,,,,,,,,1.0,,,,8.0,,,,,,,,,,30000026530
2010,4,23.0,,,,,,1.0,4.0,2.0,,6.0,,1.0,2.0,161.0,,,,,,,,,,40000004474
2010,5,78.0,,,,,,,4.0,,,2.0,,,,1.0,,,,,,,,,,50000009589
2010,1,188.0,153.0,10.0,,,,173.0,5.0,41.0,2.0,34.0,39.0,18.0,3.0,1613.0,,,,,11.0,10.0,,,,10000023695
2010,5,13.0,,,,,,1.0,,,,,,,,7.0,,,,,,,,,,50000066595
2010,7,4.0,,,5.0,,,,,1.0,,,,,,8.0,,,,,,,,,,77545800001
2010,2,2.0,566.0,75.0,1.0,,,3.0,12.0,37.0,19.0,25.0,166.0,55.0,18.0,1655.0,,,,,18.0,,,,,20000233031
2010,5,23.0,,,2.0,,,,25.0,1.0,,73.0,,,1.0,184.0,,,,,,,,,,50000024692
2010,3,5.0,,,,,,,6.0,1.0,,,1.0,2.0,1.0,42.0,,,,,2.0,1.0,,,,30000009064
2010,5,5.0,,,,,,,,,,,,,,,,,,,,,,,,50000068421
2010,3,13.0,,,,,,1.0,2.0,,,,,,1.0,27.0,,,,,,,,,,30000009788
2010,4,1.0,4.0,,,,,19.0,,9.0,,11.0,,2.0,1.0,151.0,,,,,,,,,,40000003536
2010,3,36.0,,,,,,,,,,2.0,,,1.0,15.0,,,,,,,,,,30000029121
2010,3,15.0,,,,,,1.0,,,,,6.0,,1.0,14.0,1.0,,,,,,,,,30000000902
2010,5,15.0,,,,,,,,,,1.0,,,,74.0,,,,,,,,,,50000009845
2010,4,2.0,1.0,,1.0,,,,,,,14.0,,,,404.0,,,,,,,,,,40043031982
2010,2,20.0,84.0,10.0,66.0,,,95.0,10.0,19.0,,266.0,14.0,8.0,,1949.0,,1.0,,,,,,,,20000501105
2010,7,60.0,,,,,,1.0,14.0,,,,,,1.0,15.0,,,,,,,,,,720-3757393
2010,7,48.0,,,,,,16.0,2.0,,,4.0,,,,19.0,,,,,,,,,,726-2689428
2010,2,35.0,2.0,,,,,,,14.0,,88.0,,1.0,6.0,78.0,,,,,,,,,,20001194951
2010,7,5.0,2.0,,,,,,,,,59.0,,,,40.0,,,,,,,,,,776-0629353
2010,3,11.0,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,30000016179
2010,5,17.0,,,,,,,,,,1.0,,,,12.0,,,,,,,,,,50000064880
2010,3,22.0,1.0,,,,,7.0,,,,3.0,,,2.0,53.0,,,,,,,,,,30000010619
2010,3,38.0,,,,,,,3.0,,,2.0,,,3.0,28.0,,,,,,,,,,30000016375
2010,5,17.0,2.0,,3.0,,,,1.0,,,,,,,5.0,,,,,,,,,,50000068485
2010,3,11.0,,,,,,,,1.0,,,,,,10.0,,,,,,,,,,30000010007
2010,5,25.0,,,,,,,,12.0,,2.0,,,,4.0,,,,,,,,,,50000001472
2010,7,36.0,,,,,,,,,,,,,,4.0,,,,,,,,,,737-1400739
2010,5,34.0,,,,,,,,,,,,,,,,,,,,,,,,50000004968
2010,3,18.0,584.0,51.0,29.0,,,198.0,141.0,70.0,64.0,220.0,71.0,50.0,23.0,6114.0,,,,,4.0,,,,,30000009846
2010,4,1.0,2.0,,14.0,,,,,,,,,1.0,,25.0,,,,,,,,,,40000008070
2010,3,1.0,1.0,,,,,4.0,2.0,2.0,,2.0,2.0,,,82.0,,,,,,,,,,30000004048
2010,5,3.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,50000062568
2010,3,3.0,,,,,,,,1.0,,1.0,,,,17.0,,,,,,,,,,30000008035
2010,1,191.0,10.0,2.0,,,,25.0,8.0,16.0,,3.0,63.0,4.0,4.0,644.0,,,,,,,,,,10000000209
2010,1,3.0,,,,,,,,,,1.0,,,,6.0,,,,,,,,,,130-0164951
2010,5,2.0,,,,,,,,,,,,,,1.0,,,,,,,,,,50000003061
2010,2,27.0,13.0,2.0,1.0,,,7.0,1.0,8.0,,15.0,93.0,1.0,2.0,269.0,,,,,3.0,,,,,20000542649
2010,3,21.0,,,,,,,,,,,1.0,,1.0,11.0,,,,,,,,,,338-3566754
2010,1,96.0,1.0,,,,,6.0,6.0,4.0,,,3.0,,,68.0,,,,,2.0,,,,,10000014488
2010,7,3.0,,,2.0,,,,,2.0,,,,,,11.0,,,,,,,,,,726-2049351
2010,3,22.0,,,,,,2.0,,1.0,,2.0,,,2.0,12.0,,,,,,,,,,30000010157
2010,3,9.0,83.0,9.0,,,,16.0,,2.0,,,21.0,1.0,,543.0,,,,,,,,,,30000017985
2010,5,17.0,,,,,,,,,,1.0,,,,60.0,,,,,,,,,,50000024524
2010,1,10.0,,,,,,23.0,,5.0,,1.0,8.0,1.0,,358.0,,,,,4.0,,,,,10000012072
2010,1,30.0,,,,,,1.0,2.0,,,,8.0,,,18.0,,,,,,,,,,10000005425
2010,3,3.0,,,,,,,,,,1.0,,,1.0,12.0,,,,,,,,,,30000014471
2010,3,54.0,,,,,,,,1.0,,1.0,1.0,,,22.0,,,,,,,,,,30000019980
2010,1,35.0,,,,,,2.0,,,,5.0,2.0,,,157.0,,,,,,,,,,10000023038
2010,3,1.0,1.0,1.0,,,,2.0,,3.0,,4.0,4.0,,,96.0,,,,,1.0,1.0,,,,30000019506
2010,3,26.0,2.0,1.0,,,,,,,,,,1.0,,188.0,,,,,,,,,,30000021440
2010,2,8.0,,,,,,4.0,2.0,,,2.0,,,,30.0,,,,,1.0,,,,,20000636771
2010,5,2.0,,,,,,,,,,,,,,,,,,,,,,,,50000063932
2010,3,3.0,,,,,,,1.0,,,,,,,4.0,,,,,2.0,,,,,30000008283
2010,1,11.0,336.0,47.0,42.0,,,313.0,305.0,583.0,22.0,68.0,7.0,27.0,23.0,5120.0,,,,,1.0,,,,,10000001316
2010,4,11.0,11.0,,,,,3.0,,1.0,,,1.0,,,9.0,,,,,,,,,,40000005991
2010,7,3.0,2.0,1.0,6.0,,,,,,,,,,,127.0,,,,,,,,,,722-3753355
2010,2,7.0,,,,,,13.0,5.0,3.0,,2.0,2.0,1.0,1.0,124.0,,,,,,,,,,20000074140
2010,1,336.0,1.0,,,,,,1.0,10.0,,4.0,48.0,1.0,,156.0,,,,,,,,,,10000014206
2010,3,2.0,,,,,,65.0,,,,,,,,,,,,,,,,,,335-1805251
2010,1,3.0,8.0,2.0,,,,2.0,,2.0,,1.0,,1.0,,92.0,,,,,,,,,,10000017043
2010,3,8.0,,,,,,2.0,27.0,,,,,,,60.0,,,,,,,,,,30000019006
2010,3,28.0,,,,,,,,,,,1.0,2.0,,3.0,,,,,,,,,,30000014361
2010,3,41.0,3.0,,,,,54.0,,21.0,1.0,29.0,21.0,,1.0,184.0,,,,,,,,,,30000016450
2010,2,16.0,,,,,,2.0,3.0,,,3.0,,,,39.0,,,,,,,,,,20000601416
2010,7,3.0,,,8.0,,,3.0,4.0,,,,,,,39.0,,,,,,,,,,781-0615913
2010,3,1.0,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,30000015868
2010,7,4.0,20.0,2.0,24.0,,,,2.0,,,22.0,,,,155.0,,,,,,,,,,71635900004
2010,2,1.0,1.0,,,,,2.0,,6.0,,2.0,1.0,,,93.0,,,,,,,,,,20000546544
2010,3,5.0,1.0,,,,,,,,,,,,2.0,1.0,,,,,,,,,,30000019919
2010,7,4.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,70142309995
2010,7,1.0,,,8.0,,,,,,,,,,1.0,81.0,,,,,,,,,,77983500003
2010,7,12.0,,,,,,6.0,32.0,,,,,,,7220.0,,,,,9.0,,,,,720-0304793
2010,3,4.0,,,,,,,,,,,,,,3.0,,,,,,,,,,30000009620
2010,4,228.0,,,,,,6.0,1.0,,,4.0,1.0,,,21.0,,,,,,,,,,40000007788
2010,3,1.0,4.0,,,,,6.0,1.0,,,2.0,3.0,,,31.0,,,,,,,,,,30000018238
2010,2,1.0,,,,,,2.0,,,,,,,,9.0,,,,,,,,,,20000846619
2010,3,3.0,2.0,2.0,,,,2.0,,3.0,,1.0,4.0,,,19.0,,,,,1.0,,,,,30000012969
2010,5,7.0,12.0,,3.0,,,27.0,,,,,2.0,1.0,1.0,42.0,,,,,,,,,,50000023521
2010,3,7.0,,,,,,1.0,,1.0,,,,,,36.0,,,,,,,,,,30000013242
2010,3,15.0,,,,,,,,,,2.0,,,,6.0,,,,,,,,,,338-3602342
2010,1,21.0,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,10000014617
2010,7,211.0,,,,,,5.0,,,,15.0,,,19.0,3173.0,,,,,,,,,,72467100004
2010,7,33.0,2.0,,,,,6.0,,,,,3.0,,,12.0,,,,,,,,,,784-1553724
2010,2,1.0,3.0,,,,,12.0,1.0,10.0,,,45.0,,,207.0,,5.0,,,,,,,,20000991340
2010,1,7.0,,,,,,5.0,,2.0,,2.0,,,,49.0,,1.0,,,,,,,,10000011443
2010,3,21.0,,,,,,5.0,3.0,3.0,,10.0,3.0,,2.0,61.0,,,,,,,,,,30000005216
2010,2,145.0,3.0,,,,,,5.0,,,3.0,,,3.0,134.0,,,,,1.0,,,,,20002713368
2010,3,20.0,2.0,,,,,9.0,,,,,,,,23.0,,,,,,,,,,30000034603
2010,7,18.0,,,,,,,210.0,,,,,,4.0,12940.0,,,,,,,,,,73802909995
2010,3,25.0,,,,,,3.0,2.0,2.0,,1.0,1.0,,1.0,95.0,,,,,,,,,,30000015359
2010,7,4.0,3.0,,26.0,,,,,,,82.0,,,3.0,632.0,,,,,,,,,,73213309992
2010,3,12.0,,,,,,3.0,1.0,,,,,,,1.0,,,,,,,,,,30000001047
2010,7,2.0,,,,,,,,,,,,,,,,,,,,,,,,70704610010
2010,7,60.0,1.0,,,,,,1.0,,,,,,,30.0,,2.0,,,,,,,,730-0376657
2010,3,9.0,3.0,,,,,2.0,4.0,,,6.0,,,1.0,42.0,,5.0,,,,,,,,30000005766
2010,3,26.0,,,,,,2.0,2.0,1.0,,1.0,,,1.0,44.0,,,,,3.0,,,,,30000034611
2010,3,12.0,,,,,,1.0,,,,,,,,29.0,,,,,,,,,,30000013055
2010,3,1.0,13.0,1.0,1.0,,,3.0,2.0,2.0,,,,4.0,,53.0,,,,,,,,,,30000027244
2010,3,2.0,,,,,,,,4.0,,,,,,24.0,,,,,,,,,,30000005033
2010,2,23.0,,,,,,2.0,1.0,,,,,,1.0,10.0,,,,,,,,,,20000786555
2010,5,3.0,,,,,,,,,,1.0,,,1.0,24.0,,,,,,,,,,50000017012
2010,1,14.0,,,,,,1.0,,,,,,,,,,,,,,,,,,10000001154
2010,2,24.0,,,,,,19.0,,1.0,1.0,2.0,2.0,,,126.0,,,,,1.0,,,,,20000596848
2010,3,1.0,,,,,,2.0,,,,,3.0,,,5.0,,,,,1.0,,,,,30000001566
2010,2,43.0,,,,,,,3.0,,,,,,,1.0,,,,,,,,,,20000408642
2010,3,32.0,1.0,,,,,2.0,,,,1.0,,,,11.0,,,,,,,,,,30000014816
2010,3,2.0,,,,,,5.0,,,,,4.0,,,33.0,,,,,,,,,,30000033458
2010,3,35.0,,,,,,9.0,,1.0,,2.0,,,,92.0,,,,,,,,,,30000017393
2010,4,1.0,1.0,,,,,12.0,4.0,1.0,,,,,,30.0,,19.0,,,1.0,3.0,,,,40000000887
2010,3,4.0,27.0,2.0,1.0,,,22.0,,7.0,,1.0,1.0,6.0,1.0,28.0,,,,,,,,,,30000012010
2010,7,37.0,6.0,,2.0,,,,,,,,,,,,,,,,7.0,,,,,73032309995
2010,2,1.0,,,,,,4.0,,3.0,,,2.0,,1.0,69.0,,,,,,,,,,20000184142
2010,3,24.0,,,,,,4.0,1.0,2.0,,6.0,14.0,,,31.0,,,,,1.0,,,,,30000015714
2010,3,9.0,,,,,,,38.0,1.0,,,3.0,,,17.0,,,,,,,,,,30000019744
2010,3,5.0,21.0,1.0,,,,21.0,38.0,62.0,1.0,,2.0,,,179.0,,,,,,,,,,30000016191
2010,4,3.0,1.0,,,,,,,2.0,,1.0,,,,5.0,,,,,,1.0,,,,40000006326
2010,3,27.0,1.0,,,,,,1.0,2.0,,,,,1.0,17.0,,,,,2.0,,,,,30000019234
2010,4,475.0,,,,,,1.0,2.0,,1.0,7.0,,,,49.0,,,,,,,,,,40000000257
2010,3,42.0,,1.0,,,,18.0,1.0,1.0,,30.0,,1.0,1.0,104.0,,,,,,,,,,30000018408
2010,5,24.0,8.0,,,,,,1.0,1.0,,8.0,,,1.0,7.0,,,,,,,,,,50000062514
2010,3,23.0,,,,,,2.0,,,,,2.0,,1.0,34.0,,,,,,,,,,30000011670
2010,3,15.0,1.0,,,,,8.0,1.0,,,,,,2.0,25.0,,,,,2.0,,,,,30000014629
2010,7,1.0,67.0,10.0,302.0,,,,2.0,2.0,,362.0,,16.0,1.0,1132.0,,,,,,,,,,795-4623407
2010,1,7.0,,,,,,3.0,,,,,1.0,,,21.0,,,,,1.0,,,,,10000014221
2010,3,2.0,5.0,,,,,5.0,1.0,,,1.0,1.0,,1.0,149.0,,,,,5.0,,,,,30000012441
2010,1,14.0,40.0,1.0,,,,17.0,18.0,2.0,,49.0,,2.0,,391.0,,,,,1.0,,,,,10000024891
2010,3,2.0,1.0,,,,,1.0,,,,,,,,293.0,,,,,,,,,,30000014587
2010,7,11.0,1.0,,,,,,,,,,,,,15.0,,,,,,,,,,77748100001
2010,3,1.0,6.0,,,,,3.0,,1.0,,1.0,1.0,,,62.0,,,,,,,,,,30000016606
2010,4,1.0,2.0,,,,,,,1.0,,17.0,,,,41.0,,,,,,,,,,40000015525
2010,3,15.0,2.0,1.0,,,,5.0,7.0,7.0,1.0,,9.0,4.0,2.0,144.0,,1.0,,,2.0,,,,,30000015219
2010,3,132.0,1.0,,,,,4.0,,3.0,,18.0,,,,15.0,,,,,,,,,,30000013177
2010,3,10.0,2.0,,,,,4.0,,1.0,,1.0,1.0,,1.0,43.0,,,,,,,,,,30000017749
2010,2,7.0,,,,,,1.0,,,,,25.0,,,36.0,,,,,,,,,,20000719656
2010,1,92.0,3.0,,,,,1.0,,1.0,,4.0,,,,108.0,,,,,4.0,1.0,,,,10000009408
2010,3,8.0,,,,,,,,,,1.0,3.0,,1.0,13.0,,,,,,,,,,30000002467
2010,5,2.0,1.0,,,,,,1.0,,,,,,,44.0,,,,,,,,,,50000024438
2010,3,11.0,,,,,,1.0,,,,,2.0,,,25.0,1.0,,,,,,,,,30000014445
2010,7,26.0,17.0,,24.0,,,301.0,,,,259.0,,,,1165.0,,,,,,,,,,73028209994
2010,2,2.0,,,,,,,,,,,,,,3.0,,,,,,,,,,20003104039
2010,7,5.0,,,,,,,4.0,,,,,,,,,,,,,,,,,741-1592297
2010,1,5.0,7390.0,1108.0,5164.0,10.0,11.0,146.0,2550.0,67.0,2.0,5605.0,64.0,453.0,656.0,52051.0,,,,,4.0,,,,,10000013044
2010,1,13.0,,,,,,8.0,,5.0,,6.0,1.0,,1.0,38.0,,,,,,,,,,10000014260
2010,3,2.0,,,,,,,2.0,,,,,,,12.0,,1.0,,,,,,,,30000013025
2010,3,25.0,,,,,,,1.0,1.0,,3.0,,,3.0,34.0,,,,,,,,,,30000005019
2010,7,5.0,,,,,,,,,,,,,,2.0,,,,,,,,,,77673900008
2010,4,5.0,3.0,,,,,,,,,2.0,,,,62.0,,,,,,,,,,40000008569
2010,3,6.0,,,,,,2.0,,,,,4.0,,,20.0,,,,,,,,,,30000034862
2010,1,3.0,,,,,,3.0,,,1.0,,2.0,,,55.0,,,,,,,,,,10000010254
2010,5,9.0,,,,,,,,,,,,,,3.0,,,,,,,,,,50000061759
2010,5,1.0,,,,,,,4.0,,,,,,,,,,,,,,,,,50000011300
2010,1,8.0,25.0,,123.0,,,,,,,,,3.0,2.0,2317.0,,,,,,,,,,120-5296249
2010,3,6.0,,,,,,1.0,,,,,1.0,,,7.0,,,,,,,,,,30000011623
2010,3,1.0,,,,,,,1.0,1.0,,,,,1.0,32.0,,,,,,,,,,30000020856
2010,3,1.0,1.0,1.0,,,,1.0,3.0,3.0,,1.0,9.0,1.0,1.0,25.0,,,,,,,,,,30000034186
2010,7,1.0,1.0,,,,,9.0,,,,,,,,,,,,,,,,,,71031600004
2010,5,46.0,1.0,1.0,,,,2.0,5.0,1.0,,,2.0,,1.0,35.0,,,,,,,,,,50000024694
2010,3,3.0,,,,,,4.0,,1.0,,4.0,,,,242.0,,,,,,,,,,30000012627
2010,7,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,77555300005
2010,7,1.0,,,,,,6.0,20.0,,,,,,,4016.0,,,,,1.0,,,,,720-0142846
2010,1,46.0,562.0,47.0,292.0,,,,68.0,,,85.0,,16.0,3.0,20139.0,,,,,,,,,,10000023743
2010,4,32.0,5.0,,6.0,,,,3.0,,,3.0,,1.0,,1221.0,,,,,,,,,,40000006809
2010,3,128.0,,,,,,2.0,5.0,1.0,,2.0,9.0,,,31.0,8.0,,,,,,,,,30000008141
2010,3,1.0,10.0,4.0,,,,8.0,25.0,,1.0,7.0,46.0,1.0,,64.0,,,,,,,,,,30000028489
2010,1,1.0,2.0,,,,,,1.0,,,5.0,,,1.0,80.0,,2.0,,,1.0,,,,,10000002725
2010,3,2.0,,,10.0,,,4.0,,,,1.0,,,,5.0,,,,,,,,,,30000012299
2010,7,11.0,,,,,,,,,,,,,,192.0,,,,,,,,,,71461700004
2010,7,2.0,,,,,,,,,,,,,,107.0,,,,,,,,,,72172609997
2010,3,12.0,1.0,,,,,4.0,,,,,,,,32.0,,,,,,,,,,30000028530
2010,5,1.0,,,,,,,,,,4.0,,,,,,,,,,,,,,543-1847878
2010,3,1.0,,,,,,,,,,,,,,13.0,,,,,,,,,,30000016631
2010,2,12.0,427.0,42.0,112.0,,,,38.0,,,,,40.0,50.0,9170.0,,,,,,,,,,20002712969
2010,1,9.0,,,,,,,,,,,,,,23.0,,,,,,,,,,133-1005790
2010,5,47.0,2.0,,,,,5.0,5.0,1.0,,1.0,,,1.0,17.0,,,,,1.0,,,,,50000015802
2010,5,28.0,39.0,7.0,1.0,,,,,,,1.0,,2.0,,55.0,,,,,,,,,,50000004735
2010,2,5.0,5.0,,,,,,3.0,,,,2.0,,,22.0,1.0,,,,,,,,,20000272218
2010,3,7.0,,,,,,,,,,1.0,,,,5.0,,,,,,,,,,30000012384
2010,3,1.0,,,,,,1.0,,,,,1.0,,,2.0,,,,,,,,,,30000026594
2010,7,40.0,,,,,,,99.0,,,,,,,8.0,,,,,,,,,,763-1052225
2010,7,57.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,71471109991
2010,4,6.0,7.0,,2.0,,,,,,,4.0,,,,381.0,,,,,,,,,,40710456844
2010,7,89.0,1.0,,27.0,,,,65.0,,,,,,50.0,1144.0,,,1.0,,2.0,,,,,76443809990
2010,4,1.0,7.0,,,,,1.0,,,,,1.0,,1.0,161.0,,,,,1.0,,,,,40000014544
2010,1,8.0,,,,,,,,,,,2.0,,,44.0,,1.0,,,,,,,,10000014369
2010,4,76.0,1.0,,,,,11.0,,,,4.0,59.0,,1.0,160.0,,,,,,,,,,40000004192
2010,1,52.0,168.0,30.0,2.0,,,9.0,47.0,19.0,,28.0,4.0,29.0,6.0,2360.0,1.0,,,,1.0,,,,,10000007745
2010,3,11.0,,,,,,,,,,,,,,32.0,,,,,,,,,,30000008698
2010,3,6.0,,,,,,,,,,,,,,25.0,,,,,,,,,,30000002469
2010,5,5.0,,,,,,,,,,,,,,1.0,,,,,,,,,,50000066258
2010,4,2.0,1.0,,,,,2.0,2.0,,,,2.0,,,3.0,,,,,,,,,,40000003997
2010,5,1.0,,,,,,,1.0,,,1.0,,,,18.0,,,,,,,,,,531-1690008
2010,3,39.0,,,,,,,1.0,8.0,,1.0,4.0,1.0,,368.0,,,,,,,,,,30000010216
2010,7,17.0,,,6.0,,,143.0,208.0,,,5.0,,,3.0,3035.0,,2.0,,,,,,,1.0,76430800000
