year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q064,arid
2012,7,,,,1.0,,,,,,,,,,1.0,58.0,,,,,,,,,71146500007
2012,7,,,,2.0,,,,,,,,,,,,,,,,,,,,711-3412303
2012,7,,,,2.0,,,,1.0,,,,,2.0,2.0,406.0,,,,,,,,,726-0595342
2012,7,,,,257.0,,,,,,,,,,1.0,14.0,,,,,,,,,726-2049351
2012,7,,,,18.0,,,,,,,,,,,1.0,,,,,,,,,732-0273125
2012,7,,,,4.0,,,,,,,,,,1.0,152.0,,,,,,,,,736-4045996
2012,7,,,,7.0,,,,7.0,,,,,,,8.0,,,,,,,,,738-2799035
2012,7,,,,20.0,,,,,,,129.0,,,,401.0,,,,,2.0,1.0,,,791-1780488
2012,7,,,,25.0,,,,,,,,,3.0,,88.0,,,,,,,,,722-3157857
2012,7,,,,51.0,,,,,,,,,,2.0,1448.0,,,,,,,,,795-4539084
2012,7,,,,4.0,,,,,,,,,,,264.0,,,,,,,,,713-4362989
2012,7,,,,4.0,,,,,,,,,,,666.0,,,,,,,,,788-0209429
2012,7,,,,5.0,,,,,,,,,,,100.0,,,,,,,,,720-2485875
2012,7,,,,4.0,,,,,,,,,,,,,,,,,,,,786-0979719
2012,7,,,,1.0,,,,1607.0,,,2.0,,2.0,,624.0,,,,10.0,4288.0,,,,762-0997810
2012,1,,,,19.0,,,,,,,,,4.0,,,,,,,,,,,10000708857
2012,7,,,,4.0,,,,,1.0,,,,4.0,,48.0,,,,,,,,,77082200001
2012,1,,,,1.0,,,,,,,,,1.0,,240.0,,,,,,,,,10000703835
2012,7,,,,8.0,,,,,,,,,2.0,,31.0,,,,,,,,,722-3665409
2012,7,,,,81.0,,,,,,,296.0,,,,1424.0,,,,,,,,,733-0440315
2012,7,,,,11.0,,,,,,,,,,,2145.0,,,,,,,,,777-0605392
2012,7,,,,1.0,,,,,,,1.0,,,,41.0,,,,,,,,,71461400001
2012,7,,,,16.0,,,,,,,,,,,1027.0,,,,,,,,,758-2200634
2012,7,,,,7.0,,,,,,,6.0,,,,4.0,,,,,,,,,70546509997
2012,7,,,,12.0,,,,,4.0,,,,,,1.0,,,,,,,,,752-2337558
2012,7,,,,1.0,,,,,,,,,,,108.0,,,,,,,,,788-0505956
2012,7,,,,4.0,,,,,,,1.0,,,,53.0,,,,,,,,,714-1886719
2012,5,,,,1.0,,,,71.0,,,14.0,26.0,3.0,7.0,876.0,,,,,,,,,504-3660901
2012,7,,,,4.0,,,,1.0,,,,,,,19.0,,,,,,,,,722-3537421
2012,7,,,,25.0,,,,,,,,,1.0,,29.0,,,,,,,,,795-4523866
2012,9,,,,3.0,,,,9.0,,,,,,,263.0,,,,,,,,,942-1472314
2012,7,,,,3.0,,,,,,,,,,2.0,656.0,,,,,,,,,734-1194858
2012,1,,,,1.0,,,1.0,1.0,,,1.0,,,,47.0,,,,,,28.0,,,10000712504
2012,7,,,,13.0,,,,,,,,,,,151.0,,,,,,,,,77851800005
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,768-0314095
2012,7,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,777-0575554
2012,7,,,,2.0,,,,,,,,,,,,,,,,,,,,752-2276553
2012,7,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,77902600002
2012,7,,,,7.0,1.0,,,,,,,,,2.0,84.0,,,,,,,,,733-0649866
2012,7,,,,3.0,,,,,,,,,,,8.0,,,,,,,,,711-3616531
2012,7,,,,13.0,,,,1.0,,,2.0,,,,222.0,,,,,,,,,762-1859487
2012,1,,,,3.0,,,,1.0,,,,,,,1038.0,,,,,,,,,10000023922
2012,7,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,720-2718340
2012,7,,,,1.0,,,,,,,,,,,359.0,,,,,,,,,784-1347792
2012,7,,,,5.0,,,,,,,,,,,,,,,,,,,,713-3442065
2012,1,,,,12.0,,,,,,,18.0,,,,41.0,,,,,,,,,10000708070
2012,3,,,,1.0,,,,,,,,,,,181.0,,,,,,,,,327-0684906
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,71935300001
2012,5,,,,3.0,,,,,,,,,,,,,,,,,,,,50000006328
2012,7,,,,2.0,,,,,,,,,,,91.0,,,,,,,,,726-3295749
2012,3,,,,1.0,,,,,,,,,,,25.0,,,,,,,,,30000014679
2012,7,,,,5.0,,,,,,,,,,,11.0,,,,,,,,,720-3828708
2012,2,,,,7.0,2.0,,,,,,,,,,425.0,,,,,,,,,20000592448
2012,5,,,,1.0,,,,,,,2.0,,,,27.0,,,,,,,,,50000024693
2012,1,,,,11.0,,,,,,,,,,,86.0,,,,,,,,,127-2819596
2012,3,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,399-0359290
2012,7,,,,2.0,,,,,,,,,,,,,,,,,,,,76451209990
2012,5,,,,2.0,,,,,,,,,,,7.0,,,,,,,,,50000068416
2012,1,,,,17.0,2.0,,,,2.0,,,2.0,,1.0,3716.0,,,,,,,,,10000023748
2012,1,,,,2.0,,,,,,,1.0,,,3.0,114.0,,,,,,,,,10000702825
2012,3,,,,24.0,1.0,,,5.0,,,,,,,3068.0,,,,,2.0,,,,30000035495
2012,7,,,,45.0,,,,45.0,2.0,,,,1.0,2.0,1296.0,,,5.0,5.0,5.0,,,,768-0309242
2012,1,,,,1.0,,,,4.0,,,,,,,4.0,,,,,,,,,10000020862
2012,7,,,,24.0,1.0,,,,,,70.0,,,1.0,3.0,,,,,,,,,77527300003
2012,7,,,,10.0,,,,,,,2.0,,,,523.0,,,,,,,,,702-0793125
2012,7,,,,7.0,,,,,,,,,1.0,,39.0,,,,,,,,,704-3516820
2012,7,,,,1.0,,,,,,,1.0,,,,36.0,,,,,,,,,735-2352369
2012,7,,,,10.0,,,,,,,,,,,,,,,,,,,,726-1242154
2012,7,,,,8.0,,,,3.0,,54.0,,,1.0,,874.0,,4.0,,,,,,,727-2389039
2012,7,,,,27.0,,,,1.0,,,,,,,34.0,,,,,,,,,706-1819106
2012,7,,,,9.0,,,,,,,10.0,,,,16.0,,,,,,,,,73030909998
2012,7,,,,12.0,,,,,,,,,2.0,,154.0,,,,,,,,,706-1484285
2012,7,,,,7.0,,,,2.0,,,1.0,,,,7.0,,,,,,,,,72137100009
2012,7,,,,16.0,,,,,,,,,,,42.0,,,,,,,,,77983500003
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,727-0267182
2012,7,,,,22.0,,,,,,,,,,,799.0,,,,,,,,,752-2102740
2012,7,,,,13.0,,,,8.0,1.0,,134.0,,,2.0,854.0,,,,,,,,,71635900004
2012,7,,,,3.0,,,,,,,,,,,1.0,,,,,,,,,720-8207683
2012,7,,,,5.0,,,,,19.0,,1.0,,,,196.0,,,,,,,,,734-1719615
2012,7,,,,2.0,,,,,,,,,,,71.0,,,,,,,,,757-1171914
2012,7,,,,5.0,,,,,,,,,,,,,,,,,,,,720-1111927
2012,7,,,,11.0,1.0,,,,,,,,,,1174.0,,,,,,,,,748-1236121
2012,7,,,,2.0,,,,,,,,,,,39.0,,,,,,,,,727-3627801
2012,7,,,,5.0,,,,,,,126.0,,2.0,2.0,1242.0,,,,,,,,,775-2695327
2012,3,,,,1.0,,,,,1.0,,,,,,6.0,,,,,,,,,30000019215
2012,7,,,,3.0,,,,,,,,,,,2.0,,,,,,,,,733-0914481
2012,2,,,,6.0,,,,,,,,,,,132.0,,,,,,,,,20003614976
2012,7,,,,1.0,,,,,,,2.0,,,,18.0,,,,,,,,,726-0423240
2012,7,,,,2.0,,,,,,,,,,,3.0,,,,,,,,,720-2053401
2012,7,,,,1.0,,,,,,,,,,,405.0,,,,,,,,,77568300002
2012,7,,,,3.0,,,,,6.0,,42.0,,,3.0,311.0,,,,,,,,,754-1870627
2012,2,,,,4.0,,,,,,,25.0,,,,113.0,,,,,,,,,20003374298
2012,7,,,,22.0,,,,307.0,,,2055.0,,1.0,1.0,5146.0,,2.0,1.0,1.0,1.0,7.0,,2.0,795-2960716
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,765-0738229
2012,7,,,,15.0,,,,,2.0,,,,,,38.0,,,,,,,,,77053700008
2012,1,,,,19.0,,,,,,,,,,,25.0,,,,,,,,,10000013295
2012,1,,,,1.0,,,,,,,,,,,147.0,,,,,,,,,152-1991437
2012,7,,,,25.0,,,,,,,,,,,12.0,,,,,,,,,795-4588714
2012,5,,,,1.0,,,,1.0,,,1.0,,,,,,,,,,,,,50000024688
2012,7,,,,2.0,,,,,,,1.0,,,1.0,444.0,,,,,,,,,786-1092244
2012,7,,,,2.0,,,,1.0,,,2.0,,,,83.0,,,,,,,,,793-1248952
2012,7,,,,173.0,,1.0,,1.0,,,,,3.0,5.0,2235.0,,,,,,,,,775-3170028
2012,7,,,,29.0,,,,,,,254.0,,1.0,,77.0,,,,,,,,,742-1554181
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,723-2711801
2012,7,,,,13.0,,,,,,,,,,,,,,,,,,,,77523800002
2012,7,,,,2.0,,,,,,,2.0,,,2.0,11982.0,,,,,,,,,72467100004
2012,3,,,,1.0,,,,,,,,,,,20.0,,,,,,,,,30000058410
2012,7,,,,23.0,1.0,1.0,,,,,3.0,,,,,,,,,,,,,71177500008
2012,7,,,,37.0,,,,2.0,,,572.0,,,2.0,685.0,,,,,,,,,777-0158990
2012,7,,,,11.0,,,,27.0,,,30.0,,,,1114.0,,,,,,,,,784-0849361
2012,7,,,,4.0,,,,,,,,,,,6.0,,,,,,,,,777-0563974
2012,7,,,,4.0,,,,,,,,,,,,,,,,,,,,726-2434560
2012,7,,,,3.0,,,,,,,,,,2.0,310.0,,8.0,,,,,,,77426300003
2012,7,,,,3.0,,,,,,,,,,,19.0,,,,,,,,,726-1104492
2012,7,,,,19.0,,,,,,,,,,,149.0,,,,,,,,,71768800000
2012,7,,,,13.0,,,,,,,,,,,83.0,,,,,,,,,722-3026348
2012,7,,,,9.0,,,,2.0,,,255.0,,,2.0,734.0,,,,,1.0,,,,787-0623581
2012,7,,,,21.0,,,,,3.0,,16.0,,2.0,,1378.0,,,,,,,,,77774500004
2012,7,,,,10.0,,,,,,,178.0,,,,30.0,,,,,,,,,733-0231744
2012,3,,,,1.0,,,,3.0,,,230.0,,,,181.0,,,,,,,,,354-1773964
2012,3,,,,1.0,,,,1.0,,,,4.0,,,12.0,,,,,,,,,30000015912
2012,1,,,,12.0,3.0,,,,,,,239.0,1.0,,2113.0,,,,,,,,,10000703927
2012,3,,,,1.0,,,,,,,,,,,1008.0,,,,,,,,,362-1259997
2012,1,,,,9.0,,,,1.0,1.0,,,,,,814.0,,,,,,,,,10000020214
2012,7,,,,6.0,,,,,,,,,,,196.0,,,,,,,,,722-3603829
2012,7,,,,8.0,,,,,,,,,,,4.0,,,,,,,,,77552800000
2012,7,,,,7.0,,,,4.0,,,,,,,709.0,,,,,,,,,786-0806399
2012,7,,,,16.0,,,,,,,,,,,412.0,,,,,,,,,722-3792833
2012,7,,,,6.0,,,,1.0,,,2.0,,1.0,2.0,73.0,,,,,,,,,762-1494087
2012,7,,,,7.0,,,,21.0,,,,,1.0,,185.0,,,,,,,,,720-4224234
2012,7,,,,12.0,,,,,,,,,,,464.0,,,,,,,,,722-3626426
2012,7,,,,1.0,,,,,,,,,,,77.0,,,,,,,,,71517600004
2012,7,,,,23.0,,,,,,,,,,,425.0,,,,,,,,,794-3195577
2012,7,,,,10.0,,,,,,,247.0,,,,111.0,,,,,,,,,795-4535105
2012,3,,,,108.0,,,,,,,,,2.0,,2579.0,,,,,,,,,341-2181683
2012,7,,,,51.0,1.0,,,,,,,,,,1615.0,,,,,,,,,731-1534662
2012,7,,,,1.0,,,,,,,46.0,,,,9.0,,,,,,,,,73831400006
2012,7,,,,15.0,,,,,,,,,,,,,,,,,,,,720-8921389
2012,2,,,,1.0,,,,6.0,,,159.0,1.0,,,320.0,,,,,,,,,20000933975
2012,7,,,,12.0,,,,,,,1.0,,,,3.0,,,,,,,,,73000809992
2012,7,,,,3.0,,,,,,,,,,,3.0,,,,,,,,,774-3061159
2012,7,,,,1.0,,,,,,,,,1.0,,75.0,,,,,,,,,720-3492069
2012,7,,,,5.0,,,,,,,8.0,,,,12.0,,,,,,,,,720-3388468
2012,7,,,,1.0,,,,,,,,,,,,,,,,,,,,720-0146907
2012,7,,,,11.0,,,,,,,60.0,,2.0,3.0,489.0,,,,,,,,,774-2508160
2012,7,,,,1.0,,,,,,,,,1.0,2.0,31.0,,,,,,,,,757-1049992
2012,3,,,,1.0,,,,1.0,,,,6.0,,,229.0,,,,,,,,,30000057777
2012,7,,,,7.0,,,,,,,,,,,153.0,,,,,,,,,795-4234730
2012,7,,,,2.0,,,,,,,,,3.0,,27.0,,,,,,,,,794-3169132
2012,3,,,,2.0,,,,,,,,,,,26.0,,,,,,,,,320-8872754
2012,1,,,,1.0,,,,,,,,,,,10.0,,,,,,,,,10000717983
2012,2,,,,1.0,,,,1.0,,,,,2.0,,69.0,,,,,,,,,20003452105
2012,7,,,,1.0,,,,,,,,,,,348.0,,,,,,,,,723-2833737
2012,7,,,,22.0,,,,,,,281.0,,,,93.0,,,,,,,,,73028209994
2012,7,,,,1.0,,,,,,,,,,,170.0,,,,,,,,,752-1720545
2012,7,,,,15.0,,,,40.0,,,3.0,,2.0,4.0,449.0,,,,,,,,,780-0233937
2012,7,,,,55.0,,,,,,,,,,,1408.0,,,,,,,,,720-8544905
2012,7,,,,4.0,,,,,,,,,,,,,,,,,,,,772-1441479
2012,7,,,,1.0,,,,,,,,,,,5.0,,,,,,,,,704-3514463
2012,7,,,,34.0,,,,,,,,,4.0,,13.0,,,,,,,,,702-0594137
2012,7,,,,2.0,,,,,,,,,,,40.0,,,,,,,,,71248000009
2012,7,,,,15.0,,,,,,,,,2.0,,91.0,,,,,,,,,795-4482547
2012,7,,,,12.0,,,,4.0,,,,,,,929.0,,,,,,,,,73418909997
2012,7,,,,,1.0,,,1.0,,,,,,,10.0,,,,,,,,,754-2121061
2012,7,,,,,1.0,,,,,,,,,,503.0,,,,1.0,1.0,,,,738-2749215
2012,7,,,,,1.0,,,18.0,,,,,,,179.0,,,,,4.0,,,,711-3714032
2012,9,,,,,1.0,,,,,,4.0,,2.0,,4.0,,,,,,,,,90003938186
2012,7,,,,,1.0,,,,,,,,,,62.0,,,,,,,,,727-0894121
2012,9,,,,,,2.0,60.0,,5.0,,,21.0,,,2.0,,,,,,,,,952-1075143
2012,7,,,,,,16.0,501.0,21.0,,,,,,,21.0,,,,,,,,,780-0312140
2012,3,,,,,,1.0,,,3.0,,,,,,20.0,,,,,,,,,30000008569
2012,2,,,,,,,1.0,,,,,4.0,,,21.0,,,,,1.0,,,,20002304636
2012,2,,,,,,,2.0,,,,,,,,,,,,,,,,,20000037949
2012,3,,,,,,,4.0,3.0,2.0,1.0,6.0,1.0,,3.0,155.0,,,,,,,,,30000011124
2012,3,,,,,,,1.0,,3.0,,,,,,36.0,,,,,,,,,30000000313
2012,2,,,,,,,2.0,,,,,42.0,,,44.0,,,,,,,,,20002347044
2012,3,,,,,,,1.0,,1.0,,1.0,1.0,,,51.0,,,,,,,,,30000034566
2012,2,,,,,,,1.0,1.0,,,,,,1.0,3.0,,,,,,,,,20000637750
2012,5,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,50000062716
2012,5,,,,,,,1.0,21.0,,,1.0,,,4.0,342.0,,,,,,,,,50000003238
2012,1,,,,,,,1.0,,,,,,,,17.0,,,,,,,,,10000023351
2012,3,,,,,,,1.0,,,,,10.0,,,8.0,,,,,,,,,30000000741
2012,3,,,,,,,1.0,,1.0,,,,,,12.0,,,,,,,,,30000021928
2012,3,,,,,,,1.0,,,,,19.0,,1.0,8.0,,,,,,,,,30000012706
2012,3,,,,,,,2.0,,1.0,,,2.0,,,8.0,,,,,,,,,30000017598
2012,3,,,,,,,2.0,,,,3.0,,,,24.0,,,,,,,,,30000026760
2012,1,,,,,,,1.0,,,,,,,,14.0,,,,,,,,,10000015535
2012,5,,,,,,,1.0,,,,2.0,,,,2.0,,,,,,,,,50000007275
2012,3,,,,,,,1.0,,,,,,,,5.0,,,,,1.0,,,,30000016239
2012,3,,,,,,,1.0,1.0,1.0,,,,,,6.0,,,,,,,,,30000012885
2012,3,,,,,,,1.0,,,,,,,,9.0,,,,,,,,,30000028068
2012,3,,,,,,,1.0,,,,,,,,6.0,,,,,,,,,30000058165
2012,5,,,,,,,1.0,,,,,4.0,,,2.0,,,,,,,,,50000024444
2012,3,,,,,,,2.0,,2.0,,1.0,4.0,,,39.0,,,,,,,,,30000058724
2012,3,,,,,,,1.0,,7.0,,,5.0,,,14.0,,,,,,,,,30000028866
2012,3,,,,,,,1.0,,,,,,,,13.0,,,,,,,,,30000009108
2012,1,,,,,,,1.0,,3.0,,,10.0,,1.0,12.0,1.0,,,,,,,,10000703627
2012,3,,,,,,,2.0,,,,,92.0,,6.0,91.0,,,,,,,,,30000011706
2012,3,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,30000029009
2012,3,,,,,,,1.0,,,,,,,,23.0,,,,,,,,,30000013753
2012,3,,,,,,,1.0,,3.0,1.0,,,,,7.0,,,,,,,,,30000057631
2012,3,,,,,,,1.0,,2.0,,,,,,33.0,,,,,,,,,30000057484
2012,1,,,,,,,2.0,1.0,,,8.0,,,,12.0,,,,,,,,,10000005481
2012,2,,,,,,,1.0,,,,9.0,,,,19.0,,,,,,,,,20000064150
2012,3,,,,,,,1.0,1.0,,,,,,,13.0,,,,,,,,,30000017960
2012,9,,,,,,,3.0,,,,,,,,,,,,,,,,,952-0945480
2012,5,,,,,,,1.0,,,,,,,,19.0,,,,,,,,,50000067352
2012,9,,,,,,,33.0,,,,,2.0,,,1.0,,,,,,,,,952-7005081
2012,3,,,,,,,1.0,1.0,,,2.0,7.0,,,9.0,,,,,1.0,,,,30000012236
2012,3,,,,,,,1.0,,,,,1.0,,1.0,15.0,,,,,,,,,30000034872
2012,1,,,,,,,3.0,1.0,,,1.0,61.0,,,92.0,,,,,,,,,10000717079
2012,2,,,,,,,1.0,,,,,1.0,,,7.0,,,,,,,,,20000050957
2012,3,,,,,,,1.0,,,,1.0,3.0,,,4.0,,,,,,,,,30000011903
2012,1,,,,,,,1.0,,2.0,,7.0,,,,44.0,,,,,,,,,10000713558
2012,3,,,,,,,2.0,,,,,12.0,,,12.0,,,,,,,,,30000012518
2012,3,,,,,,,1.0,,,,,,,,33.0,,,,,,,,,30000008811
2012,3,,,,,,,1.0,,1.0,,,,,,14.0,,,,,,,,,30000034093
2012,3,,,,,,,1.0,,2.0,,1.0,,,,37.0,,,,,1.0,,,,30000017633
2012,3,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,30000016231
2012,9,,,,,,,43.0,,29.0,,,,,,10.0,,,,,,,,,90000694904
2012,1,,,,,,,4.0,2.0,6.0,,62.0,3.0,2.0,3.0,208.0,,,,,1.0,,,,10000002137
2012,3,,,,,,,1.0,,1.0,,,,,,9.0,,,,,,,,,30000020776
2012,3,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,30000008542
2012,3,,,,,,,1.0,,,,1.0,,,1.0,34.0,,,,,,,,,30000017128
2012,3,,,,,,,1.0,,,,,1.0,,1.0,5.0,,,,,,,,,30000026689
2012,3,,,,,,,2.0,,2.0,,,,,,2.0,,,,,,,,,30000057787
2012,5,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,50000021658
2012,5,,,,,,,2.0,,,,,,,,16.0,,,,,,,,,50000067278
2012,3,,,,,,,2.0,,,,,,,,12.0,,,,,,,,,30000057504
2012,1,,,,,,,1.0,1.0,1.0,,,,,,34.0,,,,,,,,,10000708050
2012,3,,,,,,,1.0,,,,10.0,1.0,,,3.0,,,,,,,,,30000034459
2012,5,,,,,,,1.0,3.0,,,,2.0,,,2.0,,,,,,,,,50000068237
2012,3,,,,,,,2.0,,2.0,,,,,,60.0,,,,,,,,,30000021161
2012,3,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,327-2560497
2012,3,,,,,,,1.0,,1.0,,,1.0,,,8.0,,,,,,,,,30000026610
2012,3,,,,,,,5.0,,,,,,,,30.0,,,,,,,,,30000006137
2012,1,,,,,,,5.0,1.0,6.0,2.0,37.0,7.0,,2.0,315.0,,,,,,,,,10000015435
2012,3,,,,,,,1.0,,1.0,,,,,,9.0,,,,,,,,,30000000226
2012,3,,,,,,,4.0,4.0,3.0,,94.0,,,1.0,211.0,,,,,,,,,30000019772
2012,3,,,,,,,1.0,6.0,2.0,,5.0,4.0,,23.0,144.0,,,,,3.0,,,,30000022257
2012,2,,,,,,,4.0,,,,,,,,7.0,,,,,,,,,20000747846
2012,3,,,,,,,1.0,11.0,7.0,,3.0,3.0,,2.0,166.0,,,,,1.0,,,,30000011444
2012,1,,,,,,,1.0,3.0,1.0,,,,1.0,,7.0,,,,,2.0,,,,10000703903
2012,3,,,,,,,2.0,,,,,,,,2.0,,,,,,,,,30000008510
2012,2,,,,,,,1.0,2.0,,,,1.0,,,12.0,,,,,1.0,,,,20000473266
2012,5,,,,,,,1.0,15.0,,,1.0,,,1.0,12.0,,,,,,,,,50000005612
2012,1,,,,,,,5.0,2.0,,,,2.0,,,120.0,,,,,2.0,,,,10000024604
2012,2,,,,,,,1.0,,1.0,,,1.0,,,9.0,,,,,,,,,20002855156
2012,1,,,,,,,1.0,1.0,,,1.0,,,,17.0,,,,,1.0,1.0,,,10000706568
2012,1,,,,,,,1.0,3.0,,,3.0,44.0,,,50.0,,,,,3.0,,,,10000005547
2012,3,,,,,,,1.0,,,,,,,1.0,45.0,,,,,,,,,30000058274
2012,3,,,,,,,1.0,,,,,,,,13.0,,,,,,,,,30000057815
2012,3,,,,,,,2.0,,,,3.0,10.0,,,4.0,,,,,,,,,30000011669
2012,1,,,,,,,1.0,2.0,4.0,1.0,,5.0,,1.0,290.0,,6.0,,,,,,,10000001770
2012,3,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,30000001067
2012,3,,,,,,,1.0,1.0,,,,,,,2.0,,,,,,,,,30000035445
2012,3,,,,,,,1.0,6.0,,,1.0,,,,29.0,,,,,,,,,30000019755
2012,1,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,10000700529
2012,3,,,,,,,1.0,,,,,1.0,,,19.0,,,,,,,,,30000034220
2012,5,,,,,,,1.0,,,,,,,,12.0,,,,,,,,,50000068210
2012,3,,,,,,,1.0,,7.0,,,1.0,,,127.0,,,,,,,,,30000015091
2012,1,,,,,,,1.0,1.0,,,,,,,5.0,,,,,,,,,10000024456
2012,2,,,,,,,5.0,12.0,5.0,,,25.0,,2.0,97.0,,,,,,,,,20000773247
2012,5,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,50000024794
2012,3,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,30000018815
2012,1,,,,,,,1.0,,,,,,,,5.0,,,,,,,,,10000023092
2012,9,,,,,,,1.0,,,,,,,,,,,,,,,,,90000541101
2012,3,,,,,,,1.0,,,,1.0,2.0,,,37.0,,,,,,,,,30000016958
2012,3,,,,,,,1.0,,1.0,,5.0,1.0,,,24.0,,,,,,,,,30000029520
2012,5,,,,,,,1.0,,,,,,,2.0,31.0,,,,,,3.0,,,50000066492
2012,3,,,,,,,1.0,,,,3.0,1.0,,,223.0,,,,,,,,,30000021704
2012,3,,,,,,,1.0,,,1.0,,9.0,,1.0,39.0,,,,,,,,,30000012484
2012,3,,,,,,,2.0,,1.0,,,,,,28.0,,,,,,,,,30000015969
2012,3,,,,,,,1.0,,,,,,,,7.0,,,,,,,,,30000034387
2012,3,,,,,,,1.0,,,,,4.0,,,12.0,,,,,,,,,30000034903
2012,3,,,,,,,1.0,,1.0,,,,,,26.0,,,,,,,,,30000057870
2012,3,,,,,,,1.0,,1.0,,,3.0,,1.0,48.0,,,,,,,,,30000019716
2012,5,,,,,,,1.0,,,,,,,,7.0,,,,,,,,,50000063098
2012,1,,,,,,,2.0,,,,,1.0,,1.0,5.0,,,,,,,,,10000015543
2012,3,,,,,,,3.0,1.0,4.0,,,,,,33.0,,,,,,,,,30000057377
2012,5,,,,,,,1.0,,,,,,,,4.0,,,,,,,,,50000008428
2012,3,,,,,,,1.0,,,,,15.0,,,37.0,,,,,,,,,30000090283
2012,3,,,,,,,2.0,5.0,,,1.0,3.0,,,80.0,,,,,1.0,,,,30000019531
2012,3,,,,,,,1.0,,1.0,,,,,,70.0,,,,,,,,,30000058181
2012,3,,,,,,,1.0,,,,5.0,,,,,,,,,,,,,30000010191
2012,2,,,,,,,1.0,,,,,7.0,,,6.0,,,,,,,,,20000233527
2012,3,,,,,,,1.0,,1.0,,,,,,8.0,,,,,,,,,30000057358
2012,3,,,,,,,1.0,5.0,,,2.0,,,,31.0,,,,,2.0,,,,30000020568
2012,1,,,,,,,2.0,2.0,,,,4.0,,,34.0,,,,,,,,,10000001090
2012,1,,,,,,,1.0,,,,,,,,21.0,,,,,,,,,10000703571
2012,3,,,,,,,1.0,3.0,,,5.0,,,,62.0,,,,,,,,,30000008800
2012,3,,,,,,,2.0,,,,,11.0,,,15.0,,,,,,,,,30000018626
2012,3,,,,,,,2.0,,,,,,,,37.0,,,,,,,,,30000000402
2012,5,,,,,,,6.0,,,,,,,,1.0,,,,,,,,,50000061908
2012,3,,,,,,,1.0,,,,3.0,,,,44.0,,,,,,,,,30000013292
2012,1,,,,,,,1.0,,,,8.0,3.0,,1.0,4.0,,,,,131.0,,,,10000014740
2012,3,,,,,,,1.0,,,,,,1.0,1.0,20.0,,,,,,,,,30000034397
2012,2,,,,,,,1.0,,,2.0,,,,1.0,14.0,,,,,,,,,20003597592
2012,3,,,,,,,1.0,,,,,2.0,,,7.0,,,,,,,,,30000058261
2012,3,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,30000090290
2012,5,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,50000005900
2012,3,,,,,,,5.0,,,,,,,,1.0,,,,,,,,,30000058492
2012,3,,,,,,,1.0,,1.0,,,4.0,,1.0,7.0,,,,,,,,,30000012554
2012,3,,,,,,,1.0,1.0,2.0,,2.0,8.0,,3.0,136.0,,,,1.0,1.0,1.0,,,30000011438
2012,3,,,,,,,1.0,1.0,,,,,,,21.0,,,,,,,,,30000021573
2012,3,,,,,,,3.0,,2.0,,1.0,,,,95.0,,,,,,,,,30000013198
2012,3,,,,,,,1.0,,,,,,,,31.0,,,,,,,,,30000028614
2012,3,,,,,,,5.0,,5.0,,2.0,8.0,,,107.0,,,,,3.0,,,,30000013876
2012,7,,,,,,,67.0,,6.0,,,248.0,,,,,,,,,,,,731-1712553
2012,2,,,,,,,1.0,,,,,,,,2.0,,,,,,,,,20002330895
2012,3,,,,,,,3.0,,1.0,,,29.0,,,17.0,,,,,,,,,30000009751
2012,5,,,,,,,1.0,2.0,,,,1.0,,,2.0,,,,,,,,,50000004980
2012,3,,,,,,,3.0,,2.0,,2.0,2.0,,3.0,37.0,,,,,1.0,,,,30000013273
2012,3,,,,,,,2.0,4.0,4.0,,5.0,15.0,,3.0,274.0,,,,,,,,,30000005633
2012,1,,,,,,,2.0,,,,,,,,46.0,,,,,,,,,10000702386
2012,2,,,,,,,1.0,,,,,4.0,,,10.0,,,,,,,,,20002339795
2012,3,,,,,,,1.0,1.0,2.0,,,,,,53.0,,,,,,,,,30000034978
2012,3,,,,,,,2.0,,,1.0,1.0,,2.0,,117.0,,,,,,,,,30000018957
2012,3,,,,,,,1.0,,,2.0,,12.0,,,20.0,,,,,,,,,30000024156
2012,1,,,,,,,1.0,,,,,,,,9.0,,,,,,,,,10000702563
