agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q016,q023,q031,q047,q048,q053,q055,q056,q061,q062,q063,q070,q071,q072,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
5,50000001717,95.1807228915663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000002073,98.5294117647059,,,,,,,,,,,,,,,,,,,,,,,,,,88.0,89.0,98.876404494382,98.876404494382,98.876404494382
5,50000004584,100.0,,,,,-23.5380116959064,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007064,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007151,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007217,96.1240310077519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007590,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000007875,98.7012987012987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000014176,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000015358,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000015669,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000016360,97.2222222222222,,,,,,,,,,,,,,,,38.5245901639344,,,,,,,,,,,,,,
5,50000017398,100.0,,,,,,,,,72.1311475409836,,,,,,,,,,,,,,,,,,,,,
5,50000019304,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000022280,95.6521739130435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000023283,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.7547169811321
5,50000023605,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6216216216216
5,50000024584,97.841726618705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000024726,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000024808,98.5714285714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000060806,98.7012987012987,,,,,44.9392712550607,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000060931,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000061637,95.3608247422681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000062155,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000062728,95.5112219451372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000062872,96.8421052631579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000064271,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000064886,97.8723404255319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000066424,98.8235294117647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000066529,95.1219512195122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000067465,100.0,,,,,,,,,,,,,,,,2.68817204301075,,,,,,,,,,,,,,
5,50000067652,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000067681,98.314606741573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.7665782493369
5,50000067837,95.3488372093023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000067841,96.2962962962963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068257,97.9166666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068449,98.1132075471698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068479,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068502,96.551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000068589,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,701-0737466,95.6834532374101,,,,,-39.3063583815029,,,,,,,,,,,,,,,,,,,,,,,,,
7,70142309995,98.9795918367347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,720-4273610,100.0,,,,,,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,
7,720-5614029,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,723-2711801,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,726-2195788,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,726-3958508,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,726-4558390,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,726-4803398,97.4137931034483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,731-1640871,100.0,,,,,,,,,39.9068322981366,,,,,,,,,,,,,,,,,,,,,
7,736-4489176,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,743-1779519,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,756-1447645,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,756-2337793,100.0,,,,,,,,,38.6138613861386,,,,,,,,,,,,,,,,,,,,,
7,757-1049992,95.7957957957958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,75785509997,100.0,,,,,-26.0952380952381,,,,,,,,,,,,,,,,,,,,,,,,,
7,784-1674410,98.0392156862745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,79900000375,96.551724137931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,50000021930,,32.3232323232323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,30000034791,,23.5294117647059,,,,,17.6470588235294,36.0520094562648,,52.9411764705882,,,,,,,,,,,,,,,,,,,,,35.2941176470588
3,30000034101,,16.6666666666667,,,,,16.6666666666667,20.5145118733509,,,,,,,,,,,,,,,,,,,4.0,6.0,66.6666666666667,66.6666666666667,66.6666666666667
