year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q052,q064,arid
2006,2,2.0,,,,,,,,2.0,,1.0,10.0,,,15.0,,,21.0,,,,,,,20000034153
2006,7,11.0,2.0,1.0,,,,,,3.0,,,,,1.0,49.0,,,277.0,,,,,,,71910500003
2006,3,7.0,,,,,,,1.0,,,,,,,6.0,,,29.0,,,,,,,30000028667
2006,3,17.0,,,,,,2.0,,,,1.0,2.0,,,6.0,,,66.0,,,,,,,30000011307
2006,7,10.0,,,,,,,1.0,,,2.0,,,,2.0,,,128.0,,,,,,,71807700008
2006,2,339.0,33.0,8.0,,,,,,3.0,,13.0,,4.0,,1235.0,,,339.0,,,5.0,,,,20002859109
2006,7,5.0,,,,,,,,,,1.0,,,3.0,37.0,,,206.0,,,,,,,73213309992
2006,3,5.0,,,,,,2.0,1.0,,,6.0,,,,48.0,,,143.0,,2.0,,,,,30000029786
2006,1,39.0,,,,,,1.0,1.0,,,3.0,,,1.0,75.0,,,145.0,,7.0,,,,,10000009408
2006,3,17.0,,,,,,2.0,,,,1.0,,,,4.0,,,106.0,,,,,,,30000001047
2006,7,466.0,27.0,2.0,,,,,,29.0,,12.0,,1.0,5.0,1828.0,,,793.0,6.0,86.0,327.0,,,,77465600054
2006,3,11.0,,,,,,2.0,1.0,,,3.0,1.0,,,85.0,,,386.0,,,,,,,30000015275
2006,3,1.0,,,,,,,,,,,,,2.0,11.0,,,115.0,,,,,,,30000008405
2006,3,2.0,,,,,,,,,,,,,,10.0,,,18.0,,,,,,,30000011734
2006,3,1.0,24.0,2.0,,,,36.0,87.0,4.0,,7.0,2.0,,,228.0,,7.0,429.0,,,2.0,,,,30000017266
2006,3,27.0,,,,,,1.0,1.0,,,11.0,2.0,,,81.0,,,304.0,,10.0,2.0,,,,30000008136
2006,5,16.0,,,,,,,,,,1.0,,,,,,,36.0,,,,,,,50000009759
2006,7,32.0,,,,,,,1.0,,,,,,,3.0,,,2208.0,,,,,,,71471109991
2006,7,2.0,3.0,1.0,,,,75.0,,3.0,,50.0,,,1.0,1512.0,,1.0,54.0,,1.0,6.0,,,,76430800000
2006,7,10.0,105.0,9.0,,,,56.0,11.0,38.0,4.0,23.0,,2.0,3.0,1849.0,,,13.0,5.0,231.0,318.0,,,,77289300004
2006,1,8.0,,,,,,4.0,,,,1.0,,,,27.0,,,199.0,,,,,,,10000013142
2006,3,12.0,6.0,1.0,,,,37.0,16.0,,,3.0,4.0,1.0,1.0,93.0,,,1277.0,,,,,,,30000014149
2006,7,84.0,119.0,11.0,,,,2.0,3.0,64.0,,17.0,,4.0,2.0,4363.0,,1.0,3373.0,2.0,280.0,340.0,,,,706-1554666
2006,1,2.0,3.0,1.0,,,,5.0,16.0,1.0,,1.0,15.0,,,42.0,,,28.0,,,,,,,10000016773
2006,3,1.0,,,,,,2.0,,1.0,,,,,,3.0,,,56.0,,,,,,,30000026530
2006,3,11.0,2.0,,,,,,9.0,,,,,,,40.0,,,659.0,,,,,,,338-3394955
2006,7,2.0,,,1.0,,,,2447.0,,,,,3.0,4.0,,,,612.0,,2560.0,,,,,74856500006
2006,3,1.0,,,,,,1.0,,,,,,,,7.0,,,23.0,,,,,,,30000013290
2006,4,9.0,19266.0,4105.0,5.0,,,7243.0,2085.0,292.0,2.0,1476.0,400.0,377.0,42.0,31536.0,,,104311.0,,39.0,12.0,,,,40000008551
2006,2,23.0,10.0,,,,,14.0,9.0,3.0,,4.0,109.0,,2.0,245.0,,,752.0,1.0,6.0,,,,,20000542649
2006,3,1.0,2.0,,,,,5.0,,3.0,1.0,7.0,34.0,,3.0,59.0,,,470.0,,,1.0,,,,30000001039
2006,7,1.0,1.0,,,,,3.0,,1.0,,3.0,,,,280.0,,,2.0,,,,,,,77667200009
2006,7,5.0,3.0,,,,,,,,,,,,,2.0,,,6.0,,1.0,,,,,755-0801343
2006,3,17.0,,,,,,,1.0,,,,,,1.0,10.0,,,160.0,,1.0,,,,,338-3566754
2006,4,15.0,144.0,20.0,1.0,,,,11.0,9.0,,19.0,,5.0,3.0,1398.0,,,6586.0,,52.0,26.0,,,,40000006809
2006,7,6.0,,,,,,,3.0,,,,,3.0,,6.0,,,12.0,2.0,39.0,11.0,,,1.0,786-0892286
2006,1,5.0,,,,,,,,,,1.0,,,1.0,15.0,,,57.0,,,,,,,10000014260
2006,1,5.0,6.0,,,,,1.0,1.0,3.0,,2.0,,,,75.0,,,728.0,,1.0,,,,,136-3490514
2006,3,1.0,6.0,,,,,2.0,2.0,2.0,,32.0,,,,146.0,,,300.0,,25.0,13.0,,,,30000004239
2006,7,90.0,555.0,57.0,,,,,2651.0,332.0,,373.0,,39.0,12.0,8872.0,,,59506.0,2.0,300.0,147.0,,,,74216200005
2006,3,48.0,,,,,,1.0,,,,10.0,,1.0,,16.0,,1.0,365.0,,9.0,,,,1.0,30000008141
2006,7,3.0,13.0,2.0,2.0,,2.0,2.0,5.0,,,3.0,,6.0,49.0,393.0,,,1162.0,,37.0,2.0,,,,71478900009
2006,1,3.0,1.0,,,,,3.0,5.0,1.0,,10.0,3.0,,,25.0,3.0,4.0,2213.0,,6.0,,,,,10000014488
2006,2,1.0,,,,,,3.0,3.0,,,,3.0,,,17.0,1.0,,117.0,,2.0,,,,,20000909055
2006,3,9.0,,,,,,34.0,,,,,,,,,,,37.0,,,,,,,335-1805251
2006,4,5.0,5.0,,,,,124.0,2.0,4.0,,17.0,1.0,,2.0,467.0,,,507.0,,,,,,,40000004474
2006,3,8.0,,,,,,,,,,,,,,6.0,,,21.0,,,,,,,338-3384092
2006,7,2.0,,,,,,,,,,,,,,20.0,,,,,35.0,2.0,,,,711-3412303
2006,1,1.0,10.0,4.0,,,,2.0,,1.0,,1.0,,,,39.0,,,83.0,,,,,,,10000017043
2006,3,4.0,,,,,,,,,,,,,,1.0,,,104.0,,,,,,,30000015046
2006,7,2.0,1.0,,,,,1.0,5.0,,,,,,1.0,77.0,,,186.0,,2.0,,,,,757-1100416
2006,4,5.0,2.0,,,,,22.0,15.0,3.0,,17.0,24.0,,1.0,126.0,4.0,33.0,1136.0,,8.0,,,,,40000003309
2006,7,5.0,,,,,,1.0,11.0,,,,,,,16.0,,,9.0,,,,,,,71705700001
2006,3,15.0,,,,,,,,,,1.0,1.0,,,13.0,,,50.0,6.0,23.0,,,,,30000001373
2006,3,2.0,,,,,,5.0,2.0,3.0,,4.0,,,9.0,91.0,,1.0,190.0,3.0,14.0,1.0,,,,30000005840
2006,2,7.0,11.0,1.0,,,,,,1.0,,53.0,,,4.0,739.0,,,6351.0,3.0,12.0,,,,,20001194951
2006,3,1.0,,,,,,2.0,,,,,,,3.0,74.0,,,12.0,,6.0,,,,,30000004187
2006,7,8.0,97.0,2.0,,,,1.0,927.0,12.0,,163.0,,19.0,,8697.0,,,614.0,,,,,,,77499100008
2006,2,1.0,23.0,6.0,,,,,,2.0,,3.0,,3.0,1.0,190.0,,,208.0,,,,,,,20003100460
2006,1,2.0,,,,,,,2.0,,,,,,,7.0,,,56.0,,,2.0,,,,10000011412
2006,2,11.0,,,,,,,1.0,,,,,,,5.0,,,64.0,,,,,,,20000786555
2006,3,3.0,33.0,3.0,,,,13.0,,1.0,,,61.0,2.0,,262.0,,,625.0,,,,,,,30000017985
2006,7,15.0,,,,,,,,,,,,,,10.0,,,156.0,,,,,,,77517100003
2006,1,3.0,22.0,1.0,,,,77.0,3.0,20.0,8.0,20.0,217.0,5.0,27.0,575.0,179.0,,1675.0,,3.0,,,,,10000013688
2006,1,5.0,81.0,12.0,,,,3.0,135.0,44.0,,65.0,1.0,8.0,21.0,561.0,,,9130.0,1.0,37.0,7.0,,,,10000007745
2006,3,28.0,68.0,9.0,1.0,,,6.0,16.0,39.0,,18.0,3.0,1.0,,1216.0,2.0,,443.0,7.0,124.0,98.0,,,,30000026870
2006,7,6.0,1.0,,,,,,,,,5.0,,,,59.0,,,5.0,,26.0,2.0,,,,77469500007
2006,7,5.0,2.0,,,,,,3.0,3.0,,,,,,84.0,,,916.0,,1.0,,,,,77847700004
2006,2,16.0,,,,,,6.0,,2.0,,3.0,3.0,,,62.0,,,180.0,,4.0,,,,,20000596848
2006,7,1.0,934.0,68.0,,,,,326.0,1152.0,,785.0,,36.0,23.0,41389.0,,,8.0,11.0,436.0,2459.0,,,,77979400002
2006,1,7.0,,,,,,,,,,1.0,1.0,,,13.0,1.0,,203.0,,,,,,,146-0429381
2006,3,1.0,,,,,,5.0,21.0,1.0,,,2.0,,,4.0,,,69.0,,6.0,,,,,30000019006
2006,5,14.0,,,,,,,1.0,,,,,,,,,,112.0,,,,,,,50000009589
2006,7,16.0,,,,,,,,,,,,,,10.0,,,71.0,,,,,,,77208000003
2006,4,2.0,,,,,,,,,,2.0,,,,8.0,,,47.0,,,,,,,40000007788
2006,7,167.0,8.0,,,,,,,4.0,,4.0,,1.0,,82.0,,,1527.0,,,,,,,756-1769429
2006,7,139.0,1.0,,,,,,,,,,,,,159.0,,,1235.0,,1.0,,,,,71715809993
2006,2,17.0,1.0,1.0,,,,1.0,,3.0,,1.0,,,,16.0,,,143.0,,,1.0,,,,20000457547
2006,7,3.0,32.0,9.0,,,,1.0,5.0,51.0,,,1.0,,,317.0,1.0,,6.0,1.0,228.0,68.0,,,,73447609992
2006,2,28.0,2709.0,353.0,,,,,159.0,301.0,,3065.0,1.0,156.0,62.0,28844.0,,2.0,102151.0,821.0,255.0,9227.0,,,,20001072246
2006,3,7.0,,,,,,1.0,,,,11.0,,,,17.0,,,147.0,2.0,17.0,6.0,,,,30000028211
2006,1,20.0,,,,,,1.0,,,,2.0,,,,9.0,,,144.0,,2.0,,,,,10000004934
2006,3,4.0,,,,,,,,,,4.0,3.0,,,8.0,2.0,,59.0,,2.0,,,,,30000001143
2006,1,98.0,36.0,6.0,,,,173.0,13.0,57.0,7.0,135.0,22.0,,1.0,1255.0,,2.0,6778.0,,59.0,3.0,,,,10000023695
2006,2,9.0,,,,,,,,,,1.0,,,,2.0,,,228.0,,,,,,,20001093317
2006,3,1.0,,,,,,6.0,,1.0,,,32.0,,,38.0,,,52.0,,,,,,,30000033458
2006,1,31.0,,,,,,2.0,,,,,,,10.0,,,,170.0,,,1.0,,,,10000014221
2006,3,2.0,,,,,,6.0,,,,,3.0,,,52.0,,,99.0,,,,,,,30000002476
2006,3,1.0,1.0,1.0,,,,,,,,,3.0,1.0,,19.0,,3.0,87.0,,1.0,,,,,30000015305
2006,1,9.0,2.0,1.0,,,,22.0,6.0,,,1.0,7.0,,,414.0,,,443.0,,13.0,,,,,10000012072
2006,7,51.0,3.0,,,,,,,,,,,,,6.0,,,994.0,,,,,,,72164509990
2006,1,60.0,917.0,83.0,,,,,29.0,536.0,,436.0,,37.0,12.0,17012.0,,,76665.0,29.0,1402.0,2622.0,,,,148-0875093
2006,3,1.0,,,,,,3.0,,1.0,,,,,,41.0,,,2.0,,,,,,,30000002469
2006,4,3.0,,,,,,,,,,7.0,16.0,,,24.0,4.0,,71.0,,3.0,1.0,,,,40000003043
2006,7,9.0,,,1.0,,1.0,,24.0,,,,,,2.0,12.0,,,228.0,3.0,3.0,,,,,77498400004
2006,1,7.0,15.0,5.0,,,,162.0,16.0,53.0,3.0,31.0,52.0,4.0,1.0,585.0,,,520.0,,2.0,,,,,10000024096
2006,3,11.0,,,,,,,,,,,5.0,,,7.0,,,304.0,,,,,,,30000014361
2006,2,1.0,,,,,,,,,,,,,,,,,34.0,,1.0,,,,,20003107423
2006,3,2.0,,,,,,1.0,,,,,,,,,,,40.0,,1.0,,,,,30000018630
2006,5,13.0,,,,,,,,,,2.0,,,,3.0,,,104.0,,,,,,,50000001472
2006,7,18.0,,,,,,,1.0,,,,,,,,,,14.0,,,,,,,77909900008
2006,1,1.0,,,,,,5.0,,,,11.0,,,,34.0,,,32.0,,1.0,,,,,10000000325
2006,7,14.0,40.0,5.0,,,1.0,64.0,7.0,32.0,,8.0,,3.0,,1515.0,,,478.0,8.0,142.0,175.0,,,,77794500000
2006,7,35.0,,,,,,,,,,28.0,,,,15.0,,,118.0,,,,,,,731-1323684
2006,2,1.0,,,,,,5.0,,3.0,,,20.0,,3.0,30.0,,,50.0,,1.0,,,,,20000068840
2006,7,2.0,37.0,5.0,1.0,,,48.0,7.0,16.0,,14.0,,1.0,6.0,637.0,,,1445.0,,,,,,,71956000003
2006,1,1.0,,,,,,,,,,31.0,,,,1.0,,,45.0,,,,,,,10000016617
2006,7,16.0,10.0,,,,,,6.0,,,,,,,44.0,,,241.0,,7.0,,,,,71819300005
2006,1,22.0,,,,,,,,,,,,,,,,,95.0,,,,,,,10000014510
2006,5,22.0,,,,,,,,,,,,,,,,4.0,137.0,,1.0,3.0,,,,50000004968
2006,3,1.0,,,,,,2.0,,1.0,,3.0,1.0,,2.0,8.0,,,46.0,,2.0,,,,,30000015158
2006,7,31.0,,,,,,,,,,,,,,,,,221.0,,,,,,,737-1400739
2006,3,7.0,28.0,3.0,,,,16.0,13.0,8.0,1.0,27.0,1.0,,2.0,476.0,,,635.0,,10.0,23.0,,,,30000020001
2006,1,19.0,831.0,82.0,,,,,8.0,260.0,,24.0,,42.0,12.0,10044.0,,,39737.0,3.0,10.0,56.0,,,,156-0811711
2006,2,2.0,3.0,,,,,1.0,2.0,,,,,,,20.0,,,176.0,,,,,,,20000123646
2006,7,3.0,16.0,2.0,,,,9.0,9.0,4.0,,10.0,,1.0,2.0,160.0,,1.0,170.0,,,,,,,73032309995
2006,3,4.0,258.0,33.0,,,,183.0,116.0,169.0,14.0,187.0,66.0,23.0,15.0,5716.0,,,12960.0,8.0,279.0,97.0,,,,30000009846
2006,3,5.0,,,,,,5.0,3.0,,,4.0,,1.0,,39.0,,,131.0,,9.0,,,,,30000015714
2006,3,1.0,9.0,,,,,8.0,12.0,32.0,,7.0,1.0,,,67.0,,,10.0,1.0,11.0,,,,,30000016191
2006,3,3.0,,,,,,1.0,,,,,,,,1.0,,,36.0,,,,,,,338-3597676
2006,2,2.0,,,,,,2.0,,1.0,,,3.0,,,10.0,1.0,,18.0,,4.0,,,,,20000184142
2006,2,6.0,1.0,,,,,8.0,1.0,,,16.0,1.0,,2.0,34.0,,,246.0,,5.0,,,,,20000832470
2006,3,1.0,,,,,,,,,,,2.0,,,10.0,,,116.0,,,,,,,30000032511
2006,5,6.0,,,,,,,,,,,,,,,,,82.0,,,,,,,50000062568
2006,5,9.0,40.0,,,,,,63.0,105.0,9.0,8.0,,5.0,2.0,374.0,,,13864.0,,103.0,1.0,,,,50000005536
2006,3,37.0,,,,,,7.0,1.0,,,30.0,33.0,,3.0,22.0,25.0,,874.0,,,,,,,30000019459
2006,3,9.0,,,,,,,2.0,,,3.0,,,,11.0,,,230.0,,2.0,,,,,338-3543758
2006,3,5.0,1.0,,,,,,3.0,,,,,,,36.0,,,30.0,,,,,,,302-0539305
2006,2,623.0,17567.0,2739.0,8.0,,1.0,,4235.0,640.0,,5583.0,,467.0,110.0,38523.0,,,378161.0,7.0,49095.0,3354.0,,,,20001644643
2006,3,4.0,,,,,,35.0,3.0,,,4.0,,,1.0,69.0,,,231.0,,6.0,,,,,30000018408
2006,3,7.0,,,,,,7.0,,3.0,,13.0,54.0,,2.0,74.0,,,593.0,,,,,,,30000020369
2006,1,70.0,3.0,,,,,14.0,,3.0,,27.0,17.0,5.0,4.0,315.0,1.0,33.0,2406.0,,,,,,,10000000209
2006,2,19.0,22.0,3.0,1.0,,,,245.0,53.0,,45.0,2.0,1.0,1.0,13038.0,,,10228.0,3.0,83.0,701.0,,,,20001088890
2006,3,4.0,,,,,,3.0,4.0,,,3.0,4.0,,,8.0,,,59.0,,3.0,,,,,30000034186
2006,3,1.0,,,,,,1.0,,1.0,,1.0,,,,15.0,,,54.0,,1.0,,,,,30000010378
2006,3,2.0,,,,,,,,,,2.0,5.0,,,9.0,,,35.0,,,,,,,30000014690
2006,3,4.0,2.0,1.0,,,,4.0,,,,1.0,4.0,,2.0,,4.0,,31.0,,,,,,,30000029031
2006,2,3.0,129.0,5.0,,,,36.0,185.0,74.0,,99.0,2.0,9.0,8.0,8559.0,,2.0,5518.0,,37.0,233.0,,,1.0,20001966578
2006,7,1.0,,,,,,2.0,1.0,,,,,,,194.0,,,111.0,,13.0,4.0,,,,772-1332273
2006,1,6.0,,,,,,,,,,,,,,1.0,,,59.0,,,,,,,130-0164951
2006,7,13.0,,,,,2.0,,,5.0,,,,,,323.0,,,688.0,,,,,,,754-1922037
2006,3,1.0,,,,,,,,2.0,,1.0,3.0,,,4.0,2.0,,45.0,,,,,,,30000015752
2006,2,9.0,2.0,1.0,,,,3.0,,1.0,,1.0,1.0,,,34.0,,,66.0,,4.0,,,,,20000546544
2006,3,3.0,,,,,,,,,,1.0,2.0,,,1.0,1.0,,48.0,,,,,,,30000035441
2006,1,1.0,,,,,,5.0,,,,,,,,2.0,,,1.0,,,,,,,10000016142
2006,3,15.0,30.0,3.0,,,,75.0,4.0,42.0,2.0,54.0,21.0,7.0,6.0,1238.0,1.0,,2895.0,,85.0,5.0,,,,30000011813
2006,1,3.0,,,,,,,,,,1.0,,,1.0,21.0,,,26.0,,,,,,,10000014187
2006,3,29.0,17.0,1.0,,,,,,,,1.0,7.0,,2.0,,,,502.0,,,,,,,30000019919
2006,5,17.0,1.0,,,,,6.0,6.0,2.0,,,,,,141.0,,,1483.0,,,,,,,50000024694
2006,1,,27.0,3.0,,,,7.0,3.0,2.0,,2.0,,,1.0,261.0,,,,1.0,40.0,,,,,10000013918
2006,7,,5.0,1.0,,,,1.0,,6.0,,,,,,375.0,,,,,10.0,,,,,71207500004
2006,1,,12.0,7.0,,,,3.0,7.0,5.0,,39.0,4.0,,,70.0,,,2.0,,4.0,31.0,,,,10000015383
2006,3,,1.0,,,,,3.0,1.0,3.0,,3.0,20.0,,,183.0,,,,,30.0,9.0,,,,30000010307
2006,2,,11.0,2.0,,,,27.0,1.0,9.0,1.0,,4.0,,,37.0,,,,,,,,,,20000871769
2006,3,,2.0,,,,,,,,,,,,,1.0,,,8.0,,,,,,,30000010166
2006,2,,284.0,56.0,,,,78.0,48.0,31.0,3.0,127.0,27.0,18.0,10.0,2670.0,1.0,1.0,12272.0,2.0,418.0,37.0,,,,20000233031
2006,3,,3.0,1.0,,,,7.0,,2.0,,,5.0,,,25.0,1.0,,,,,,,,,30000026359
2006,3,,1.0,,,,,16.0,,9.0,1.0,11.0,1.0,,1.0,206.0,,,,,2.0,,,,,30000003878
2006,3,,5.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,,30000034733
2006,1,,10.0,4.0,,,,,,1.0,,,,3.0,1.0,24.0,,,,,,,,,,10000015977
2006,1,,4.0,,,,,,,5.0,,,,,,1.0,,,,,,,,,,10000009669
2006,3,,1.0,,,,,3.0,,3.0,,,10.0,,1.0,1.0,9.0,,1.0,,1.0,,,,,30000033873
2006,3,,3.0,,,,,,2.0,,,,1.0,,,,1.0,,42.0,,,,,,,30000090290
2006,7,,10.0,1.0,,,,,,2.0,,,,,,29.0,,,,,,,,,,77851400001
2006,4,,1542.0,441.0,,,,,,17.0,,4.0,,25.0,,631.0,,,1531.0,,12.0,,,,,40000008145
2006,7,,1.0,,,,,,,,,,,,,,,,169.0,,,1.0,,,,77007900004
2006,4,,4.0,1.0,,,,,,,,,,,,6.0,,,126.0,,,,,,,40000003536
2006,2,,1.0,,,,,,,1.0,,2.0,2.0,,,1.0,2.0,,,,,,,,,20000094858
2006,7,,100.0,4.0,,,,,,1.0,,,,,,73.0,,,,,8.0,3.0,,,,71685000007
2006,7,,34.0,2.0,,,,,60.0,14.0,,5.0,,1.0,1.0,1176.0,,,,5.0,44.0,196.0,,,,72111400007
2006,3,,1.0,,,,,6.0,3.0,,,,4.0,,1.0,43.0,,,125.0,,1.0,,,,,30000019531
2006,2,,1.0,,,,,,,,,,,,,4.0,,,,,,,,,,20002939001
2006,3,,5.0,,,,,2.0,,1.0,,3.0,1.0,,,,,,,,,,,,,30000027150
2006,3,,1.0,,,,,,,3.0,,1.0,1.0,,,7.0,1.0,,,1.0,4.0,,,,,30000008660
2006,4,,40.0,1.0,,,,,11.0,16.0,,3.0,,2.0,1.0,523.0,,,1.0,8.0,3.0,50.0,,,,40000015909
2006,7,,1.0,,,,,,,3.0,,1.0,,,,113.0,,,,,19.0,5.0,,,,71393900005
2006,3,,1.0,,,,,5.0,,2.0,,2.0,67.0,1.0,,142.0,,,,,2.0,,,,,30000034321
2006,3,,1.0,,,,,14.0,,,,1.0,20.0,,,12.0,13.0,1.0,,,18.0,,,,,30000008800
2006,3,,1.0,,,,,,1.0,1.0,,3.0,1.0,,,32.0,,,,,,,,,,30000003076
2006,3,,1.0,,,,,3.0,2.0,3.0,,1.0,,,,63.0,,,,,5.0,1.0,,,,30000008892
2006,2,,3.0,1.0,,,,36.0,,,,2.0,20.0,,1.0,220.0,,,184.0,,,,,,,20000716833
2006,7,,15.0,1.0,,,,,,,,5.0,,,,,,,,,,,,,,720-0863067
2006,3,,1.0,,,,,,,1.0,,,,,,2.0,,,,,,,,,,30000057696
2006,4,,3.0,,,,,50.0,,1.0,,,45.0,,,16.0,,,,,,,,,,40000005584
2006,1,,122.0,31.0,,,,638.0,564.0,544.0,7.0,88.0,,20.0,2.0,4221.0,,,,2.0,857.0,1811.0,,,,10000014761
2006,7,,1.0,,,,,,,1.0,,,,,,20.0,,,,,5.0,,,,,795-4441070
2006,1,,1.0,,,,,1.0,,,,3.0,1.0,1.0,,57.0,,,,,,,,,,10000015836
2006,3,,5.0,1.0,,,,1.0,,4.0,1.0,3.0,22.0,1.0,,54.0,,,,,1.0,,,,,30000057271
2006,7,,4.0,,,,,,,4.0,,1.0,,,,54.0,,,,,,,,,,77310100001
2006,7,,2.0,,,,,,,1.0,,1.0,,,,19.0,,,,,,,,,,77354200000
2006,2,,1.0,,,,,6.0,2.0,22.0,1.0,15.0,40.0,,1.0,195.0,,,,,,,,,,20000501105
2006,3,,1.0,,,,,,,,,,,,,14.0,,,,,,,,,,320-0973589
2006,4,,1.0,,,,,17.0,,3.0,,,,,,1.0,,,,,,,,,,40000000529
2006,5,,2.0,,,,,,11.0,,,3.0,,,6.0,37.0,,,449.0,,,,,,,50000019263
2006,3,,1.0,,,,,4.0,,,,12.0,189.0,,1.0,216.0,,,,,2.0,,,,,30000011338
2006,5,,3.0,,,,,,,,,1.0,,,,5.0,,,,,,,,,,50000068459
2006,7,,16.0,,,,,,,,,,,,,,,,132.0,1.0,104.0,1.0,,,,71033500006
2006,4,,3.0,1.0,,,,5.0,,1.0,,1.0,,,,3.0,,,,,,,,,,40000008433
2006,3,,3.0,,,,,,,,,,1.0,,,15.0,,,8.0,,,,,,,30000027119
2006,3,,5.0,1.0,,,,1.0,,2.0,1.0,1.0,2.0,,,17.0,,,,,,,,,,30000018355
2006,3,,5.0,1.0,,,,,,1.0,,10.0,,,,15.0,,,,,,,,,,358-2551497
2006,2,,5.0,,,,,73.0,,3.0,,10.0,3.0,,1.0,183.0,,,,,,,,,,20001007846
2006,3,,1.0,,,,,6.0,1.0,,,,6.0,,1.0,3.0,2.0,,,,,,,,,30000090286
2006,1,,97.0,21.0,,,,48.0,26.0,5.0,2.0,1.0,5.0,5.0,,116.0,,,,,3.0,,,,,10000004341
2006,2,,14.0,3.0,,,,12.0,,6.0,,,,,,70.0,,,10.0,,,,,,,20000968436
2006,4,,1.0,,,,,,,2.0,,5.0,,,,70.0,,,3.0,,1.0,4.0,,,,40000002721
2006,7,,1.0,,,,,,,4.0,,1.0,,,,269.0,,,,,8.0,5.0,,,,71757600000
2006,7,,8.0,,,,,1.0,3.0,1.0,,1.0,,,,262.0,,,7.0,,41.0,14.0,,,,71868900005
2006,5,,6.0,,,,,,2.0,1.0,,,,,,1.0,,,,,,,,,,50000068452
2006,1,,1.0,1.0,,,,1.0,,,,,,,,15.0,,,,,,,,,,10000023777
2006,4,,1.0,,,,,,1.0,,,1.0,,1.0,,3.0,,3.0,,,2.0,,,,,40000002794
2006,3,,2.0,1.0,,,,13.0,,5.0,,3.0,,2.0,1.0,45.0,,,,1.0,3.0,2.0,,,,30000007748
