agency,arid,q006,q007,q008,q009,q010,q011,q015_count,q015_value,q023,q031,q047,q048,q053,q055,q056,q061,q070,q071,q072,q073,q074,q075,q076,q081_numer,q081_denom,q081,q082,q083
3,30000020666,,,,,,25.9968102073365,,,40.379746835443,,,,,,,,,,,,,,,,,,,
3,30000021292,,,,,,31.9371727748691,1.32275132275132,12.7628886073482,64.6825396825397,,,,,,,,,,,,,,,,,,,
3,30000021573,,,,,,63.3684210526316,,,,,,,,,,,,,,,,,,,,,,
3,30000021943,,,,,,-29.1577597263788,1.68980084490042,12.5048206227493,,,,,,,,,,,,,,,,,,,,
3,30000021978,,,,,,-21.2953876349362,,,38.4039900249377,,,,,,,,,,,,,,,,,,,
3,30000022086,,,,,,-23.7891737891738,,,,,,,,,,,,,,,,,,,,,,
3,30000022134,,,,,,-23.3584499461787,,,,,,,,,,,,,,,,,,,,,,
3,30000023286,,,,,,-26.4058679706601,,,,,,,,,,,,,,,,,,,,,,
3,30000023415,,,,,,-22.6342710997442,0.826446280991736,19.3103292873453,61.9834710743802,,,,,,,,,,,,,,,,,,,
3,30000023623,,,,,,-34.6292696473202,,,,,,,,,,,,,,,,,,,,,,
3,30000026218,,,,,,-48.6842105263158,3.2967032967033,15.3283263281196,,,,,,,,,,,,,,,,,,,,
3,30000026403,,,,,,-30.9126594700687,,,45.4545454545455,,,,,,,,,,,,,,,,,,,
3,30000026448,,,,,,-31.8333333333333,3.66748166259169,25.4100258820324,,,,,,,,,,,,,,,,,,,,
3,30000026451,,,,,,-33.6024217961655,,,,,,,,,,,,,,,,,,,,,,
3,30000026455,,,,,,-28.785046728972,,,,,,,,,,,,,,,,,,,,,,
3,30000026517,,,,,,-27.8745644599303,,,,,,,,,,,,,,,,,,,,,,
3,30000026555,,,,,,-40.0,,,,,,,,,,,,,,,,,,,,,,
3,30000026559,,,,,,-55.5453712190651,3.91752577319588,10.0003086038761,,,,,,,,,,,,,,,,,,,,
3,30000026634,,,,,,-22.4793388429752,,,,,,,,,,,,,,,,,,,,,,
3,30000026715,,,,,,-23.6538461538462,,,,,,,,,,,,,,,,,,,,,,
3,30000026955,,,,,,-27.9483037156704,,,,,,,,,,,,,,,,,,,,,,
3,30000027244,,,,,,-25.2808988764045,,,,,,,,,,,,,,,,,,,,,,
3,30000027507,,,,,,-37.4717832957111,,,,,,,,,,,,,,,,,,,,,,
3,30000027552,,,,,,-22.9020979020979,,,,,,,,,,,,,,,,,,,,,,
3,30000027708,,,,,,-20.6236711552091,1.69642857142857,16.5415295163499,,,,,,,,,,,,,,,,,,,,
3,30000027723,,,,,,-31.8037974683544,,,,,,,,,,,,,,,,,,,,,,
3,30000027946,,,,,,-20.8705357142857,,,,,,,,,,,,,,,,,,,,,,
3,30000028211,,,,,,-29.2540792540793,,,84.5140032948929,,,,,,,2.39520958083832,,,,,,,,,,,,
3,30000028262,,,,,,-20.0833912439194,,,50.5217391304348,,,,,,,,,,,,,,,,,,,
3,30000028316,,,,,,-38.5631709331131,3.49462365591398,30.3429088195615,,,,,,,,,,,,,,,,,,,,
3,30000028396,,,,,,-28.3730158730159,,,,,,,,,,,,,,,,,,,,,,
3,30000028530,,,,,,-41.1575562700965,,,76.775956284153,,,,,,,,,,,,,,,,,,,
3,30000028610,,,,,,-33.3644859813084,,,,,,,,,,,,,,,,,,,,,,
3,30000028614,,,,,,-32.0468642315644,,,,,,,,,,,,,,,,,,,,,,
3,30000029028,,,,,,67.8043230944255,,,49.4915254237288,,,,,,,1.45817344589409,,,,,,,,,,,,
3,30000029056,,,,,,-26.2865090403338,2.26415094339623,22.4838916311843,,,,,,,,,,,,,,,,,,,,
3,30000029209,,,,,,-20.2744577246569,,,,,,,,,,,,,,,,-32.9236149128688,,,,,,
3,30000029786,,,,,,-30.241935483871,1.73410404624277,20.2208862469603,57.0327552986513,,,,,,,,,,,,,,,,,,,
3,30000030248,,,,,,-54.7388781431335,,,,,,,,,,,,,,,,,,,,,,
3,30000030464,,,,,,-43.5227272727273,,,,,,,,,,,,,,,,,,,,,,
3,30000031084,,,,,,-28.7254280279011,,,48.932384341637,,,,,,,,,,,,,,,,,,,
3,30000031445,,,,,,38.2699868938401,,,80.5687203791469,,,,,,,,,,,,,,,,,,,
3,30000031469,,,,,,104.417320546353,,,,,,,,,,,,,,,89.1803278688525,,,,,,,
3,30000032296,,,,,,-34.3997783272231,,,,,,,,,,,,,,,97.2636815920398,,,,,,,
3,30000032647,,,,,,-29.2493946731235,,,60.6776180698152,,,,,,,,,,,,,,,,,,,
3,30000033022,,,,,,-35.7188498402556,1.49105367793241,10.5060539184816,,,,,,,,,,,,,,,,,,,,
3,30000033458,,,,,,-40.9488139825218,,,,,,,,,,,,,,,,,,,,,,
3,30000033510,,,,,,-35.0666666666667,9.34291581108829,42.81324499355,,,,,,,,,,,,,,,,,,,,
3,30000033527,,,,,,30.2954116907605,,,,,,,,,,,,,,,,,,,,,,
3,30000033806,,,,,,-28.3313325330132,73.8693467336683,86.03032348658,,,,,,,,,,,,,,,,,,,,
3,30000033826,,,,,,63.2876712328767,9.73154362416107,23.4363292187562,,,,,,,,1.14503816793893,,,,,,,,,,,,23.1543624161074
3,30000033845,,,,,,39.2156862745098,,,,,,,,,,,,,,,,,,,,,,
3,30000033978,,,,,,-54.9715909090909,,,,,,,,,,,,,,,,,,,,,,
3,30000034120,,,,,,-24.0112994350282,,,,,,,,,,,,,,,,,,,,,,
3,30000034121,,,,,,41.5233415233415,,,,,,,,,,,,,,,,,,,,,,
3,30000034240,,,,,,-37.2047244094488,,,33.5423197492163,,,,,,,,,,,,,,,,,,,
3,30000034348,,,,,,-21.684704655105,,,,,,,,,,,,,,,,,,,,,,
3,30000034443,,,,,,-20.3571428571429,,,,,,,,,,,,,,,,,,,,,,
3,30000034524,,,,,,41.5329768270945,,,,,,,,,,,,,,,,,,,,,,
3,30000034862,,,,,,-22.4625623960067,,,,,,,,,,,,,,,,,,,,,,
3,30000034953,,,,,,82.03125,,,,,,,,,,,,,,,,,,,,,,
3,30000034982,,,,,,-27.2727272727273,,,39.25,,,,,,,,,,,,,,,,,,,
3,30000035006,,,,,,169.387755102041,2.57575757575758,23.9367191807613,31.0606060606061,,,,,,,,,,,,,,,,,,,
3,30000035186,,,,,,40.2826855123675,,,,,,,,,,,,,,,,,,,,,,
3,30000035456,,,,,,33.1034482758621,,,,,,,,,,,,,,,,,,,,,,
3,30000050028,,,,,,51.6052318668252,,,,,,,,,,,,,,,,,,,,,,
3,30000055130,,,,,,63.9880952380952,,,,,,,,,,,,,,,,,,,,,,
3,30000057033,,,,,,21.3219616204691,,,,,,,,,,,,,,,,,,,,,,
3,30000057056,,,,,,58.4269662921348,,,,,,,,,,,,,,,,,,,,,,
3,30000057071,,,,,,-21.3333333333333,,,,,,,,,,,,,,,,,,,,,,
3,30000057484,,,,,,-37.0757180156658,,,,,,,,,,,,,,,,,,,,,,
3,30000057633,,,,,,55.6776556776557,,,,,,,,,,,,,,,,,,,,,,
3,30000057763,,,,,,-42.5754060324826,,,,,,,,,,,,,,,,,,,,,,
3,30000057777,,,,,,43.9824945295405,,,,,,,,,,,,,,,92.4657534246575,,,,,,,
3,30000057870,,,,,,110.283687943262,2.02360876897133,27.3989819644316,,,,,,,,,,,,,,,,,,,,
3,30000057954,,,,,,-35.2596927578639,,,,,,,,,,,,,,,,,,,,,,
3,30000057993,,,,,,-24.6636771300448,,,,,,,,,,,,,,,,,,,,,,
3,30000058088,,,,,,34.7921225382932,,,,,,,,,,,,,,,,,,,,,,
3,30000058215,,,,,,-43.4516523867809,4.54545454545455,23.057423000469,,,,,,,,,,,,,,,,,,,,
3,30000058309,,,,,,96.5116279069768,1.77514792899408,45.5131682340118,,,,,,,,,,,,,,,,,,,,31.0276679841897
3,30000058408,,,,,,47.3244147157191,,,35.1872871736663,,,,,,,,,,,,,,,,,,,
3,30000058471,,,,,,-78.119378577269,,,,,,,,,,,,,,,,,,,,,,24.0837696335079
3,30000058754,,,,,,45.1467268623025,,,,,,,,,,,,,,,,,,,,,,
3,30000058892,,,,,,-31.758034026465,,,,,,,,,,,,,,,,,,,,,,
3,30000090175,,,,,,-31.3613861386139,,,,,,,,,,,,,,,,,,,,,,
3,30000090181,,,,,,-25.6198347107438,,,,,,,,,,,,,,,,,,,,,,
3,30000090183,,,,,,-28.4663271080928,,,,,,,,,,,,,,,,,,,,,,
3,30000090206,,,,,,-27.2262026612078,,,,,,,,,,,,,,,,,,,,,,
3,30000090213,,,,,,-31.2330623306233,2.16748768472906,19.2001706570296,,,,,,,,,,,,,,,,,,,,
3,30000090215,,,,,,-21.1748633879781,,,,,,,,,,,,,,,,,,,,,,
3,30000090250,,,,,,26.5060240963855,,,,,,,,,,,,,,,,,,,,,,
3,30000090253,,,,,,91.1611785095321,,,,,,,,,,,,,,,,,,,,,,
3,30000090270,,,,,,-22.2222222222222,,,,,,,,,,,,,,,,,,,,,,
3,30000090290,,,,,,-29.7343616109683,,,,,,,,,,,,,,,,,,,,,,
3,303-0365685,,,,,,-27.7598152424942,,,52.0460358056266,,,,,,,,,,,,,,,,,,,
3,304-2876549,,,,,,-35.2727780103251,,,,,,,,,,,,,,,,,,,,,,
3,320-8872754,,,,,,-47.2336688509086,,,,,,,,,,,,,,,97.172236503856,,,,,,,
3,327-0684906,,,,,,73.2953072336012,,,,,,,,,,,,,,,,,,,,,,
3,338-3550157,,,,,,43.1492842535787,,,,,,,,,,,,,,,,,,,,,,
3,341-2181683,,,,,,-29.1429699842022,,,,,,,,,,,,,,,,,,,,,,
3,358-2642920,,,,,,33.4622823984526,,,,,,,,,,,,,,,,,,,,,,
3,366-0365296,,,,,,37.6772247360483,,,,,,,,,,,,,,,,,,,,,,
3,371-0833583,,,,,,-20.9302325581395,,,,,,,,,,,,,,,,,,,,,,
5,50000000077,,,,,,47.6086956521739,,,30.6332842415317,,11.9293078055965,,,,,,,,,,,,,,,,,
5,50000000159,,,,,,-38.1207400194742,,,30.1337529504327,,,,,,,,,,,,,,,,,,,
5,50000000196,,,,,,54.2903151598804,,,,,,,,,,,,,,,,,,,,,,21.8600531443756
5,50000000566,,,,,,-41.1280846063455,,,,,,,,,,,,,,,,,,,,,,30.2395209580838
5,50000000857,,,,,,-31.0606060606061,,,,,,,,,,,,,,,,,,,,,,
5,50000001040,,,,,,22.9813664596273,,,,,,,,,,,,,,,,,,,,,,
5,50000001207,,,,,,39.8976982097187,,,,,,,,,,,,,,,,,,,,,,
5,50000001261,,,,,,54.7546012269939,,,,,,,,,,,,,,,,,,,,,,
5,50000001303,,,,,,28.3406754772394,,,35.58352402746,,,,,,,,,,,,,,,,,,,
5,50000001476,,,,,,-64.827018121911,,,,,,,,,,,,,,,,,,,,,,
5,50000001747,,,,,,32.6007326007326,,,,,,,,,,1.16618075801749,,,,,,,,,,,,
5,50000001815,,,,,,47.2826086956522,1.69741697416974,15.7247060303087,,,,,,,,,,,,,,,,,,,,
5,50000001845,,,,,,164.285714285714,,,,,,,,,,,,,,,,,,,,,,
5,50000002535,,,,,,76.8996960486322,,,,,,,,,,1.58013544018059,,,,,,,,,,,,
5,50000004035,,,,,,64.4536652835408,,,,,,,,,,,,,,,,,,,,,,
5,50000004142,,,,,,-36.3678002977213,,,,,,,,,,,,,,,,-29.6197406070951,,,,,,20.5801860974275
5,50000005561,,,,,,-32.0327552986513,,,,,,,,,,,,,,,,,,,,,,
5,50000005588,,,,,,128.316831683168,,,,,,,,,,,,,,,,,,,,,,
5,50000005621,,,,,,-54.1045480279298,,,,,,,,,,,,,,,,,,,,,,32.464846980976
5,50000005912,,,,,,-20.5504587155963,,,,,,,,,,,,,,,,,,,,,,
5,50000005913,,,,,,-21.9081272084806,,,,,,,,,,,,,,,,,,,,,,
5,50000006328,,,,,,27.8835386338186,,,,,,,,,,,,,,,,,,,,,,30.122591943958
5,50000006775,,,,,,27.2161741835148,,,30.6845965770171,,,,,,,,,,,,,,,,,,,
5,50000006885,,,,,,-26.4849755415793,,,,,,,,,,,,,,,,,,,,,,
5,50000007238,,,,,,-23.7201365187713,,,,,,,,,,,,,,,,,,,,,,
5,50000007397,,,,,,25.8899676375405,,,73.4575835475578,,,,,,,1.21951219512195,,,,,,,,,,,,
5,50000007544,,,,,,-20.3341425103527,,,,,,,,,,,,,,,,,,,,,,
5,50000007608,,,,,,-25.3993610223642,,,,,,,,,,,,,,,,,,,,,,
5,50000008116,,,,,,-21.3835060838215,,,,,,,,,,,,,,,,,,,,,,
5,50000009007,,,,,,24.5192307692308,,,,,,,,,,,,,,,,,,,,,,
5,50000009198,,,,,,-44.2125237191651,,,,,,,,,,,,,,,,,,,,,,
5,50000009260,,,,,,-20.7632600258732,,,50.2857142857143,,10.530612244898,,,,,,,,,,,,,,,,,
5,50000009436,,,,,,-50.2832861189802,,,,,,,,,,,,,,,,,,,,,,
5,50000009607,,,,,,-32.7586206896552,,,,,,,,,,,,,,,,,,,,,,
5,50000009788,,,,,,-33.8100102145046,,,43.2098765432099,,,,,,,,,,,,,,,,,,,
5,50000009986,,,,,,43.4782608695652,,,,,,,,,,,,,,,,,,,,,,
5,50000010174,,,,,,-26.3157894736842,,,,,,,,,,,,,,,,,,,,,,
5,50000010754,,,,,,-34.8161764705882,,,,,,,,,,,,,,,,,,,,,,
5,50000010848,,,,,,56.8475452196382,,,,,,,,,,,,,,,,,,,,,,
5,50000010920,,,,,,40.0907715582451,,,,,,,,,,,,,,,,,,,,,,
5,50000011065,,,,,,47.2999035679846,,,,,,,,,,,,,,,,,,,,,,
5,50000011836,,,,,,32.8537170263789,,,48.3754512635379,,,,,,,,,,,,,,,,,,,
5,50000012199,,,,,,-35.0943396226415,,,,,,,,,,,,,,,,,,,,,,
5,50000012425,,,,,,-26.8924302788845,,,,,,,,,,,,,,,,,,,,,,
5,50000012525,,,,,,-30.0970873786408,,,,,,,,,,,,,,,,,,,,,,
5,50000012679,,,,,,273.4375,,,,,,,,,,,,,,,,,,,,,,
5,50000012765,,,,,,36.7901234567901,,,48.2851985559567,,,,,,,,,,,,,,,,,,,
5,50000013242,,,,,,35.7203751065644,,,,,,,,,,,,,,,,,,,,,,
5,50000013392,,,,,,-21.7665615141956,,,,,,,,,,,,,,,,,,,,,,
5,50000014384,,,,,,-28.0161243881371,,,,,,,,,,,,,,,,,,,,,,
5,50000015882,,,,,,43.8256658595642,,,53.7878787878788,,,,,,,,,,,,,,,,,,,
5,50000017623,,,,,,-20.2404809619238,,,59.0452261306533,,,,,,,,,,,,,,,,,,,
5,50000017642,,,,,,-20.0507614213198,,,55.1322751322751,,,,,,,,,,,,,,,,,,,
5,50000019085,,,,,,-20.9439528023599,,,,,,,,,,,,,,,,,,,,,,
5,50000019263,,,,,,-25.767498976668,,,,,,,,,,,,,,,,,,,,,,
5,50000022128,,,,,,-46.1988304093567,,,77.4844720496894,,,,,,,,,,,,,,,,,,,
5,50000022468,,,,,,-31.6208393632417,,,,,,,,,,,,,,,,,,,,,,
5,50000023279,,,,,,24.9936820823856,,,,,,,,,,,,,,,,,,,,,,
5,50000023541,,,,,,-98.422090729783,,,,,,,,,,,,,,,,,,5.0,8.0,62.5,,37.5
5,50000024003,,,,,,46.5148698884758,,,45.0047573739296,,,,,,,,,,,,,,,,,,,
5,50000024034,,,,,,-26.9813000890472,,,,,,,,,,,,,,,,,,,,,,
5,50000024077,,,,,,-26.0152596603495,,,,,,,,,,,,,,,,,,,,,,
5,50000024173,,,,,,-43.5018050541516,,,,,,,,,,,,,,,,,,,,,,
5,50000024250,,,,,,-21.8923933209648,,,,,,,,,,,,,,,,,,,,,,
5,50000024254,,,,,,-34.9809885931559,,,,,,,,,,,,,,,,,,,,,,
5,50000024326,,,,,,22.1453287197232,,,,,,,,,,,,,,,,,,,,,,41.0764872521246
5,50000024362,,,,,,-31.3100064006827,,,37.6145364186986,,,,,,,,,,,,,,,,,,,
5,50000024553,,,,,,-30.6645316253002,,,,,,,,,,,,,,,,,,,,,,
5,50000024560,,,,,,-29.3371757925072,,,,,,,,,,,,,,,,,,,,,,
5,50000024688,,,,,,-29.4975688816856,,,,,,,,,,,,,,,,,,,,,,
5,50000024692,,,,,,-22.7476038338658,,,,,,,,,,,,,,,,,,,,,,
5,50000024693,,,,,,-34.5918367346939,,,,,,,,,,,,,,,,,,,,,,
5,50000024748,,,,,,92.051282051282,,,40.5874499332443,,,,,,,,,,,,,,,,,,,
5,50000024802,,,,,,-42.3529411764706,,,,,,,,,,,,,,,,,,,,,,
5,50000060087,,,,,,-33.9602925809822,,,,,,,,,,,,,,,,,,,,,,
5,50000060238,,,,,,21.6833095577746,,,,,,,,,,,,,,,,,,,,,,
5,50000060269,,,,,,53.5006605019815,,,,,,,,,,,,,,,,,,,,,,
5,50000060583,,,,,,-32.5665859564165,,,,,10.951526032316,,,,,,,,,,,,,,,,,
5,50000060705,,,,,,-25.6360708534622,,,,,,,,,,,,,,,,,,,,,,
5,50000060784,,,,,,21.5779467680608,,,,,,,,,,,,,,,,,,,,,,22.0484753713839
5,50000060936,,,,,,-25.9765625,,,,,,,,,,,,,,,,,,,,,,
5,50000061077,,,,,,-30.2371541501976,,,,,,,2.07743153918791,,,2.13592233009709,,,,,,,,,,,,
5,50000061315,,,,,,-32.6817482978256,,,,,,,,,,,,,,,,,,,,,,
5,50000061330,,,,,,-26.865671641791,,,,,,,,,,,,,,,,,,,,,,
5,50000061623,,,,,,-34.9615806805708,,,,,,,,,,,,,,,,,,,,,,
5,50000061755,,,,,,39.041095890411,,,68.7543983110486,,,,,,,,,,,,,,,,,,,
5,50000061759,,,,,,-64.0449438202247,,,,,,,,,,,,,,,,,,,,,,
5,50000061908,,,,,,76.8472906403941,,,,,,,,,,,,,,,,,,727.0,1077.0,67.5023212627669,,
5,50000062047,,,,,,-62.8787878787879,,,,,,,,,,,,,,,,,,,,,,
5,50000062049,,,,,,24.5205479452055,,,,,,,,,,,,,,,,,,,,,,
5,50000062172,,,,,,31.0918293564714,,,,,,,,,,,,,,,,,,,,,,
5,50000062504,,,,,,30.6425041186161,,,,,,,,,,,,,,,,,,,,,,
5,50000062509,,,,,,26.4199655765921,,,30.2927161334241,,,,,,,,,,,,,,,,,,,
5,50000062514,,,,,,-22.9791588130756,,,,,,,,,,,,,,,,,,,,,,
5,50000062568,,,,,,-34.1409691629956,,,,,,,,,,,,,,,,,,,,,,
5,50000062641,,,,,,-27.8409090909091,,,,,,,,,,,,,,,,,,,,,,
5,50000062715,,,,,,-27.3347547974414,,,,,,,,,,,,,,,,,,,,,,
5,50000062728,,,,,,81.8923327895595,,,,,,,,,,,,,,,,,,,,,,
5,50000062897,,,,,,88.9784946236559,,,,,,,,,,,,,,,,,,,,,,
5,50000062969,,,,,,203900.0,,,,,,,,,,,,,,,,,,,,,,
5,50000063004,,,,,,57.5091575091575,,,,,,,,,,,,,,,,,,,,,,
5,50000063057,,,,,,-21.5686274509804,,,,,,,,,,,,,,,,,,,,,,
5,50000063250,,,,,,-37.7181208053691,,,,,,,,,,,,,,,,,,,,,,
5,50000063283,,,,,,-23.8983050847458,,,,,,,,,,,,,,,,,,,,,,
5,50000063602,,,,,,-29.5172413793103,,,,,,,,,,,,,,,,,,,,,,
5,50000063829,,,,,,-27.5849982474588,,,,,,,,,,,,,,,,,,,,,,
5,50000063832,,,,,,76.8987341772152,2.86225402504472,28.7418013388329,,,,,,,,,,,,,,,,,,,,
5,50000064203,,,,,,-27.6570048309179,,,,,,,,,,,,,,,,,,,,,,
5,50000064441,,,,,,-27.037037037037,,,,,,,,,,,,,,,,,,,,,,
5,50000064778,,,,,,53.8461538461538,,,,,,,,,,,,,,,,,,,,,,
5,50000065032,,,,,,23.9082969432314,,,,,,,,,,,,,,,,,,,,,,
5,50000065597,,,,,,-37.6971608832808,,,,,,,,,,,,,,,,,,,,,,
5,50000065644,,,,,,-21.8816067653277,,,,,,,,,,,,,,,,,,,,,,
5,50000065656,,,,,,-21.7659137577002,,,49.6062992125984,,11.0236220472441,,,,,,,,,,,,,,,,,
5,50000065728,,,,,,-23.5654169854629,,,,,,,,,,,,,,,,,,,,,,
5,50000065856,,,,,,41.8816388467375,,,,,,,,,,,,,,,,,,,,,,
5,50000066157,,,,,,29.6577946768061,,,,,,,,,,,,,,,,,,,,,,
5,50000066158,,,,,,-24.4733581164808,,,,,,,,,,,,,,,,,,,,,,
5,50000066343,,,,,,-23.0635637374088,,,,,,,,,,,,,,,,,,,,,,
5,50000066365,,,,,,-39.907192575406,,,,,,,,,,,,,,,,,,,,,,
5,50000066373,,,,,,-23.0049261083744,,,,,,,,,,,,,,,,,,,,,,
5,50000066376,,,,,,98.6440677966102,,,,,,,,,,,,,,,,,,,,,,
5,50000066448,,,,,,-48.1658216522517,,,41.02416570771,,10.4142692750288,,,,,,,,,,,,,,,,,
5,50000066479,,,,,,-20.1890989988877,,,,,,,,,,,,,,,,,,,,,,
5,50000066538,,,,,,-59.3977154724818,,,54.2199488491049,,,,,,,,,,,,,,,,,,,
5,50000066597,,,,,,3893.33333333333,,,,,,,,,,,,,,,,,,,,,,
5,50000066638,,,,,,-20.2979515828678,,,,,14.5638629283489,,,,,,,,,,,,,,,,,
5,50000066777,,,,,,-22.1987315010571,,,,,,,,,,,,,,,,,,,,,,
5,50000066824,,,,,,-31.0832025117739,,,,,,,,,,,,,,,,,,,,,,
5,50000066836,,,,,,-39.6231219760632,,,,,,,,,,,,,,,,,,,,,,
5,50000066983,,,,,,-22.2627737226277,,,89.4366197183099,,,,,,,,,,,,,,,,,,,
5,50000067190,,,,,,-35.3956125215677,,,,,,,,,,,,,,,,,,,,,,
5,50000067252,,,,,,-25.0,,,,,,,,,,,,,,,,,,,,,,
5,50000067344,,,,,,-21.7765042979943,,,47.8021978021978,,,,,,74.4827586206897,,,,,,,,,,,,,
5,50000067605,,,,,,-23.7688442211055,,,,,,,,,,,,,,,,,,,,,,
5,50000067619,,,,,,-23.0403800475059,,,,,,,,,,,,,,,,,,,,,,
5,50000067696,,,,,,-41.6164053075995,,,,,,,,,,,,,,,,,,,,,,
5,50000067709,,,,,,-54.6791443850267,,,,,,,,,,,,,,,,,,,,,,
5,50000067955,,,,,,34.2152466367713,,,,,,,,,,,,,,,,,,,,,,
5,50000067984,,,,,,-46.6353677621283,,,,,,,,,,,,,,,,,,,,,,
5,50000068053,,,,,,-20.260492040521,,,30.1270417422868,,,,,,,,,,,,,,,,,,,
5,50000068061,,,,,,-20.5645161290323,,,,,,,,,,,,,,,,,,,,,,
5,50000068203,,,,,,-21.0138248847926,,,,,,,,,,,,,,,,,,,,,,
5,50000068248,,,,,,-20.9599447513812,,,,,,,,,,,,,,,,,,,,,,
5,50000068271,,,,,,-28.1368821292776,,,39.2592592592593,,,,,,,,,,,,,,,,,,,
5,50000068278,,,,,,-27.3538961038961,,,,,,,,,,,,,,,,,,,,,,
5,50000068359,,,,,,77.03081232493,,,,,,,,,,,,,,,,,,,,,,
5,50000068362,,,,,,49.163179916318,,,,,,,,,,,,,,,,,,,,,,
5,50000068372,,,,,,115.269461077844,,,55.7719054242003,,,,,,,,,,,,,,,,,,,33.240611961057
5,50000068373,,,,,,-22.1238938053097,,,,,,,,,,,,,,,,,,,,,,
5,50000068375,,,,,,-35.6999330207636,,,32.6041666666667,,,,,,,,,,,,,,,,,,,
5,50000068383,,,,,,-23.5481304693715,,,,,,,,,,,,,,,,,,,,,,
5,50000068391,,,,,,-20.3891708967851,,,,,,,,,,,,,,,,,,,,,,
5,50000068413,,,,,,60.0858369098712,,,,,,,,,,,,,,,,,,,,,,
5,50000068415,,,,,,38.021978021978,,,,,,,,,,,,,,,,,,,,,,
5,50000068452,,,,,,35.2173913043478,,,,,,,,,,,,,,,,,,,,,,
5,50000068453,,,,,,73.0538922155689,,,,,,,,,,,,,,,,,,,,,,
5,50000068457,,,,,,-29.9525504151839,7.95935647756139,24.5793090734045,,,,,,,,,,,,,,,,,,,,
5,50000068459,,,,,,-35.0903614457831,,,,,,,,,,,,,,,,,,,,,,
5,50000068465,,,,,,-21.3917525773196,,,,,,,,,,,,,,,,,,,,,,23.2746311280343
5,50000068485,,,,,,-40.1794616151545,,,,,,,,,,,,,,,,,,,,,,
5,50000068530,,,,,,-35.4576271186441,,,71.218487394958,,,,,,,,,,,,,,,,,,,
5,50000068536,,,,,,64.3292682926829,,,,,,,,,,,,,,,,,,,,,,
5,50000068565,,,,,,-20.5210975328568,,,,,,,,,,,,,,,,,,,,,,
5,50000068576,,,,,,-21.9798657718121,,,,,,,,,,,,,,,,,,,,,,
5,50000068577,,,,,,-31.2225705329154,,,,,,,,,,,,,,,,,,,,,,
5,50000068607,,,,,,-20.1603665521191,,,,,,,,,,,,,,,,,,,,,,
5,50000068623,,,,,,-30.8943089430894,,,32.7058823529412,,,,,,,,,,,,,,,,,,,
5,50000097069,,,,,,23.8709677419355,,,,,,,,,,,,,,,,,,,,,,
5,523-3102701,,,,,,-98.9749430523918,,,,,,,,,,,,,,,,,,,,,,
5,575-3103689,,,,,,-34.9683544303797,,,,,,,,,,,,,,,,,,,,,,
5,591-2081649,,,,,,-20.2986467568829,,,,,,,,,,,,,,,,,,,,,,
7,701-0726495,,,,,,82.7640115688267,,,,,,,,,,,,,,,99.4397759103641,,,,,,,
7,702-0411771,,,,,,-24.5804540967424,,,,,,,,,,,,,,,,,,,,,,
7,704-2860193,,,,,,-27.727952167414,,,,,,,,,,,,,,,,,,,,,,
7,704-3128200,,,,,,-21.3917525773196,,,,,,,,,,,,,,,,,,,,,,
7,704-3514463,,,,,,-29.5377901210077,,,,,,,,,,,,,,,,,,,,,,
7,704-3554142,,,,,,-25.4427645788337,,,,,,,,,,,,,,,,,,,,,,
7,704-3568208,,,,,,-37.294301056643,,,,,,,,,,,,,,,96.1488250652742,,,,,,,
7,705-0402708,,,,,,-41.4959337994008,,,,,,,,,,,,,,,99.9837609613511,,,,,,,
7,70623009990,,,,,,-23.3774834437086,,,,,,,,,,,,,,,,,,,,,,
7,71047300008,,,,,,963.855421686747,,,,,,,,,,,,,,,,,,,,,,
7,71053400001,,,,,,-63.4965034965035,,,,,,,,,,,,,,,,,,,,,,
7,71097500000,,,,,,-21.4779759737896,,,,,,,,,,,,,,,,,,,,,,
7,711-2637419,,,,,,-45.928338762215,,,,,,,,,,,,,,,,,,,,,,
7,711-3290207,,,,,,54.1114058355438,,,,,,,,,,,,,,,,,,,,,,
7,711-3412303,,,,,,152.517985611511,,,,,,,,,,,,,,,,,,,,,,
7,711-3714032,,,,,,-30.1983365323097,,,,,,,,,,,,,,,,,,,,,,
7,71125900008,,,,,,24.1109101868596,,,,,,,,,,,,,,,,,,,,,,
7,71173900006,,,,,,-25.0,,,,,,,,,,,,,,,,,,,,,,
7,71177500008,,,,,,38.7889908256881,,,,,,,,,,,,,,,,,,,,,,
7,71222400008,,,,,,-28.4450651769088,,,,,,,,,,,,,,,,,,,,,,
7,71248000009,,,,,,-34.4150388573829,,,,,,,,,,,,,,,,,,,,,,
7,71257809990,,,,,,-36.1799816345271,,,,,,,,,,,,,,,,,,,,,,
7,71283200001,,,,,,-86.152299572757,,,,,,,,,,,,,,,,,,,,,,
7,71292000001,,,,,,-37.2972972972973,,,,,,,,,,,,,,,,,,,,,,
7,713-3654244,,,,,,-42.1465260881319,,,,,,,,,,,,,,,,,,,,,,
7,713-4362989,,,,,,31.647855530474,,,,,,,,,,,,,,,99.4944388270981,,,,,,,
7,71360809998,,,,,,-29.0452261306533,,,,,,,,,,,,,,,,,,,,,,
7,714-1886719,,,,,,29.6130117779024,,,,,,,,,,,,,,,,,,,,,,
7,71411700003,,,,,,-41.1969785008716,,,,,,,,,,,,,,,,,,,,,,
7,71507400004,,,,,,-30.1404212637914,,,,,,,,,,,,,,,,,,,,,,
