year,agency,q035,q001,q002,q003,q004,q005,q013,q036,q037,q038,q025,q068,q014,q024,q027,q067,q039,q040,q066,q044,q045,q051,q064,arid
2013,5,,5.0,,,,,,30.0,,,,,,1.0,8.0,,,,,,,,,50000060793
2013,7,,4.0,,,,,,,,,,,,,50.0,,,,,,,,,775-2725402
2013,1,,9.0,1.0,,,,4.0,,,,,2.0,,,15.0,,,,,,,,,10000703758
2013,5,,3.0,,,,,,,,,15.0,,,2.0,48.0,,,,,,,,,50000010709
2013,3,,3.0,1.0,,,,1.0,11.0,,,6.0,3.0,,,42.0,,,,,,,,,30000002232
2013,3,,1.0,1.0,,,,3.0,1.0,,,,,,,3.0,,,,,,,,,30000058377
2013,7,,1.0,,1.0,,,,,,,,,,,12.0,,,,,,,,,713-4043461
2013,9,,493.0,44.0,2.0,,,341.0,3.0,12.0,,2.0,24.0,28.0,1.0,307.0,,,,,,,,,90000613307
2013,7,,8.0,,24.0,,,,,,,128.0,,,1.0,32.0,,,,,,,,,733-0175937
2013,3,,7.0,3.0,,,,42.0,,4.0,,1.0,5.0,,,90.0,,,,,,,,,30000009712
2013,3,,6.0,,,,,37.0,,2.0,,,2.0,1.0,3.0,169.0,,,,,,,,,30000027408
2013,2,,9.0,2.0,3.0,2.0,,16.0,2.0,,,2.0,1.0,,,507.0,,,,,,,,,20002717012
2013,1,,2.0,,,,,2.0,,,,,9.0,,,8.0,,,,,,,,,10000017000
2013,3,,6.0,3.0,,,,1.0,,,,,,,,5.0,,,,,,,,,30000057382
2013,3,,2.0,,,,,,5.0,1.0,,,19.0,,1.0,38.0,,,,,7.0,,,,30000000193
2013,3,,1.0,,,,,,1.0,,,,,1.0,,9.0,,,,,,,,,326-4102492
2013,1,,17.0,1.0,,,,19.0,,,,,11.0,,,26.0,,,,,,,,,10000024749
2013,3,,6.0,3.0,,,,7.0,,,,,,1.0,,49.0,,,,,,,,,30000057941
2013,1,,3.0,,1.0,,,3.0,,,,,,1.0,,53.0,,,,,,,,,10000008796
2013,9,,49.0,2.0,,,,,9.0,,,9.0,,8.0,35.0,1260.0,,,,,,,,,938-3615473
2013,7,,10.0,,15.0,,,,4.0,,,1.0,,,,321.0,,1.0,,,,,,,71746800001
2013,3,,3.0,,,,,8.0,,3.0,,,1.0,,,7.0,,,,,,,,,30000058236
2013,5,,3.0,,,,,73.0,,1.0,,,31.0,,,14.0,,,,,,,,,50000022592
2013,1,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,10000705278
2013,7,,23.0,2.0,23.0,,,,1.0,,,,,,,218.0,,,,,,,,,754-2070914
2013,7,,2.0,,,,,,,,,,,,,,,,,,,,,,743-1536603
2013,1,,3.0,,,,,6.0,,2.0,,3.0,9.0,1.0,,28.0,,,,,,,,,10000004742
2013,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000005099
2013,7,,1.0,,,,,,,,,,,,,122.0,,,,,,,,,71507400004
2013,5,,5.0,1.0,,,,2.0,,13.0,,,,,,14.0,,,,,,,,,50000002760
2013,9,,2505.0,289.0,207.0,,,1063.0,1349.0,104.0,60.0,115.0,30.0,107.0,218.0,7946.0,1.0,,,,20.0,,,,90000504713
2013,3,,25.0,8.0,,,,434.0,,,,,25.0,1.0,,69.0,,,,,,,,,30000033806
2013,3,,8.0,1.0,,,,14.0,,5.0,,,1.0,,,6.0,,,,,,,,,30000058057
2013,7,,60.0,1.0,40.0,,,,1033.0,,,2264.0,,,15.0,3262.0,,,,2.0,,3.0,,,70471809999
2013,7,,127.0,9.0,58.0,1.0,,,37.0,,,228.0,,3.0,23.0,75.0,,,,,,,,,72317700005
2013,1,,1.0,,,,,4.0,,,,,,,,47.0,,,,,,,,,10000703571
2013,5,,90.0,6.0,,,,,17.0,6.0,5.0,,,1.0,,21.0,,,,,,,,,50000019976
2013,5,,1.0,,,,,,,5.0,,1.0,,,,21.0,,,,,,,,,50000082794
2013,3,,1.0,,,,,9.0,,3.0,1.0,13.0,,1.0,,46.0,,,,,,,,,30000016160
2013,7,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,776-0448253
2013,1,,1.0,,,,,3.0,25.0,,,2.0,,,,7.0,,,,,,,,,10000005073
2013,1,,3.0,,,,,73.0,,,,,9.0,,,36.0,,,,,,,,,10000702130
2013,3,,4.0,,,,,1.0,1.0,,,1.0,,1.0,,182.0,,,,,,,,,30000012219
2013,3,,6.0,,,,,1.0,,,,,1.0,,,18.0,,,,,,,,,30000034774
2013,7,,9.0,1.0,2.0,,,,,,,,,,,180.0,,,,,,,,,726-3943038
2013,1,,1.0,,,,,9.0,1.0,,,3.0,68.0,,1.0,205.0,,,,,,,,,10000021389
2013,9,,124.0,23.0,1.0,,,94.0,53.0,195.0,9.0,10.0,,13.0,2.0,837.0,,,,,,,,,90000280110
2013,5,,3.0,,,,,,1.0,3.0,,,,,,,,,,,,,,,50000018708
2013,3,,2.0,1.0,,,,,,,,,,,,9.0,,,,,1.0,,,,30000006091
2013,3,,1.0,,,,,1.0,,,,,1.0,1.0,,3.0,,,,,,,,,30000009632
2013,1,,53.0,14.0,,,,1.0,,13.0,2.0,30.0,,6.0,,93.0,,,,,,,,,10000003656
2013,3,,2.0,,,,,5.0,,,,,,,,15.0,,,,,,,,,30000034903
2013,2,,2.0,,,,,2.0,,1.0,,,1.0,1.0,,9.0,,,,,,,,,20002333298
2013,1,,46.0,6.0,1.0,,,26.0,,2.0,,,,3.0,,32.0,,,,,,,,,10000705190
2013,1,,1.0,,,,,10.0,1.0,3.0,,8.0,,,,59.0,,,,,,,,,10000003724
2013,3,,3.0,,,,,26.0,,,,,,1.0,,,,,,,,,,,30000057463
2013,7,,5.0,,,,,1.0,,,,,,,1.0,2.0,,,,,,,,,774-3050221
2013,3,,4.0,,,,,15.0,3.0,4.0,,1.0,15.0,1.0,1.0,130.0,,,,,1.0,,,,30000013876
2013,5,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,50000068417
2013,5,,2.0,,,,,,,13.0,,,,,,1.0,,,,,,,,,50000065299
2013,1,,2.0,,,,,3.0,1.0,,,,1.0,,,16.0,,,,,,,,,10000014898
2013,3,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,399-0057719
2013,2,,3.0,,,,,1.0,,,,,7.0,,,21.0,,,,,,,,,20000275509
2013,7,,29.0,2.0,8.0,3.0,,1.0,,,,,,,,184.0,,,,,,,,,720-4255880
2013,5,,5.0,1.0,,,,,,4.0,,,,,1.0,,,,,,,,,,50000023957
2013,1,,9.0,,,,,6.0,,1.0,,,,1.0,,20.0,,,,,,,,,10000717995
2013,3,,1.0,,,,,,,,,1.0,,,,5.0,,,,,,,,,30000001176
2013,3,,1.0,,,,,,,,,,5.0,,,5.0,,,,,,,,,30000026536
2013,2,,1.0,,,,,4.0,,,,,,,,5.0,,,,,,,,,20002877345
2013,1,,8.0,1.0,,,,2.0,,,,12.0,,,,68.0,,,,,,,,,10000016892
2013,3,,4.0,,,,,19.0,,3.0,,,12.0,1.0,,156.0,,,,,,,,,30000019899
2013,7,,7.0,2.0,,,,,,,,,,,,5.0,,,,,,,,,775-2511480
2013,7,,1.0,,2.0,,,,,,,,,,,30.0,,,,,,,,,711-3199045
2013,5,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,50000000053
2013,3,,17.0,1.0,,,,17.0,,2.0,,,,1.0,,29.0,,,,,,,,,30000090160
2013,3,,1.0,,,,,,,,,,,,,6.0,,,,,,,,,327-0411463
2013,7,,1.0,,,,,,,,,193.0,,,9.0,118.0,,,,,,,,,754-1822116
2013,3,,1.0,,,,,9.0,16.0,,,2.0,,,,45.0,,,,,12.0,,,,30000029028
2013,1,,4.0,1.0,,,,,,2.0,,1.0,,1.0,,44.0,,,,,,,,,10000017045
2013,5,,29.0,3.0,1.0,,,2.0,,,,,,3.0,,71.0,,,,,,,,,50000004735
2013,7,,13.0,,31.0,,,,,,,357.0,,,,147.0,,,,,,,,,70542409990
2013,3,,10.0,2.0,1.0,,,,,,,10.0,,3.0,,112.0,,,,,,,,,339-2001010
2013,7,,11.0,1.0,12.0,3.0,,2.0,1.0,1.0,,554.0,,2.0,1.0,713.0,,,,,12.0,,,,77635500004
2013,3,,2.0,,,,,5.0,,1.0,,,3.0,,,,,,,,,,,,30000057972
2013,3,,4.0,1.0,,,,4.0,,1.0,,,,,,11.0,,,,,,,,,30000034942
2013,7,,124.0,2.0,114.0,1.0,,,50.0,1.0,,98.0,,29.0,104.0,35744.0,,,,,,,,24.0,726-4599244
2013,3,,11.0,,,,,15.0,3.0,3.0,,67.0,4.0,1.0,18.0,354.0,,,,,13.0,,,,30000020504
2013,7,,1.0,,,,,,,,,3.0,,,1.0,561.0,,,,,,,,,726-0777326
2013,3,,6.0,,,,,3.0,2.0,,1.0,,2.0,1.0,,22.0,,,,,,,,,30000021573
2013,7,,18.0,1.0,,,,,,,,1.0,,,,20.0,,,,,,,,,704-3554142
2013,3,,7.0,,,,,,,,,,5.0,,,10.0,,,,,,,,,30000029842
2013,7,,7.0,,27.0,,,,,,,,,,1.0,66.0,,,,,,,,,756-2237729
2013,7,,2.0,,,,,,,,,,,,,10.0,,,,,,,,,759-3225526
2013,3,,3.0,,,,,4.0,2.0,,,,,,,58.0,,,,,,,,,30000008997
2013,3,,4.0,3.0,,,,5.0,,,,,1.0,,,1.0,,,,,,,,,30000024823
2013,1,,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,10000704752
2013,2,,1.0,,,,,,,3.0,,,,,,5.0,,,,,,,,,20004414883
2013,1,,2.0,,,,,107.0,,1.0,,,,,,69.0,,,,,,,,,10000702319
2013,7,,3.0,,,,,,1.0,,,,,,,69.0,,,,,,,,,77253300001
2013,5,,7.0,,,,,5.0,1.0,,,,,,,,,,,,,,,,50000020448
2013,3,,1.0,,,,,3.0,2.0,1.0,,,5.0,,,41.0,,,,1.0,2.0,,,,30000027139
2013,3,,1.0,,,,,4.0,,,,1.0,,,,59.0,,,,,,,,,30000012773
2013,5,,6.0,2.0,,,,,,,,,,,,18.0,,,,,,,,,50000061810
2013,3,,1.0,1.0,,,,1.0,,,,,,,,21.0,,,,,1.0,,,,30000012299
2013,2,,5.0,,,,,6.0,,,,,3.0,1.0,1.0,67.0,,,,,,,,,20000646453
2013,1,,2.0,,,,,,,,,,,2.0,,5.0,,,,,,,,,10000717936
2013,5,,4.0,,,,,12.0,,,,1.0,2.0,,1.0,39.0,,,,,,,,,50000062882
2013,3,,1.0,,,,,1.0,,,,2.0,,,,18.0,,,,,,,,,30000021272
2013,3,,17.0,,,,,87.0,,1.0,,,50.0,1.0,,72.0,,,,,,,,,30000033510
2013,9,,8.0,1.0,,,,37.0,3.0,16.0,1.0,15.0,10.0,2.0,2.0,664.0,,,,,,,,,90000311845
2013,3,,2.0,,,,,2.0,,,,,,,,10.0,,,,,,,,,30000090181
2013,7,,23.0,1.0,16.0,,,,,,,1.0,,1.0,,273.0,,,,,,,,,726-0335190
2013,7,,2.0,,,,,,,,,,,,,,,,,,,,,,791-1465333
2013,1,,13.0,2.0,,,,2.0,,,,,,1.0,,24.0,,,,,,,,,10000705091
2013,1,,4.0,,,,,3.0,,2.0,,,,1.0,,43.0,,,,,,,,,10000003393
2013,3,,1.0,,,,,2.0,3.0,1.0,,,,1.0,,41.0,,,,,,,,,30000035005
2013,7,,10.0,2.0,46.0,37.0,,,239.0,,,,,,,10949.0,,,,,,,,,722-3887207
2013,7,,2.0,,,,,,,,,,,,,17.0,,,,,,,,,758-2307082
2013,2,,6.0,,,,,,8.0,5.0,,2.0,6.0,,,42.0,,,,,,,,,20000048374
2013,9,,687.0,86.0,,,,,,,,,,18.0,,54.0,,,,,,,,,90003150447
2013,7,,31.0,2.0,,,,,,,,,,3.0,,42.0,,,,,,,,,720-3702275
2013,1,,1.0,,,,,1.0,,2.0,,,4.0,,,15.0,,,,,,,,,10000011526
2013,1,,8.0,,,,,7.0,,5.0,,1.0,,,,49.0,,,,,,,,,10000701538
2013,3,,1.0,,,,,4.0,1.0,4.0,,2.0,9.0,1.0,4.0,70.0,,,,,,,,,30000059010
2013,7,,1.0,1.0,,,,,,,,1.0,,,,9.0,,,,,,,,,72172609997
2013,5,,2.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,50000024543
2013,9,,3896.0,626.0,,,,342.0,26.0,,5.0,,26.0,83.0,,190.0,,,,,,,,,90000212465
2013,9,,347.0,21.0,48.0,4.0,1.0,68.0,68.0,,,54.0,,27.0,135.0,22801.0,,,,,,,,,931-1197926
2013,7,,266.0,9.0,55.0,,,,1.0,2.0,,1.0,,1.0,2.0,95.0,,,,,,,,,756-2471041
2013,1,,1.0,,,,,,9.0,,,,,,,10.0,,,,,,1.0,,,10000700450
2013,7,,1.0,,3.0,,,,,,,,,,,,,,,,,,,,71611300007
2013,5,,2.0,,,,,,,,,,,,,25.0,,,,,,,,,50000022468
2013,7,,10.0,,2.0,,,,,,,,,,,119.0,,,,,,,,,756-2103469
2013,1,,1.0,,,,,8.0,,,,,,,,22.0,,,,,,,,,10000015593
2013,9,,366.0,36.0,3.0,,,16.0,3.0,37.0,,18.0,1.0,12.0,5.0,494.0,,,,,,,,,90003303298
2013,3,,4.0,,,,,5.0,,3.0,1.0,,8.0,2.0,1.0,65.0,,,,,,,,,30000034618
2013,3,,1.0,,,,,6.0,,2.0,,1.0,38.0,,3.0,49.0,,,,1.0,2.0,,,,30000015953
2013,7,,1.0,1.0,1.0,,,,2.0,,,,,,1.0,491.0,,,,,,,,,713-4225190
2013,1,,1.0,,,,,7.0,1.0,4.0,,1.0,3.0,,,30.0,,,,,,,,,10000024080
2013,9,,44.0,2.0,,,,6.0,2.0,5.0,3.0,1.0,,1.0,2.0,151.0,,,,,,,,,90000463735
2013,7,,145.0,9.0,31.0,4.0,,,,115.0,,14.0,2.0,,,72.0,,3.0,,,,,,,77280100005
2013,7,,24.0,4.0,4.0,1.0,,,,,,,,,1.0,53.0,,,,,,,,,733-0594693
2013,3,,1.0,,,,,40.0,,4.0,,,8.0,,,52.0,,,,,,,,,30000027332
2013,3,,5.0,,,,,18.0,,5.0,,,,,,48.0,,,,,,,,,30000057228
2013,1,,1.0,,,,,6.0,,1.0,,3.0,,1.0,,31.0,,,,,,,,,10000023298
2013,3,,2.0,1.0,,,,6.0,39.0,3.0,,1.0,21.0,,,135.0,,,,,6.0,,,,30000004009
2013,2,,23.0,3.0,,,,1.0,,,,,2.0,,1.0,37.0,,,,,,,,,20000701736
2013,2,,1.0,,,,,,,,,,,2.0,,4.0,,,,,,,,,20000882242
2013,7,,5.0,,17.0,,,,,1.0,,,,,,6.0,,,,,,,,,711-3290207
2013,3,,1.0,,,,,6.0,,,,,2.0,,,10.0,,,,,,,,,30000024015
2013,1,,12.0,2.0,,,,1.0,,2.0,,,,,,11.0,,,,,,,,,10000024755
2013,3,,1.0,,,,,9.0,,,,,,,,24.0,,,,,1.0,,,,30000090297
2013,5,,2.0,,,,,,,,,,,,,,,,,,,,,,50000097085
2013,3,,3.0,1.0,,,,10.0,2.0,9.0,,2.0,,,1.0,142.0,,,,,,,,,30000015815
2013,7,,1.0,,,,,,,,,,,,,,,,,,,,,,727-0349391
2013,1,,2.0,,,,,28.0,,5.0,,4.0,4.0,2.0,1.0,179.0,,,,,,,,,10000014807
2013,3,,43.0,4.0,1.0,,,86.0,,,2.0,,8.0,1.0,,189.0,,,,,,,,,30000032773
2013,3,,1.0,,,,,2.0,,,,,9.0,,,8.0,,,,,,,,,30000006800
2013,3,,13.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,30000058257
2013,3,,26.0,2.0,,,,20.0,,3.0,,10.0,5.0,,,39.0,,,,,,,,,30000018208
2013,7,,5.0,,,,,,,,,,,,,23.0,,,,,,,,,720-3708208
2013,5,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,50000095053
2013,3,,1.0,,,,,3.0,,,1.0,1.0,1.0,,,11.0,,,,,,,,,30000025267
2013,5,,11.0,,,,,23.0,,,,,1.0,,,,,,,,,,,,50000001815
2013,2,,1.0,,,,,10.0,,1.0,1.0,,8.0,,,65.0,,,,,,,,,20000625654
2013,1,,1.0,,,,,1.0,,,,,,,,8.0,,,,,,,,,10000016658
2013,3,,1.0,,,,,3.0,1.0,1.0,,2.0,,,,47.0,,,,,1.0,,,,30000008774
2013,3,,31.0,9.0,,,,57.0,,4.0,,,,3.0,3.0,124.0,,,,,,,,,30000090211
2013,1,,1.0,,,,,1.0,2.0,,,,,,,13.0,,,,,,,,,10000018612
2013,5,,265.0,19.0,7.0,,,4.0,4.0,,,,,6.0,,27.0,,,,,,,,,50000004142
2013,3,,37.0,3.0,,,,5.0,,,,,9.0,,,23.0,,,,,,,,,30000090183
2013,1,,1.0,,,,,,,,,,2.0,,,66.0,,,,,,,,,10000023523
2013,5,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,50000068445
2013,3,,3.0,,,,,1.0,,,,,,,,2.0,,,,,,,,,30000023047
2013,7,,3.0,,,,,,,,,179.0,,,,9.0,,,,,,,,,77674000006
2013,9,,133.0,41.0,3.0,,,81.0,,14.0,,46.0,,2.0,1.0,385.0,,,,,,,,,90000761806
2013,3,,9.0,3.0,,,,28.0,,5.0,1.0,28.0,2.0,,,133.0,,,,,,,,,30000000258
2013,7,,3.0,,1.0,,,,,,,,,,,17.0,,,,,,,,,730-0142226
2013,3,,3.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,30000035381
2013,1,,56.0,25.0,,,,,,,,,2.0,16.0,,11.0,,,,,,,,,10000718058
2013,1,,1.0,,,,,5.0,,,,,,,,52.0,,,,,,,,,10000012523
2013,2,,1.0,,,,,6.0,1.0,9.0,,7.0,,,,14.0,,,,,,,,,20000342410
2013,9,,54.0,5.0,3.0,,,158.0,360.0,2.0,,,15.0,3.0,9.0,364.0,,,,,,,,,90000143662
2013,3,,1.0,,,,,5.0,,,,,,,,12.0,,,,,,,,,30000090191
2013,7,,2.0,,1.0,,,26.0,,,,,,,,,,,,,,,,,71031600004
2013,3,,5.0,1.0,,,,,1.0,,,1.0,,,1.0,11.0,,,,,,,,,30000015085
2013,3,,1.0,,,,,5.0,2.0,2.0,,2.0,,,2.0,25.0,,,,,,,,,30000002759
2013,1,,21.0,3.0,,,,,,,,,,5.0,,,,,,,,,,,10000023416
2013,5,,3.0,,,,,11.0,,,,,4.0,,,16.0,,,,,,,,,50000024354
2013,2,,1.0,,,,,3.0,,,,,18.0,,,16.0,,,,,,,,,20000886204
2013,7,,5.0,,,,,,,,,,,,,,,,,,,,,,73031309999
2013,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000010245
2013,5,,16.0,1.0,,,,,,2.0,,,,,,1.0,,,,,,,,,50000006681
2013,3,,7.0,1.0,,,,3.0,,,,,,1.0,,1.0,,,,,,,,,30000034427
2013,7,,1.0,,1.0,,,,,,,,,,,29.0,,,,,,,,,71164400002
2013,3,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,30000017671
2013,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000011307
2013,3,,1.0,1.0,,,,,,,,,,,,19.0,,,,,,,,,30000012627
2013,7,,3.0,,,,,,,,,,,,,1.0,,,,,,,,,756-2365902
2013,1,,15.0,3.0,,,,7.0,,2.0,,,,,,2.0,,,,,,,,,10000016840
2013,3,,1.0,,,,,3.0,,,,,6.0,1.0,,5.0,,,,,,,,,30000034986
2013,9,,8545.0,1237.0,303.0,,1.0,120.0,583.0,99.0,,921.0,115.0,421.0,2352.0,59611.0,,15.0,,,,,,13.0,90000480228
2013,5,,30.0,3.0,,,,,,,,,,,,2.0,,,,,,,,,50000013392
2013,3,,1.0,,,,,1.0,,,,49.0,,,,36.0,,,,,,,,,30000058088
2013,3,,1.0,,,,,8.0,,,,,,2.0,,18.0,,,,,,,,,30000029523
2013,3,,2.0,,,,,,,4.0,,1.0,,,3.0,15.0,,,,,,,,,30000026358
2013,3,,4.0,1.0,,,,4.0,1.0,,,,,1.0,,29.0,,,,,,,,,30000006106
2013,3,,4.0,,,,,12.0,1.0,1.0,,,,,,67.0,,,,,1.0,,,,30000033405
2013,3,,21.0,5.0,,,,18.0,3.0,38.0,,2.0,838.0,4.0,,2402.0,,,,,,,,,30000032296
2013,3,,1.0,,,,,,,,,,,,,,,,,,,,,,30000058159
2013,3,,1.0,,,,,1.0,,1.0,,,1.0,,,41.0,,,,,1.0,,,,30000022081
2013,7,,64.0,3.0,11.0,,,,1.0,,,888.0,,3.0,1.0,361.0,,,,,,,,,776-0503625
2013,7,,32.0,1.0,22.0,4.0,,,,,,4.0,,,,87.0,,,,,,,,,77416700009
2013,3,,1.0,,,,,17.0,,1.0,1.0,1.0,,,,69.0,,,,,,,,,30000017633
2013,3,,3.0,2.0,,,,8.0,,,,,,1.0,,11.0,,,,,,,,,30000057787
2013,3,,3.0,,,,,21.0,,,,,9.0,,,41.0,,,,,,,,,30000026444
2013,1,,5.0,1.0,,,,,,,,,,,,2.0,,,,,,,,,10000718004
2013,5,,2.0,,,,,,1.0,4.0,,6.0,,,,,,,,,,,,,50000066357
2013,7,,1.0,1.0,2.0,,,,,,,,,1.0,,11.0,,,,,,,,,795-3363852
2013,3,,2.0,,,,,1.0,,2.0,,,,,,7.0,,,,,,,,,30000058348
2013,3,,3.0,,,,,2.0,,1.0,,,,,,6.0,,,,,,,,,30000057804
2013,3,,1.0,,,,,6.0,,,,,2.0,,,,,,,,,,,,30000057944
2013,7,,10.0,2.0,9.0,,,,1.0,,,,,,,,,,,,,,,,77591300002
2013,3,,1.0,,,,,,,,,,,,,2.0,,,,,,,,,30000027742
2013,3,,1.0,,,,,4.0,,,,,,,,2.0,,,,,,,,,30000001786
2013,7,,9.0,1.0,9.0,,,,,,,,,,,46.0,,,,,,,,,726-4193875
2013,7,,122.0,7.0,27.0,2.0,,,,,,37.0,,2.0,,52.0,,,,,,,,,768-0295876
2013,7,,2.0,,2.0,,,,1.0,,,,,,,,,,,,,,,,726-3264687
2013,3,,6.0,,,,,35.0,30.0,,,9.0,,,,76.0,,,,,,,,,30000006158
2013,7,,44.0,4.0,26.0,,,,7.0,,,631.0,,4.0,,2454.0,,,,,,,,,786-0860478
2013,3,,7.0,,,,,35.0,1.0,3.0,,,36.0,2.0,5.0,192.0,,,,,1.0,,,,30000026255
2013,1,,7.0,,,,,10.0,,2.0,,,,1.0,,35.0,,,,,,,,,10000024491
2013,9,,571.0,55.0,36.0,2.0,1.0,635.0,111.0,55.0,142.0,140.0,362.0,60.0,50.0,9035.0,,,,,,,,,90000852320
2013,3,,2.0,,,,,,,,,,,,,356.0,,,,,,,,,341-2031753
2013,1,,4.0,,,,,,,1.0,,,32.0,,,10.0,1.0,,,,,,,,116-1237621
2013,1,,6.0,,,,,35.0,2.0,,,,4.0,,,56.0,,,,,,,,,10000717079
2013,3,,2.0,,,,,9.0,,2.0,,,24.0,,,44.0,,,,,1.0,,,,30000010255
2013,1,,2.0,,,,,11.0,,1.0,,1.0,,,,35.0,,,,,,,,,10000713558
2013,2,,2.0,,,,,3.0,,1.0,,3.0,6.0,,1.0,28.0,,,,,,,,,20002721176
2013,3,,1.0,1.0,,,,,,,,,,,,5.0,,,,,,,,,30000017739
2013,3,,1.0,,,,,6.0,,,,,3.0,,,2.0,,,,,,,,,30000058341
2013,3,,1.0,,,,,1.0,,1.0,,,22.0,,,22.0,,,,,,,,,30000008810
2013,3,,1.0,1.0,,,,,,,,,,,,7.0,,,,,,,,,30000058705
2013,2,,1.0,,,,,4.0,,,,1.0,1.0,,,8.0,,,,,,,,,20000009807
2013,3,,1.0,,,,,13.0,,,,,,,,6.0,,,,,,,,,30000058675
2013,1,,1.0,,,,,6.0,,1.0,,,8.0,,,16.0,,,,,,,,,10000013742
2013,3,,3.0,,,,,6.0,1.0,,,,,,,46.0,,,,,,,,,30000090251
2013,7,,1.0,,,,,,,,,,,,1.0,6.0,,,,,,,,,774-3038404
2013,7,,1.0,,,,,,10.0,,,3.0,,,,10.0,,,,,,,,,791-1841798
2013,3,,9.0,6.0,,,,4.0,,,,,,1.0,,21.0,,,,,,,,,30000057934
2013,3,,1.0,,,,,1.0,,3.0,,,,,,18.0,,,,,,,,,30000035333
2013,7,,3.0,,3.0,,,,,,,,,,,25.0,,,,,,,,,722-3626334
2013,5,,1.0,,,,,,,,,,,,,,,,,,,,,,50000062736
2013,7,,1.0,,,,,,,,,39.0,,,1.0,29.0,,,,,,,,,754-1969262
2013,3,,2.0,,,,,4.0,,,,,1.0,,,14.0,,,,,,,,,30000029663
2013,7,,32.0,3.0,,,,,,,,,,,,892.0,,,,,,,,,733-0750812
2013,3,,1.0,,,,,,,,,,,,,,,,,,,,,,326-1598586
2013,1,,1.0,,,,,12.0,,1.0,,1.0,,,,87.0,,,,,,,,,10000016626
2013,7,,21.0,2.0,2.0,,,,,,,5.0,,4.0,,50.0,,,,,,,,,784-1496821
2013,3,,3.0,,,,,3.0,,,,,,,,2.0,,,,,,,,,30000034401
2013,3,,2.0,1.0,,,,17.0,,,,,1.0,,,17.0,,,,,,,,,30000019512
2013,3,,2.0,,,,,9.0,,1.0,,,,,,21.0,,,,,,,,,30000034862
2013,3,,6.0,2.0,,,,10.0,,,,,2.0,,1.0,40.0,,,,,,,,,30000033539
2013,5,,7.0,2.0,,,,3.0,,,,,,,,1.0,,,,,,,,,50000001717
2013,1,,6.0,1.0,,,,8.0,1.0,2.0,,6.0,,4.0,1.0,146.0,,,,,,,,,10000001467
2013,7,,311.0,92.0,33.0,4.0,,,132.0,,,,,42.0,176.0,362.0,,,,,,,,,73027509990
2013,5,,61.0,24.0,,,,,,,,,,2.0,,,,,,,,,,,50000068428
2013,7,,79.0,4.0,2.0,,,,3.0,1.0,,66.0,,8.0,3.0,330.0,,,,,,,,,71819300005
2013,3,,1.0,,,,,,,1.0,,,,,,3.0,,,,,,,,,30000058069
2013,1,,1.0,,,,,,,,,,,,,,,,,,,,,,10000706639
2013,3,,1.0,,,,,1.0,,,,,,,,43.0,,,,,,,,,30000017262
2013,9,,295.0,3.0,1.0,,,,10.0,,,,,11.0,72.0,167.0,,,,,,,,,90003284070
2013,5,,2.0,1.0,,,,,1.0,,,,,,,11.0,,,,,,,,,50000062049
2013,2,,8.0,2.0,1.0,,,4.0,1.0,3.0,,,21.0,,,73.0,,,,,,,,,20000354310
2013,3,,20.0,1.0,,,,,,,,,,4.0,,21.0,,,,,,,,,320-8872754
2013,3,,1.0,,,,,4.0,2.0,,,,1.0,,2.0,69.0,,,,,,,,,30000019143
2013,3,,1.0,,,,,9.0,,,,,1.0,,,26.0,,,,,,,,,30000008889
2013,1,,1.0,,,,,7.0,3.0,,,1.0,,,,44.0,,,,,,,,,10000014109
2013,2,,1.0,,,,,1.0,2.0,,,,,,,26.0,,,,,,,,,20000126553
2013,3,,26.0,6.0,,,,12.0,4.0,3.0,8.0,1.0,3.0,4.0,,24.0,,,,,,,,,30000023091
2013,3,,27.0,2.0,2.0,,,,,,,,,4.0,,12.0,,,,,,,,,304-2876549
2013,5,,2.0,,,,,,,,,,,,,,,,,,,,,,50000002551
2013,1,,5.0,2.0,,,,2.0,,,,,,,,16.0,,,,,,,,,10000717983
2013,3,,4.0,,,,,16.0,1.0,2.0,,,,,,32.0,,,,,,,,,30000090196
2013,3,,1.0,,,,,5.0,,,,1.0,,,,96.0,,,,,,,,,30000013083
2013,9,,39.0,17.0,,,,3.0,,3.0,,,25.0,9.0,,84.0,,,,,,,,,90000214807
2013,3,,1.0,,,,,8.0,,1.0,,1.0,,,,186.0,,,,,,,,,30000035568
2013,3,,18.0,3.0,,,,,,1.0,,,,,,63.0,,,,,,,,,30000026336
2013,3,,1.0,,,,,1.0,3.0,,,,,,,2.0,,,,,,,,,30000026455
