year,state,count_loans,sum_amt,avg_amount,std_amount,min_amount,max_amount,5_pct,95_pct
2014,37,122968.0,24042842.0,195.5211274477912953,154.853334398201,1.0,18100.0,-114.1855413486107047,505.2277962441932953
2014,33,12851.0,2836574.0,220.7278810987471792,145.982929389595,1.0,4415.0,-71.2379776804428208,512.6937398779371792
2014,16,20422.0,3850956.0,188.5689942219175399,625.924639388467,1.0,87120.0,-1063.2802845550164601,1440.4182729988515399
2014,72,17033.0,2309629.0,135.5973111019785123,111.787738726755,1.0,3360.0,-87.9781663515314877,359.1727885554885123
2014,21,44203.0,6465053.0,146.2582403909236930,127.942456720619,1.0,15000.0,-109.6266730503143070,402.1431538321616930
2014,53,78097.0,22376865.0,286.5265631202222877,224.671959787512,1.0,8400.0,-162.8173564548017123,735.8704826952462877
2014,42,110435.0,20346092.0,184.2359034726309594,188.966923992560,1.0,26400.0,-193.6979445124890406,562.1697514577509594
2014,15,9855.0,4436256.0,450.1528158295281583,361.121354706674,1.0,9900.0,-272.0898935838198417,1172.3955252428761583
2013,56,9746.0,2027109.0,207.9939462343525549,200.110798104429,1.0,11000.0,-192.2276499745054451,608.2155424432105549
2013,29,85953.0,12860668.0,149.6244226495875653,117.245414696914,1.0,5400.0,-84.8664067442404347,384.1152520434155653
2013,39,135826.0,19962213.0,146.9690118239512317,108.743173998137,1.0,4500.0,-70.5173361723227683,364.4553598202252317
2013,27,90107.0,17068392.0,189.4235963909574173,141.907198686998,1.0,17125.0,-94.3908009830385827,473.2379937649534173
2013,13,126453.0,23619569.0,186.7853589871335595,149.465520431255,1.0,7220.0,-112.1456818753764405,485.7163998496435595
2013,44,11252.0,2461292.0,218.7426235335940277,186.773341984694,1.0,9990.0,-154.8040604357939723,592.2893075029820277
2013,36,159113.0,51494279.0,323.6333863354974138,511.771069280581,1.0,55800.0,-699.9087522256645862,1347.1755248966594138
2013,42,126668.0,22974318.0,181.3742855338364859,146.089663447692,1.0,12500.0,-110.8050413615475141,473.5536124292204859
2013,15,11113.0,4643883.0,417.8784306667866463,345.023549498303,1.0,10500.0,-272.1686683298193537,1107.9255296633926463
2013,54,18308.0,2643779.0,144.4056696526108805,113.588105061127,1.0,4500.0,-82.7705404696431195,371.5818797748648805
2013,33,14683.0,3162816.0,215.4066607641490159,136.719888109587,1.0,3650.0,-58.0331154550249841,488.8464369833230159
2013,16,22872.0,3998768.0,174.8324589017138860,122.098076450632,1.0,5950.0,-69.3636939995501140,419.0286118029778860
2013,72,23732.0,3310593.0,139.4991151188269004,107.197861178349,1.0,2664.0,-74.8966072378710996,353.8948374755249004
2013,46,14095.0,2221922.0,157.6390209294075913,97.5912054224017625,1.0,2640.0,-37.5433899153959337,352.8214317742111163
2013,18,81430.0,11472949.0,140.8933930983666953,288.414351324022,1.0,54400.0,-435.9353095496773047,717.7220957464106953
2013,21,50181.0,7195601.0,143.3929375660110400,102.071525580535,1.0,4363.0,-60.7501135950589600,347.5359887270810400
2013,48,340248.0,66216865.0,194.6135318943829207,267.860643143104,1.0,88000.0,-341.1077543918250793,730.3348181805909207
2013,51,125921.0,35139308.0,279.0583619888660351,194.402708215154,1.0,7000.0,-109.7470544414419649,667.8637784191740351
2013,53,89401.0,23847381.0,266.7462444491672353,193.254008218229,1.0,11100.0,-119.7617719872907647,653.2542608856252353
2013,49,36520.0,8111833.0,222.1202902519167579,185.005185940438,1.0,8125.0,-147.8900816289592421,592.1306621327927579
2013,11,9653.0,4187107.0,433.7622500776960530,294.100732255485,1.0,5590.0,-154.4392144332739470,1021.9637145886660530
2013,45,67129.0,12703449.0,189.2393600381355301,153.942866895704,1.0,3800.0,-118.6463737532724699,497.1250938295435301
2013,10,12182.0,2714844.0,222.8570021342965030,148.265564181922,1.0,3000.0,-73.6741262295474970,519.3881304981405030
2013,12,237379.0,50790683.0,213.9645166590136448,263.503880663557,1.0,30000.0,-313.0432446681003552,740.9722779861276448
2013,38,12492.0,2303321.0,184.3836855587576049,114.475986917552,1.0,5900.0,-44.5682882763463951,413.3356593938616049
2013,55,70963.0,11405488.0,160.7244338598988205,113.471304699815,1.0,3000.0,-66.2181755397311795,387.6670432595288205
2013,24,81005.0,23256580.0,287.1005493488056293,400.664338478123,1.0,99999.0,-514.2281276074403707,1088.4292263050516293
2013,25,83837.0,26254875.0,313.1657263499409569,260.729738628439,1.0,14985.0,-208.2937509069370431,834.6252036068189569
2013,50,7122.0,1401130.0,196.7326593653468127,132.658272423706,1.0,3480.0,-68.5838854820651873,462.0492042127588127
2013,NA,255406.0,52426680.0,205.2680046670790819,202.942817014697,1.0,10000.0,-200.6176293623149181,611.1536386964730819
2013,06,291614.0,119796614.0,410.8054277229488296,404.041168108480,1.0,45000.0,-397.2769084940111704,1218.8877639399088296
2013,01,54807.0,8784371.0,160.2782673746054336,114.452922326686,1.0,3230.0,-68.6275772787665664,389.1841120279774336
2013,19,48232.0,6468844.0,134.1193398573561121,96.8147243764287563,1.0,3500.0,-59.5101088955014005,327.7487886102136247
2013,40,54164.0,7845553.0,144.8481094453880806,106.111667124319,1.0,4000.0,-67.3752248032499194,357.0714436940260806
2013,08,85182.0,21485389.0,252.2292150923904111,227.358701959281,1.0,25000.0,-202.4881888261715889,706.9466190109524111
2013,37,137373.0,25992207.0,189.2089930335655478,137.326502415972,1.0,5150.0,-85.4440117983784522,463.8619978655095478
2013,47,88773.0,15287123.0,172.2046455566444752,130.436827097093,1.0,4600.0,-88.6690086375415248,433.0782997508304752
2013,28,30734.0,4345459.0,141.3893082579553589,96.3678139723060310,1.0,4560.0,-51.3463196866567031,334.1249362025674209
2013,26,111920.0,16898725.0,150.9893227305218013,144.388307639463,1.0,26000.0,-137.7872925484041987,439.7659380094478013
2013,09,36938.0,11420093.0,309.1692295197357735,380.721346919889,1.0,16250.0,-452.2734643200422265,1070.6119233595137735
2013,23,14971.0,2765084.0,184.6960122904281611,134.983684298693,1.0,3756.0,-85.2713563069578389,454.6633808878141611
2013,34,82867.0,24982869.0,301.4815185779622769,229.499521234737,1.0,7000.0,-157.5175238915117231,760.4805610474362769
2013,04,78668.0,16368072.0,208.0651853358417654,170.893586382948,1.0,8142.0,-133.7219874300542346,549.8523581017377654
2013,05,45182.0,6407338.0,141.8117391881722810,102.848257948841,1.0,5571.0,-63.8847767095097190,347.5082550858542810
2013,20,41437.0,6445474.0,155.5487607693607163,111.421429420412,1.0,3000.0,-67.2940980714632837,378.3916196101847163
2013,22,49730.0,8583857.0,172.6092298411421677,118.451450761934,1.0,4220.0,-64.2936716827258323,409.5121313650101677
2013,30,16355.0,3185986.0,194.8019565881993274,134.126076596697,1.0,4680.0,-73.4501966051946726,463.0541097815933274
2013,35,17517.0,3182554.0,181.6837357995090484,128.793515272228,1.0,4950.0,-75.9032947449469516,439.2707663439650484
2013,41,40877.0,9368503.0,229.1876360789686132,136.425034071834,1.0,4750.0,-43.6624320646993868,502.0377042226366132
2013,31,29915.0,4266461.0,142.6194551228480695,88.2587112767751854,1.0,3000.0,-33.8979674307023013,319.1368776763984403
2013,32,27895.0,5753245.0,206.2464599390571787,178.725545136276,1.0,8500.0,-151.2046303334948213,563.6975502116091787
2013,17,147636.0,28582508.0,193.6012083773605354,191.414409097264,1.0,16205.0,-189.2276098171674646,576.4300265718885354
2013,02,11073.0,2811844.0,253.9369637857852434,114.2738857037008178,1.0,1805.0,25.3891923783836078,482.4847351931868790
2012,15,11576.0,4574620.0,395.1814098134070491,288.276840041796,1.0,7000.0,-181.3722702701849509,971.7350898969990491
2012,42,123598.0,21692743.0,175.5104694250716031,129.763345072292,1.0,6000.0,-84.0162207195123969,435.0371595696556031
2012,54,17446.0,2408762.0,138.0695861515533647,108.6251841905749940,1.0,4900.0,-79.1807822295966233,355.3199545327033527
2012,27,81773.0,14284598.0,174.6859966003448571,119.346557949417,1.0,2750.0,-64.0071192984891429,413.3791124991788571
2012,13,123446.0,20708081.0,167.7501174602660273,132.185462940712,1.0,4000.0,-96.6208084211579727,432.1210433416900273
2012,44,9779.0,2066610.0,211.3314244810307802,230.433447711532,1.0,11000.0,-249.5354709420332198,672.1983199040947802
2012,56,8851.0,1768196.0,199.7735849056603774,208.107256750776,1.0,9065.0,-216.4409285958916226,615.9880984072123774
2012,29,81359.0,11516586.0,141.5526985336594599,206.386069451222,1.0,50000.0,-271.2194403687845401,554.3248374361034599
2012,39,118881.0,16773771.0,141.0971559795089207,103.735111380766,1.0,4400.0,-66.3730667820230793,348.5673787410409207
2012,36,140834.0,42715661.0,303.3050328755840209,401.876331873860,1.0,23460.0,-500.4476308721359791,1107.0576966233040209
2012,49,36552.0,7354308.0,201.2012475377544320,151.534433603066,1.0,4003.0,-101.8676196683775680,504.2701147438864320
2012,11,9174.0,3742754.0,407.9740571179420100,277.683686960326,1.0,5000.0,-147.3933168027099900,963.3414310385940100
2012,45,60556.0,10907363.0,180.1202688420635445,150.220685983214,1.0,9150.0,-120.3211031243644555,480.5616408084915445
2012,10,11785.0,2574527.0,218.4579550275774289,151.073142271362,1.0,4977.0,-83.6883295151465711,520.6042395703014289
2012,40,51755.0,7275170.0,140.5694135832286736,100.2874189436487231,1.0,4300.0,-60.0054243040687726,341.1442514705261198
2012,08,78456.0,18701516.0,238.3694809829713470,213.991924305935,1.0,12000.0,-189.6143676288986530,666.3533295948413470
2012,37,119706.0,21774459.0,181.8994787228710340,130.779103699935,1.0,5000.0,-79.6587286769989660,443.4576861227410340
2012,24,76276.0,20857016.0,273.4413970318317688,181.777726223078,1.0,5600.0,-90.1140554143242312,636.9968494779877688
2012,25,76044.0,22284148.0,293.0428173162905686,258.090848358535,1.0,20000.0,-223.1388794007794314,809.2245140333605686
2012,50,6717.0,1287587.0,191.6907845764478190,116.965295703394,1.0,2160.0,-42.2398068303401810,425.6213759832358190
2012,06,324543.0,111950682.0,344.9486878472190126,340.672543060474,1.0,20340.0,-336.3963982737289874,1026.2937739681670126
2012,01,52652.0,8216437.0,156.0517549190913925,108.928835030825,1.0,3025.0,-61.8059151425586075,373.9094249807413925
2012,19,41573.0,5416743.0,130.2947345632982946,99.2512294295836047,1.0,6361.0,-68.2077242958689148,328.7971934224655040
2012,NA,230483.0,42372273.0,183.8412073775506220,168.867639427780,1.0,12500.0,-153.8940714780093780,521.5764862331106220
2012,72,21874.0,3091059.0,141.3120142635091890,116.250738658643,1.0,2200.0,-91.1894630537768110,373.8134915807951890
2012,17,133095.0,23695696.0,178.0359592772080093,193.049016004416,1.0,36000.0,-208.0620727316239907,564.1339912860400093
2012,33,13972.0,2874250.0,205.7150014314342972,145.838153291686,1.0,8500.0,-85.9613051519377028,497.3913080148062972
2012,16,19470.0,3146086.0,161.5863379558294813,117.764185681997,1.0,3050.0,-73.9420334081645187,397.1147093198234813
2012,46,12015.0,1807737.0,150.4566791510611735,86.3970345437305405,1.0,2430.0,-22.3373899363999075,323.2507482385222545
2012,18,75796.0,10181100.0,134.3223916829384136,103.516438620503,1.0,10000.0,-72.7104855580675864,341.3552689239444136
2012,21,45662.0,6412634.0,140.4369935613858350,98.5800870189113911,1.0,3601.0,-56.7231804764369472,337.5971675992086172
2012,48,313007.0,56800362.0,181.4667467500726821,159.601382023638,1.0,13600.0,-137.7360172972033179,500.6695107973486821
2012,51,118751.0,31460716.0,264.9301142727219139,184.569927116917,1.0,9000.0,-104.2097399611120861,634.0699685065559139
2012,53,81993.0,20133415.0,245.5504128401204981,173.532864220973,1.0,9500.0,-101.5153156018255019,592.6161412820664981
2012,02,10089.0,2514222.0,249.2042818911685995,108.1662789008623964,5.0,1283.0,32.8717240894438067,465.5368396928933923
2012,30,12879.0,2387213.0,185.3570152962186505,144.851174472466,1.0,5000.0,-104.3453336487133495,475.0593642411506505
2012,35,18262.0,3213411.0,175.9616142810206987,117.886025250807,1.0,3200.0,-59.8104362205933013,411.7336647826346987
2012,41,39279.0,8208276.0,208.9736500420071794,141.358222245759,1.0,12806.0,-73.7427944495108206,491.6900945335251794
2012,20,39250.0,5831508.0,148.5734522292993631,109.700350045488,1.0,3200.0,-70.8272478616766369,367.9741523202753631
2012,22,47818.0,8033197.0,167.9952528336609645,111.554832170537,1.0,2800.0,-55.1144115074130355,391.1049171747349645
2012,32,34070.0,5800622.0,170.2560023481068389,168.756965357417,1.0,18226.0,-167.2579283667271611,507.7699330629408389
2012,31,26733.0,3738071.0,139.8298357834885722,88.0780461646491667,1.0,3000.0,-36.3262565458097612,315.9859281127869056
2012,28,28673.0,3971583.0,138.5129913158720748,92.9886157141783328,1.0,4000.0,-47.4642401124845908,324.4902227442287404
2012,26,102265.0,14162996.0,138.4930914780227839,127.002755281559,1.0,19893.0,-115.5124190850952161,392.4986020411407839
2012,47,84851.0,14004704.0,165.0505474302011762,131.908841677478,1.0,12080.0,-98.7671359247548238,428.8682307851571762
2012,04,82637.0,14951617.0,180.9312656558200322,143.101533394744,1.0,4875.0,-105.2718011336679678,467.1343324453080322
2012,05,41788.0,5702548.0,136.4637695032066622,92.4713407668111682,1.0,3500.0,-48.4789120304156742,321.4064510368289986
2012,09,33337.0,9646258.0,289.3559108498065213,345.117366737444,1.0,15000.0,-400.8788226250814787,979.5906443246945213
2012,23,14012.0,2509863.0,179.1223950899229232,140.865539988748,1.0,7080.0,-102.6086848875730768,460.8534750674189232
2012,34,75250.0,21470291.0,285.3194817275747508,217.030364870911,1.0,10000.0,-148.7412480142472492,719.3802114693967508
2012,38,12033.0,2037461.0,169.3227790243497050,131.801040041823,1.0,11000.0,-94.2793010592962950,432.9248591079957050
2012,55,63519.0,9722517.0,153.0647050488830114,109.028818624968,1.0,3178.0,-64.9929322010529886,371.1223422988190114
2012,12,222187.0,42926031.0,193.1977613451732100,227.085206374776,1.0,14000.0,-260.9726514043787900,647.3681740947252100
2011,53,86543.0,20127246.0,232.5693123649515270,153.126309945060,1.0,4725.0,-73.6833075251684730,538.8219322550715270
2011,21,44123.0,6047119.0,137.0514017632527253,92.9731167604990648,1.0,2500.0,-48.8948317577454043,322.9976352842508549
2011,16,21210.0,3210976.0,151.3897218293257897,103.7940808057232244,1.0,2450.0,-56.1984397821206591,358.9778834407722385
2011,33,13332.0,2699011.0,202.4460696069606961,122.036206361246,1.0,3150.0,-41.6263431155313039,446.5184823294526961
2011,72,31102.0,4097069.0,131.7300816667738409,109.905805584918,1.0,2880.0,-88.0815295030621591,351.5416928366098409
2011,01,51131.0,7714821.0,150.8834366626899533,104.428250773453,1.0,6000.0,-57.9730648842160467,359.7399382095959533
2011,06,394544.0,120007002.0,304.1663337929356422,283.934441402308,1.0,22000.0,-263.7025490116803578,872.0352165975516422
2011,NA,197712.0,35057004.0,177.3134862830784171,178.591883499930,1.0,12595.0,-179.8702807167815829,534.4972532829384171
2011,19,38746.0,4915763.0,126.8714964125329066,84.9958044679206499,1.0,2258.0,-43.1201125233083932,296.8631053483742064
2011,24,79165.0,20418695.0,257.9257879113244489,178.289881960670,1.0,6650.0,-98.6539760100155511,614.5055518326644489
2011,08,81439.0,18166074.0,223.0635690516828547,185.012709278711,1.0,10500.0,-146.9618495057391453,593.0889876091048547
2011,37,111703.0,19859069.0,177.7845626348441850,128.486293645781,1.0,7000.0,-79.1880246567178150,434.7571499264061850
2011,40,47501.0,6418722.0,135.1281446706385129,96.0692058645213625,1.0,3370.0,-57.0102670584042121,327.2665563996812379
2011,10,11766.0,2376788.0,202.0047594764575897,138.298583632982,1.0,3000.0,-74.5924077895064103,478.6019267424215897
2011,45,57473.0,9975979.0,173.5767925808640579,137.071272750488,1.0,2960.0,-100.5657529201119421,447.7193380818400579
2011,11,9372.0,3590067.0,383.0630601792573624,268.657239586000,1.0,4375.0,-154.2514189927426376,920.3775393512573624
2011,49,37100.0,7171025.0,193.2890835579514825,136.411497198991,1.0,6500.0,-79.5339108400305175,466.1120779559334825
2011,36,139731.0,41427254.0,296.4786196334385355,369.988534843343,1.0,25200.0,-443.4984500532474645,1036.4556893201245355
2011,39,111496.0,15199516.0,136.3234196742484035,103.550397639111,1.0,4270.0,-70.7773756039735965,343.4242149524704035
2011,29,76094.0,10455123.0,137.3974689200199753,129.200335565011,1.0,21000.0,-121.0032022100020247,395.7981400500419753
2011,56,8227.0,1578058.0,191.8145131882824845,152.211357072568,1.0,4258.0,-112.6082009568535155,496.2372273334184845
2011,44,9572.0,1995230.0,208.4444212285833682,181.066922802257,1.0,6000.0,-153.6894243759306318,570.5782668330973682
2011,26,98513.0,12769440.0,129.6218773156842244,103.615462409669,1.0,2500.0,-77.6090475036537756,336.8528021350222244
2011,27,70815.0,11592095.0,163.6954741227141142,115.212719886123,1.0,3477.0,-66.7299656495318858,394.1209138949601142
2011,28,27127.0,3637813.0,134.1030338776864379,90.2906435783232200,1.0,3416.0,-46.4782532789600021,314.6843210343328779
2011,13,120833.0,19480887.0,161.2215785422856339,128.222330856593,1.0,4000.0,-95.2230831709003661,417.6662402554716339
2011,31,23930.0,3232835.0,135.0954868366067697,88.1369159900651816,1.0,2000.0,-41.1783451435235935,311.3693188167371329
2011,54,17110.0,2290606.0,133.8752776154295733,100.3570543729118345,1.0,2240.0,-66.8388311303940957,334.5893863612532423
2011,32,45566.0,7033529.0,154.3591493657551683,120.206536252628,1.0,6000.0,-86.0539231395008317,394.7722218710111683
2011,42,120990.0,20784740.0,171.7889081742292751,135.231089530187,1.0,17500.0,-98.6732708861447249,442.2510872346032751
2011,22,47299.0,7701314.0,162.8219201251612085,103.082037450515,1.0,2669.0,-43.3421547758687915,368.9859950261912085
2011,20,36300.0,5212145.0,143.5852617079889807,99.0490698205734240,1.0,2000.0,-54.5128779331578673,341.6834013491358287
2011,41,40776.0,8190589.0,200.8678879733176378,116.471297102520,1.0,3375.0,-32.0747062317223622,433.8104821783576378
2011,30,11693.0,2079625.0,177.8521337552381767,175.353488679491,1.0,6363.0,-172.8548436037438233,528.5591111142201767
2011,15,13117.0,4966379.0,378.6215598078829001,302.202361949863,1.0,10120.0,-225.7831640918430999,983.0262837076089001
2011,35,19154.0,3299371.0,172.2549336953116842,112.535536462889,1.0,2870.0,-52.8161392304663158,397.3260066210896842
2011,02,9287.0,2226893.0,239.7860450091525789,101.963420290120,1.0,1650.0,35.8592044289125789,443.7128855893925789
2011,51,115122.0,29520882.0,256.4312815969145776,176.276189424654,1.0,4750.0,-96.1210972523934224,608.9836604462225776
2011,48,307692.0,52622098.0,171.0219895219895220,148.840762805910,1.0,15500.0,-126.6595360898304780,468.7035151338095220
2011,18,75803.0,9890994.0,130.4828832631953880,90.3353581598458532,1.0,2000.0,-50.1878330564963184,311.1535995828870944
2011,46,10720.0,1573188.0,146.7526119402985075,87.6098188284349562,1.0,1515.0,-28.4670257165714049,321.9722495971684199
2011,17,125855.0,22288123.0,177.0936633427356879,166.587231797519,1.0,18000.0,-156.0808002523023121,510.2681269377736879
2011,25,72526.0,20268047.0,279.4590491685740286,240.167853455703,1.0,12700.0,-200.8766577428319714,759.7947560799800286
2011,50,6692.0,1286054.0,192.1778242677824268,126.116007728356,8.0,3860.0,-60.0541911889295732,444.4098397244944268
2011,12,232216.0,41117602.0,177.0661883763392703,281.502315821727,1.0,99999.0,-385.9384432671147297,740.0708200197932703
2011,55,56455.0,8493704.0,150.4508723762288548,103.567981224624,1.0,3000.0,-56.6850900730191452,357.5868348254768548
2011,38,9848.0,1491212.0,151.4228269699431357,97.1046760038226399,2.0,5063.0,-42.7865250377021441,345.6321789775884155
2011,09,33008.0,9390322.0,284.4862457586039748,316.981625234613,1.0,14500.0,-349.4770047106220252,918.4494962278299748
2011,34,79063.0,22116807.0,279.7365012711382062,205.809590294212,1.0,7200.0,-131.8826793172857938,691.3556818595622062
2011,23,13116.0,2311147.0,176.2082189691979262,123.525049468853,1.0,2200.0,-70.8418799685080738,423.2583179069039262
2011,05,38414.0,5067796.0,131.9257562347060967,148.541655226162,1.0,22880.0,-165.1575542176179033,429.0090666870300967
2011,04,100137.0,15953442.0,159.3161568650948201,133.546269261602,1.0,8500.0,-107.7763816581091799,426.4086953882988201
2011,47,76727.0,12276796.0,160.0062038135206642,119.149456595045,1.0,7883.0,-78.2927093765693358,398.3051170036106642
2010,17,143835.0,26437244.0,183.8025793443876664,151.661606379780,1.0,5425.0,-119.5206334151723336,487.1257921039476664
2010,02,10598.0,2549414.0,240.5561426684280053,108.2762362319523148,9.0,1875.0,24.0036702045233757,457.1086151323326349
2010,48,338556.0,57045977.0,168.4979058117416321,138.417362090701,1.0,9950.0,-108.3368183696603679,445.3326299931436321
2010,18,83922.0,11168620.0,133.0833392912466338,88.6613593035889476,1.0,4200.0,-44.2393793159312614,310.4060578984245290
2010,51,123057.0,32053851.0,260.4797045271703357,169.410018404842,1.0,5000.0,-78.3403322825136643,599.2997413368543357
2010,46,12255.0,1810529.0,147.7379844961240310,86.6436875022658146,1.0,2400.0,-25.5493905084075982,321.0253595006556602
2010,12,234815.0,41028039.0,174.7249494282733216,183.242119624155,1.0,13000.0,-191.7592898200366784,541.2091886765833216
2010,55,68555.0,10550753.0,153.9020202756910510,107.803659249340,1.0,8000.0,-61.7052982229889490,369.5093387743710510
2010,38,10322.0,1496633.0,144.9944778143770587,91.3419099305474250,1.0,3500.0,-37.6893420467177913,327.6782976754719087
2010,25,82641.0,22423847.0,271.3404605462179790,199.516689405746,1.0,7210.0,-127.6929182652740210,670.3738393577099790
2010,50,7328.0,1422342.0,194.0968886462882096,104.357553001401,1.0,2400.0,-14.6182173565137904,402.8119946490902096
2010,47,86333.0,13717871.0,158.8948721809736717,113.755123377210,1.0,6545.0,-68.6153745734463283,386.4051189353936717
2010,28,30408.0,4142730.0,136.2381610102604578,98.5206034878222121,1.0,8000.0,-60.8030459653839664,333.2793679859048820
2010,26,107556.0,13827438.0,128.5603592547138235,97.9907164667625876,1.0,6073.0,-67.4210736788113517,324.5417921882389987
2010,34,89540.0,25598908.0,285.8935447844538754,214.177110955137,1.0,28000.0,-142.4606771258201246,714.2477666947278754
2010,23,15003.0,2656800.0,177.0845830833833233,121.189329001399,1.0,4400.0,-65.2940749194146767,419.4632410861813233
2010,09,38103.0,10741774.0,281.9141274965225835,297.808726287130,1.0,10000.0,-313.7033250777374165,877.5315800707825835
2010,36,160470.0,45887374.0,285.9560914812737583,310.275872156753,1.0,18200.0,-334.5956528322322417,906.5078357947797583
